fecha,anio,mes,dia,trimestre,idTiempo
2021-05-10,2021,5,10,2,776
2022-09-19,2022,9,19,3,777
2023-01-25,2023,1,25,1,778
2024-08-08,2024,8,8,3,779
2021-01-11,2021,1,11,1,780
2024-03-03,2024,3,3,1,781
2022-12-13,2022,12,13,4,782
2021-05-21,2021,5,21,2,783
2024-05-18,2024,5,18,2,784
2023-09-12,2023,9,12,3,785
2022-11-14,2022,11,14,4,786
2021-12-22,2021,12,22,4,787
2023-10-05,2023,10,5,4,788
2024-09-09,2024,9,9,3,789
2023-06-07,2023,6,7,2,790
2021-05-07,2021,5,7,2,791
2024-11-02,2024,11,2,4,792
2023-10-11,2023,10,11,4,793
2023-11-19,2023,11,19,4,794
2024-08-13,2024,8,13,3,795
2023-02-18,2023,2,18,1,796
2023-03-25,2023,3,25,1,797
2023-09-10,2023,9,10,3,798
2023-04-05,2023,4,5,2,799
2022-07-21,2022,7,21,3,800
2022-01-06,2022,1,6,1,801
2022-10-23,2022,10,23,4,802
2024-12-25,2024,12,25,4,803
2023-08-27,2023,8,27,3,804
2021-11-09,2021,11,9,4,805
2023-07-26,2023,7,26,3,806
2021-09-01,2021,9,1,3,807
2021-12-13,2021,12,13,4,808
2023-07-28,2023,7,28,3,809
2021-06-05,2021,6,5,2,810
2023-08-25,2023,8,25,3,811
2024-01-13,2024,1,13,1,812
2021-05-28,2021,5,28,2,813
2021-12-08,2021,12,8,4,814
2024-10-15,2024,10,15,4,815
2022-07-15,2022,7,15,3,816
2021-11-23,2021,11,23,4,817
2024-03-10,2024,3,10,1,818
2021-08-03,2021,8,3,3,819
2022-12-24,2022,12,24,4,820
2024-09-03,2024,9,3,3,821
2021-02-01,2021,2,1,1,822
2022-11-01,2022,11,1,4,823
2022-03-05,2022,3,5,1,824
2021-10-13,2021,10,13,4,825
2024-12-18,2024,12,18,4,826
2022-08-13,2022,8,13,3,827
2024-10-26,2024,10,26,4,828
2024-04-13,2024,4,13,2,829
2023-10-07,2023,10,7,4,830
2023-09-15,2023,9,15,3,831
2021-04-24,2021,4,24,2,832
2024-05-30,2024,5,30,2,833
2024-07-11,2024,7,11,3,834
2021-02-24,2021,2,24,1,835
2023-02-17,2023,2,17,1,836
2024-11-04,2024,11,4,4,837
2021-03-28,2021,3,28,1,838
2024-11-15,2024,11,15,4,839
2023-04-13,2023,4,13,2,840
2022-03-19,2022,3,19,1,841
2021-11-24,2021,11,24,4,842
2024-12-12,2024,12,12,4,843
2024-01-17,2024,1,17,1,844
2022-05-06,2022,5,6,2,845
2022-03-28,2022,3,28,1,846
2021-06-14,2021,6,14,2,847
2021-07-01,2021,7,1,3,848
2022-04-14,2022,4,14,2,849
2023-06-29,2023,6,29,2,850
2023-08-02,2023,8,2,3,851
2021-01-07,2021,1,7,1,852
2021-11-26,2021,11,26,4,853
2023-02-14,2023,2,14,1,854
2024-11-05,2024,11,5,4,855
2023-07-04,2023,7,4,3,856
2021-03-23,2021,3,23,1,857
2022-05-29,2022,5,29,2,858
2023-01-16,2023,1,16,1,859
2023-10-20,2023,10,20,4,860
2022-12-08,2022,12,8,4,861
2023-06-24,2023,6,24,2,862
2024-06-03,2024,6,3,2,863
2023-07-29,2023,7,29,3,864
2024-10-19,2024,10,19,4,865
2024-07-27,2024,7,27,3,866
2024-03-27,2024,3,27,1,867
2022-09-24,2022,9,24,3,868
2021-02-28,2021,2,28,1,869
2022-12-22,2022,12,22,4,870
2024-02-13,2024,2,13,1,871
2024-05-17,2024,5,17,2,872
2022-07-06,2022,7,6,3,873
2021-08-25,2021,8,25,3,874
2024-07-28,2024,7,28,3,875
2024-07-25,2024,7,25,3,876
2024-06-12,2024,6,12,2,877
2022-05-09,2022,5,9,2,878
2024-02-07,2024,2,7,1,879
2022-09-02,2022,9,2,3,880
2021-02-11,2021,2,11,1,881
2024-10-11,2024,10,11,4,882
2023-11-07,2023,11,7,4,883
2024-03-22,2024,3,22,1,884
2023-09-25,2023,9,25,3,885
2024-08-03,2024,8,3,3,886
2023-01-01,2023,1,1,1,887
2021-06-17,2021,6,17,2,888
2023-06-25,2023,6,25,2,889
2023-07-11,2023,7,11,3,890
2022-12-03,2022,12,3,4,891
2024-10-18,2024,10,18,4,892
2023-03-30,2023,3,30,1,893
2022-11-24,2022,11,24,4,894
2021-05-29,2021,5,29,2,895
2023-03-18,2023,3,18,1,896
2023-01-14,2023,1,14,1,897
2024-08-26,2024,8,26,3,898
2023-01-28,2023,1,28,1,899
2022-02-10,2022,2,10,1,900
2022-04-27,2022,4,27,2,901
2021-03-14,2021,3,14,1,902
2022-12-14,2022,12,14,4,903
2021-04-18,2021,4,18,2,904
2021-04-12,2021,4,12,2,905
2023-05-16,2023,5,16,2,906
2021-10-02,2021,10,2,4,907
2023-12-04,2023,12,4,4,908
2023-03-28,2023,3,28,1,909
2024-05-08,2024,5,8,2,910
2022-04-11,2022,4,11,2,911
2024-01-18,2024,1,18,1,912
2022-12-12,2022,12,12,4,913
2021-12-01,2021,12,1,4,914
2022-09-21,2022,9,21,3,915
2021-05-17,2021,5,17,2,916
2022-08-17,2022,8,17,3,917
2022-01-07,2022,1,7,1,918
2023-09-22,2023,9,22,3,919
2022-09-07,2022,9,7,3,920
2024-03-21,2024,3,21,1,921
2022-09-12,2022,9,12,3,922
2024-01-27,2024,1,27,1,923
2023-09-13,2023,9,13,3,924
2021-07-02,2021,7,2,3,925
2021-12-30,2021,12,30,4,926
2024-11-21,2024,11,21,4,927
2022-12-23,2022,12,23,4,928
2021-01-16,2021,1,16,1,929
2024-12-20,2024,12,20,4,930
2024-02-06,2024,2,6,1,931
2023-06-13,2023,6,13,2,932
2021-11-07,2021,11,7,4,933
2024-04-08,2024,4,8,2,934
2022-02-18,2022,2,18,1,935
2021-09-08,2021,9,8,3,936
2021-09-02,2021,9,2,3,937
2021-09-29,2021,9,29,3,938
2022-01-12,2022,1,12,1,939
2021-09-23,2021,9,23,3,940
2023-07-15,2023,7,15,3,941
2021-12-06,2021,12,6,4,942
2022-07-31,2022,7,31,3,943
2021-01-03,2021,1,3,1,944
2024-12-23,2024,12,23,4,945
2024-03-11,2024,3,11,1,946
2021-10-20,2021,10,20,4,947
2022-12-06,2022,12,6,4,948
2023-08-07,2023,8,7,3,949
2022-08-08,2022,8,8,3,950
2022-02-03,2022,2,3,1,951
2023-08-22,2023,8,22,3,952
2024-03-09,2024,3,9,1,953
2023-12-22,2023,12,22,4,954
2023-02-11,2023,2,11,1,955
2024-10-21,2024,10,21,4,956
2023-01-23,2023,1,23,1,957
2022-05-21,2022,5,21,2,958
2023-11-10,2023,11,10,4,959
2023-04-30,2023,4,30,2,960
2023-02-20,2023,2,20,1,961
2023-06-12,2023,6,12,2,962
2022-08-03,2022,8,3,3,963
2024-10-12,2024,10,12,4,964
2024-07-14,2024,7,14,3,965
2022-09-27,2022,9,27,3,966
2024-09-17,2024,9,17,3,967
2021-02-09,2021,2,9,1,968
2024-11-19,2024,11,19,4,969
2023-09-02,2023,9,2,3,970
2022-03-30,2022,3,30,1,971
2024-02-12,2024,2,12,1,972
2021-12-15,2021,12,15,4,973
2024-07-09,2024,7,9,3,974
2024-03-16,2024,3,16,1,975
2021-12-19,2021,12,19,4,976
2022-07-25,2022,7,25,3,977
2024-09-30,2024,9,30,3,978
2023-11-21,2023,11,21,4,979
2022-06-19,2022,6,19,2,980
2022-03-02,2022,3,2,1,981
2024-07-05,2024,7,5,3,982
2022-08-12,2022,8,12,3,983
2021-10-22,2021,10,22,4,984
2024-06-01,2024,6,1,2,985
2022-03-24,2022,3,24,1,986
2023-05-06,2023,5,6,2,987
2022-11-06,2022,11,6,4,988
2022-08-09,2022,8,9,3,989
2023-09-21,2023,9,21,3,990
2024-12-06,2024,12,6,4,991
2022-07-26,2022,7,26,3,992
2023-09-16,2023,9,16,3,993
2021-10-05,2021,10,5,4,994
2023-07-05,2023,7,5,3,995
2022-04-29,2022,4,29,2,996
2021-07-29,2021,7,29,3,997
2021-11-02,2021,11,2,4,998
2024-07-17,2024,7,17,3,999
2022-12-17,2022,12,17,4,1000
2022-01-16,2022,1,16,1,1001
2023-06-26,2023,6,26,2,1002
2021-03-20,2021,3,20,1,1003
2022-04-04,2022,4,4,2,1004
2024-12-24,2024,12,24,4,1005
2023-06-06,2023,6,6,2,1006
2023-09-01,2023,9,1,3,1007
2024-11-06,2024,11,6,4,1008
2021-03-25,2021,3,25,1,1009
2024-03-31,2024,3,31,1,1010
2023-03-04,2023,3,4,1,1011
2023-12-20,2023,12,20,4,1012
2022-03-06,2022,3,6,1,1013
2022-06-04,2022,6,4,2,1014
2022-08-14,2022,8,14,3,1015
2023-11-17,2023,11,17,4,1016
2021-07-18,2021,7,18,3,1017
2022-01-13,2022,1,13,1,1018
2022-06-11,2022,6,11,2,1019
2023-01-04,2023,1,4,1,1020
2024-06-13,2024,6,13,2,1021
2022-05-16,2022,5,16,2,1022
2022-08-07,2022,8,7,3,1023
2022-01-30,2022,1,30,1,1024
2023-12-24,2023,12,24,4,1025
2021-03-13,2021,3,13,1,1026
2021-10-01,2021,10,1,4,1027
2024-12-19,2024,12,19,4,1028
2023-06-08,2023,6,8,2,1029
2022-08-15,2022,8,15,3,1030
2022-11-04,2022,11,4,4,1031
2021-04-26,2021,4,26,2,1032
2024-04-04,2024,4,4,2,1033
2021-04-16,2021,4,16,2,1034
2022-03-04,2022,3,4,1,1035
2021-11-13,2021,11,13,4,1036
2021-08-11,2021,8,11,3,1037
2022-07-07,2022,7,7,3,1038
2024-10-25,2024,10,25,4,1039
2022-01-18,2022,1,18,1,1040
2022-02-14,2022,2,14,1,1041
2022-05-30,2022,5,30,2,1042
2023-03-20,2023,3,20,1,1043
2023-05-24,2023,5,24,2,1044
2021-11-05,2021,11,5,4,1045
2022-11-26,2022,11,26,4,1046
2021-10-15,2021,10,15,4,1047
2021-11-03,2021,11,3,4,1048
2022-07-03,2022,7,3,3,1049
2024-10-07,2024,10,7,4,1050
2021-11-08,2021,11,8,4,1051
2023-07-13,2023,7,13,3,1052
2023-05-12,2023,5,12,2,1053
2021-06-08,2021,6,8,2,1054
2021-01-24,2021,1,24,1,1055
2022-08-31,2022,8,31,3,1056
2024-06-27,2024,6,27,2,1057
2023-07-21,2023,7,21,3,1058
2021-07-05,2021,7,5,3,1059
2024-06-23,2024,6,23,2,1060
2022-09-29,2022,9,29,3,1061
2022-06-14,2022,6,14,2,1062
2021-04-10,2021,4,10,2,1063
2022-01-10,2022,1,10,1,1064
2023-04-17,2023,4,17,2,1065
2023-10-02,2023,10,2,4,1066
2021-03-07,2021,3,7,1,1067
2021-10-28,2021,10,28,4,1068
2021-10-14,2021,10,14,4,1069
2023-10-31,2023,10,31,4,1070
2022-09-22,2022,9,22,3,1071
2024-07-23,2024,7,23,3,1072
2022-07-30,2022,7,30,3,1073
2024-07-31,2024,7,31,3,1074
2024-08-09,2024,8,9,3,1075
2021-10-09,2021,10,9,4,1076
2021-04-29,2021,4,29,2,1077
2023-11-25,2023,11,25,4,1078
2024-05-14,2024,5,14,2,1079
2021-10-03,2021,10,3,4,1080
2024-04-23,2024,4,23,2,1081
2022-05-10,2022,5,10,2,1082
2022-03-03,2022,3,3,1,1083
2024-08-10,2024,8,10,3,1084
2022-01-19,2022,1,19,1,1085
2021-11-04,2021,11,4,4,1086
2024-09-21,2024,9,21,3,1087
2024-09-26,2024,9,26,3,1088
2021-05-09,2021,5,9,2,1089
2022-10-31,2022,10,31,4,1090
2024-10-13,2024,10,13,4,1091
2024-05-01,2024,5,1,2,1092
2023-09-14,2023,9,14,3,1093
2021-12-11,2021,12,11,4,1094
2021-12-27,2021,12,27,4,1095
2024-01-31,2024,1,31,1,1096
2021-01-19,2021,1,19,1,1097
2023-09-28,2023,9,28,3,1098
2024-07-26,2024,7,26,3,1099
2023-07-06,2023,7,6,3,1100
2021-10-18,2021,10,18,4,1101
2023-04-22,2023,4,22,2,1102
2023-07-31,2023,7,31,3,1103
2021-03-26,2021,3,26,1,1104
2024-05-29,2024,5,29,2,1105
2024-03-23,2024,3,23,1,1106
2021-10-31,2021,10,31,4,1107
2023-02-22,2023,2,22,1,1108
2021-12-09,2021,12,9,4,1109
2022-05-13,2022,5,13,2,1110
2022-09-11,2022,9,11,3,1111
2023-02-28,2023,2,28,1,1112
2023-02-26,2023,2,26,1,1113
2024-09-19,2024,9,19,3,1114
2024-03-25,2024,3,25,1,1115
2022-10-06,2022,10,6,4,1116
2024-07-10,2024,7,10,3,1117
2024-10-06,2024,10,6,4,1118
2021-10-25,2021,10,25,4,1119
2024-10-17,2024,10,17,4,1120
2021-02-19,2021,2,19,1,1121
2022-06-15,2022,6,15,2,1122
2024-04-05,2024,4,5,2,1123
2024-05-10,2024,5,10,2,1124
2022-04-28,2022,4,28,2,1125
2022-09-23,2022,9,23,3,1126
2024-12-26,2024,12,26,4,1127
2022-10-12,2022,10,12,4,1128
2024-01-06,2024,1,6,1,1129
2022-03-17,2022,3,17,1,1130
2023-09-26,2023,9,26,3,1131
2022-09-13,2022,9,13,3,1132
2023-10-03,2023,10,3,4,1133
2024-10-08,2024,10,8,4,1134
2022-12-09,2022,12,9,4,1135
2022-09-06,2022,9,6,3,1136
2021-12-20,2021,12,20,4,1137
2022-09-10,2022,9,10,3,1138
2022-03-22,2022,3,22,1,1139
2024-11-24,2024,11,24,4,1140
2023-09-07,2023,9,7,3,1141
2024-06-25,2024,6,25,2,1142
2022-04-26,2022,4,26,2,1143
2023-04-15,2023,4,15,2,1144
2021-09-19,2021,9,19,3,1145
2024-01-30,2024,1,30,1,1146
2022-11-09,2022,11,9,4,1147
2023-12-27,2023,12,27,4,1148
2023-07-20,2023,7,20,3,1149
2021-06-13,2021,6,13,2,1150
2024-02-08,2024,2,8,1,1151
2021-08-26,2021,8,26,3,1152
2024-01-08,2024,1,8,1,1153
2024-04-11,2024,4,11,2,1154
2023-04-26,2023,4,26,2,1155
2023-10-08,2023,10,8,4,1156
2022-01-17,2022,1,17,1,1157
2024-09-14,2024,9,14,3,1158
2024-01-09,2024,1,9,1,1159
2024-07-07,2024,7,7,3,1160
2021-04-11,2021,4,11,2,1161
2023-03-31,2023,3,31,1,1162
2021-05-04,2021,5,4,2,1163
2023-02-07,2023,2,7,1,1164
2022-06-03,2022,6,3,2,1165
2023-01-12,2023,1,12,1,1166
2024-12-17,2024,12,17,4,1167
2023-06-20,2023,6,20,2,1168
2023-11-03,2023,11,3,4,1169
2021-08-01,2021,8,1,3,1170
2022-04-10,2022,4,10,2,1171
2021-08-20,2021,8,20,3,1172
2021-07-19,2021,7,19,3,1173
2023-08-03,2023,8,3,3,1174
2022-01-01,2022,1,1,1,1175
2024-06-05,2024,6,5,2,1176
2022-03-12,2022,3,12,1,1177
2024-05-19,2024,5,19,2,1178
2023-02-12,2023,2,12,1,1179
2022-01-03,2022,1,3,1,1180
2024-09-22,2024,9,22,3,1181
2022-04-08,2022,4,8,2,1182
2023-08-21,2023,8,21,3,1183
2021-06-18,2021,6,18,2,1184
2022-10-14,2022,10,14,4,1185
2021-12-17,2021,12,17,4,1186
2022-06-07,2022,6,7,2,1187
2021-09-30,2021,9,30,3,1188
2023-08-01,2023,8,1,3,1189
2023-05-10,2023,5,10,2,1190
2021-10-10,2021,10,10,4,1191
2022-02-25,2022,2,25,1,1192
2022-11-27,2022,11,27,4,1193
2023-11-20,2023,11,20,4,1194
2024-02-26,2024,2,26,1,1195
2024-02-09,2024,2,9,1,1196
2021-05-16,2021,5,16,2,1197
2021-12-28,2021,12,28,4,1198
2023-12-26,2023,12,26,4,1199
2021-04-22,2021,4,22,2,1200
2021-08-22,2021,8,22,3,1201
2022-08-25,2022,8,25,3,1202
2021-07-28,2021,7,28,3,1203
2023-11-04,2023,11,4,4,1204
2022-06-20,2022,6,20,2,1205
2021-08-15,2021,8,15,3,1206
2023-12-17,2023,12,17,4,1207
2023-07-30,2023,7,30,3,1208
2022-08-06,2022,8,6,3,1209
2023-12-15,2023,12,15,4,1210
2023-02-05,2023,2,5,1,1211
2024-04-26,2024,4,26,2,1212
2021-03-01,2021,3,1,1,1213
2021-07-30,2021,7,30,3,1214
2023-07-16,2023,7,16,3,1215
2023-05-18,2023,5,18,2,1216
2023-01-27,2023,1,27,1,1217
2021-02-18,2021,2,18,1,1218
2022-09-30,2022,9,30,3,1219
2024-08-29,2024,8,29,3,1220
2022-09-04,2022,9,4,3,1221
2021-06-12,2021,6,12,2,1222
2022-08-05,2022,8,5,3,1223
2023-05-25,2023,5,25,2,1224
2024-11-23,2024,11,23,4,1225
2024-05-11,2024,5,11,2,1226
2021-05-22,2021,5,22,2,1227
2024-01-11,2024,1,11,1,1228
2022-07-27,2022,7,27,3,1229
2022-02-27,2022,2,27,1,1230
2022-06-13,2022,6,13,2,1231
2023-08-24,2023,8,24,3,1232
2022-09-03,2022,9,3,3,1233
2023-12-28,2023,12,28,4,1234
2023-02-21,2023,2,21,1,1235
2022-11-11,2022,11,11,4,1236
2022-11-10,2022,11,10,4,1237
2022-05-23,2022,5,23,2,1238
2022-05-01,2022,5,1,2,1239
2023-10-21,2023,10,21,4,1240
2021-09-17,2021,9,17,3,1241
2022-06-28,2022,6,28,2,1242
2022-12-02,2022,12,2,4,1243
2024-10-27,2024,10,27,4,1244
2024-12-28,2024,12,28,4,1245
2023-08-11,2023,8,11,3,1246
2021-09-05,2021,9,5,3,1247
2022-06-17,2022,6,17,2,1248
2021-08-07,2021,8,7,3,1249
2022-07-12,2022,7,12,3,1250
2023-04-20,2023,4,20,2,1251
2022-02-28,2022,2,28,1,1252
2024-07-22,2024,7,22,3,1253
2021-08-10,2021,8,10,3,1254
2021-03-09,2021,3,9,1,1255
2024-07-02,2024,7,2,3,1256
2023-09-04,2023,9,4,3,1257
2022-12-29,2022,12,29,4,1258
2022-04-25,2022,4,25,2,1259
2021-11-28,2021,11,28,4,1260
2021-06-23,2021,6,23,2,1261
2021-01-26,2021,1,26,1,1262
2021-06-28,2021,6,28,2,1263
2024-11-30,2024,11,30,4,1264
2024-01-16,2024,1,16,1,1265
2024-03-05,2024,3,5,1,1266
2022-07-09,2022,7,9,3,1267
2024-09-18,2024,9,18,3,1268
2024-06-17,2024,6,17,2,1269
2024-09-28,2024,9,28,3,1270
2022-03-07,2022,3,7,1,1271
2022-02-16,2022,2,16,1,1272
2022-10-17,2022,10,17,4,1273
2024-07-13,2024,7,13,3,1274
2024-08-27,2024,8,27,3,1275
2021-07-14,2021,7,14,3,1276
2024-08-06,2024,8,6,3,1277
2022-03-16,2022,3,16,1,1278
2023-07-22,2023,7,22,3,1279
2021-11-21,2021,11,21,4,1280
2024-03-24,2024,3,24,1,1281
2021-05-05,2021,5,5,2,1282
2023-02-25,2023,2,25,1,1283
2022-01-04,2022,1,4,1,1284
2021-03-18,2021,3,18,1,1285
2021-10-27,2021,10,27,4,1286
2021-12-25,2021,12,25,4,1287
2024-05-22,2024,5,22,2,1288
2021-03-05,2021,3,5,1,1289
2024-01-20,2024,1,20,1,1290
2021-09-24,2021,9,24,3,1291
2023-01-07,2023,1,7,1,1292
2024-08-02,2024,8,2,3,1293
2021-02-26,2021,2,26,1,1294
2021-09-14,2021,9,14,3,1295
2024-07-12,2024,7,12,3,1296
2024-10-10,2024,10,10,4,1297
2021-02-14,2021,2,14,1,1298
2024-02-21,2024,2,21,1,1299
2021-11-18,2021,11,18,4,1300
2023-06-23,2023,6,23,2,1301
2022-03-13,2022,3,13,1,1302
2021-01-31,2021,1,31,1,1303
2024-05-13,2024,5,13,2,1304
2023-09-18,2023,9,18,3,1305
2023-03-29,2023,3,29,1,1306
2024-01-12,2024,1,12,1,1307
2024-12-15,2024,12,15,4,1308
2021-06-24,2021,6,24,2,1309
2023-09-06,2023,9,6,3,1310
2023-03-21,2023,3,21,1,1311
2024-03-07,2024,3,7,1,1312
2021-06-20,2021,6,20,2,1313
2022-02-13,2022,2,13,1,1314
2023-05-08,2023,5,8,2,1315
2023-01-15,2023,1,15,1,1316
2021-02-02,2021,2,2,1,1317
2023-01-26,2023,1,26,1,1318
2023-12-05,2023,12,5,4,1319
2022-03-10,2022,3,10,1,1320
2024-01-19,2024,1,19,1,1321
2024-05-07,2024,5,7,2,1322
2022-05-22,2022,5,22,2,1323
2024-09-24,2024,9,24,3,1324
2023-05-13,2023,5,13,2,1325
2024-01-22,2024,1,22,1,1326
2021-11-29,2021,11,29,4,1327
2023-05-20,2023,5,20,2,1328
2024-06-24,2024,6,24,2,1329
2021-03-15,2021,3,15,1,1330
2024-11-28,2024,11,28,4,1331
2022-10-13,2022,10,13,4,1332
2022-04-07,2022,4,7,2,1333
2021-08-09,2021,8,9,3,1334
2024-10-23,2024,10,23,4,1335
2021-09-28,2021,9,28,3,1336
2021-07-08,2021,7,8,3,1337
2024-04-02,2024,4,2,2,1338
2023-10-25,2023,10,25,4,1339
2021-10-17,2021,10,17,4,1340
2022-03-09,2022,3,9,1,1341
2024-04-19,2024,4,19,2,1342
2022-11-12,2022,11,12,4,1343
2024-09-02,2024,9,2,3,1344
2021-07-31,2021,7,31,3,1345
2023-11-28,2023,11,28,4,1346
2024-04-07,2024,4,7,2,1347
2022-05-11,2022,5,11,2,1348
2021-11-06,2021,11,6,4,1349
2023-07-27,2023,7,27,3,1350
2024-05-06,2024,5,6,2,1351
2024-08-31,2024,8,31,3,1352
2021-07-12,2021,7,12,3,1353
2023-09-27,2023,9,27,3,1354
2022-03-27,2022,3,27,1,1355
2021-07-16,2021,7,16,3,1356
2023-01-30,2023,1,30,1,1357
2023-10-16,2023,10,16,4,1358
2023-08-08,2023,8,8,3,1359
2022-01-02,2022,1,2,1,1360
2021-02-15,2021,2,15,1,1361
2021-06-25,2021,6,25,2,1362
2021-10-26,2021,10,26,4,1363
2024-09-23,2024,9,23,3,1364
2021-11-15,2021,11,15,4,1365
2022-08-26,2022,8,26,3,1366
2022-07-22,2022,7,22,3,1367
2024-04-25,2024,4,25,2,1368
2021-05-01,2021,5,1,2,1369
2023-03-14,2023,3,14,1,1370
2021-02-21,2021,2,21,1,1371
2024-11-13,2024,11,13,4,1372
2022-09-14,2022,9,14,3,1373
2024-04-15,2024,4,15,2,1374
2021-04-07,2021,4,7,2,1375
2023-10-27,2023,10,27,4,1376
2022-08-20,2022,8,20,3,1377
2023-11-08,2023,11,8,4,1378
2022-02-20,2022,2,20,1,1379
2023-11-01,2023,11,1,4,1380
2023-09-29,2023,9,29,3,1381
2024-12-27,2024,12,27,4,1382
2021-03-12,2021,3,12,1,1383
2024-07-16,2024,7,16,3,1384
2024-12-07,2024,12,7,4,1385
2024-06-09,2024,6,9,2,1386
2021-07-04,2021,7,4,3,1387
2021-10-19,2021,10,19,4,1388
2021-11-19,2021,11,19,4,1389
2022-11-02,2022,11,2,4,1390
2021-02-13,2021,2,13,1,1391
2022-06-12,2022,6,12,2,1392
2021-07-23,2021,7,23,3,1393
2023-03-10,2023,3,10,1,1394
2022-04-03,2022,4,3,2,1395
2024-05-16,2024,5,16,2,1396
2022-11-25,2022,11,25,4,1397
2023-04-19,2023,4,19,2,1398
2024-01-23,2024,1,23,1,1399
2024-03-19,2024,3,19,1,1400
2022-03-15,2022,3,15,1,1401
2023-04-10,2023,4,10,2,1402
2023-12-31,2023,12,31,4,1403
2021-04-20,2021,4,20,2,1404
2023-11-22,2023,11,22,4,1405
2024-09-13,2024,9,13,3,1406
2022-08-29,2022,8,29,3,1407
2022-04-24,2022,4,24,2,1408
2022-02-21,2022,2,21,1,1409
2024-09-06,2024,9,6,3,1410
2024-08-15,2024,8,15,3,1411
2024-02-03,2024,2,3,1,1412
2021-09-09,2021,9,9,3,1413
2022-04-17,2022,4,17,2,1414
2023-06-09,2023,6,9,2,1415
2021-03-11,2021,3,11,1,1416
2024-05-05,2024,5,5,2,1417
2021-01-30,2021,1,30,1,1418
2022-02-19,2022,2,19,1,1419
2024-06-22,2024,6,22,2,1420
2024-06-26,2024,6,26,2,1421
2022-07-10,2022,7,10,3,1422
2023-12-10,2023,12,10,4,1423
2021-12-21,2021,12,21,4,1424
2023-05-30,2023,5,30,2,1425
2023-03-19,2023,3,19,1,1426
2023-06-01,2023,6,1,2,1427
2023-03-22,2023,3,22,1,1428
2022-08-22,2022,8,22,3,1429
2021-08-29,2021,8,29,3,1430
2023-08-23,2023,8,23,3,1431
2023-06-27,2023,6,27,2,1432
2023-02-27,2023,2,27,1,1433
2022-12-07,2022,12,7,4,1434
2022-02-15,2022,2,15,1,1435
2022-08-23,2022,8,23,3,1436
2023-01-17,2023,1,17,1,1437
2021-09-12,2021,9,12,3,1438
2024-11-20,2024,11,20,4,1439
2023-03-24,2023,3,24,1,1440
2024-10-02,2024,10,2,4,1441
2021-10-24,2021,10,24,4,1442
2024-11-07,2024,11,7,4,1443
2023-11-14,2023,11,14,4,1444
2022-07-16,2022,7,16,3,1445
2021-12-18,2021,12,18,4,1446
2023-02-04,2023,2,4,1,1447
2024-05-27,2024,5,27,2,1448
2022-05-02,2022,5,2,2,1449
2021-06-29,2021,6,29,2,1450
2024-06-15,2024,6,15,2,1451
2022-06-29,2022,6,29,2,1452
2022-01-29,2022,1,29,1,1453
2024-11-22,2024,11,22,4,1454
2021-06-27,2021,6,27,2,1455
2023-12-12,2023,12,12,4,1456
2023-11-24,2023,11,24,4,1457
2022-06-23,2022,6,23,2,1458
2021-08-28,2021,8,28,3,1459
2024-08-23,2024,8,23,3,1460
2023-12-21,2023,12,21,4,1461
