id_visita,fecha,pais_origen,via_ingreso,motivo_viaje,departamento_visitado,noches_estadia,gasto_total,anio,mes,dia,trimestre,gasto_por_noche
4132,2024-11-06,Honduras,Aerea,Familiares,La Libertad,5,992,2024,11,6,4,198.4
4133,2022-05-11,España,Aerea,Familiares,Usulutan,8,1828,2022,5,11,2,228.5
4134,2024-11-03,Guatemala,Terrestre,Ocio,San Miguel,10,334,2024,11,3,4,33.4
4135,2023-12-07,Guatemala,Aerea,Ocio,San Miguel,4,1521,2023,12,7,4,380.25
4136,2022-05-19,Estados Unidos,Aerea,Salud,Ahuachapan,7,2175,2022,5,19,2,310.71
4137,2023-11-12,Estados Unidos,Aerea,Ocio,La Paz,2,731,2023,11,12,4,365.5
4138,2021-08-01,España,Terrestre,Ocio,Sonsonate,9,1258,2021,8,1,3,139.78
4139,2021-11-06,Estados Unidos,Aerea,Familiares,La Paz,8,1500,2021,11,6,4,187.5
4140,2022-10-23,Estados Unidos,Aerea,Familiares,La Paz,4,1155,2022,10,23,4,288.75
4141,2023-01-23,Guatemala,Aerea,Ocio,Sonsonate,7,1481,2023,1,23,1,211.57
4142,2021-09-29,Guatemala,Terrestre,Negocios,Santa Ana,1,1071,2021,9,29,3,1071.0
4143,2023-07-27,Estados Unidos,Terrestre,Negocios,Usulutan,5,1105,2023,7,27,3,221.0
4144,2024-05-10,Estados Unidos,Aerea,Familiares,Sonsonate,2,2225,2024,5,10,2,1112.5
4145,2021-02-01,Nicaragua,Aerea,Ocio,Santa Ana,2,1324,2021,2,1,1,662.0
4146,2022-03-19,Estados Unidos,Terrestre,Familiares,San Salvador,2,297,2022,3,19,1,148.5
4147,2021-06-11,Estados Unidos,Terrestre,Familiares,Usulutan,2,1363,2021,6,11,2,681.5
4148,2023-02-06,Estados Unidos,Aerea,Salud,San Salvador,5,801,2023,2,6,1,160.2
4149,2021-09-11,Estados Unidos,Aerea,Negocios,San Salvador,4,2051,2021,9,11,3,512.75
4150,2022-06-05,Guatemala,Terrestre,Familiares,Sonsonate,1,1599,2022,6,5,2,1599.0
4151,2023-09-04,Guatemala,Aerea,Familiares,Santa Ana,11,1397,2023,9,4,3,127.0
4152,2021-01-10,Honduras,Terrestre,Ocio,La Libertad,6,344,2021,1,10,1,57.33
4153,2022-12-27,Estados Unidos,Terrestre,Familiares,Ahuachapan,3,1644,2022,12,27,4,548.0
4154,2022-05-20,Estados Unidos,Terrestre,Salud,La Paz,8,696,2022,5,20,2,87.0
4155,2023-02-24,Estados Unidos,Terrestre,Familiares,Sonsonate,2,466,2023,2,24,1,233.0
4156,2022-03-12,Estados Unidos,Aerea,Negocios,San Salvador,8,2073,2022,3,12,1,259.12
4157,2024-02-09,Estados Unidos,Aerea,Salud,La Libertad,6,1419,2024,2,9,1,236.5
4158,2021-06-02,Estados Unidos,Aerea,Ocio,Santa Ana,5,1203,2021,6,2,2,240.6
4159,2023-07-06,Estados Unidos,Terrestre,Salud,Santa Ana,10,1244,2023,7,6,3,124.4
4160,2023-05-19,Guatemala,Terrestre,Familiares,Santa Ana,6,208,2023,5,19,2,34.67
4161,2024-01-31,Estados Unidos,Aerea,Familiares,Sonsonate,6,1196,2024,1,31,1,199.33
4162,2023-01-23,Estados Unidos,Terrestre,Ocio,La Paz,4,1685,2023,1,23,1,421.25
4163,2024-04-29,Estados Unidos,Aerea,Negocios,La Paz,1,183,2024,4,29,2,183.0
4164,2022-07-17,Estados Unidos,Aerea,Ocio,La Libertad,2,1417,2022,7,17,3,708.5
4165,2024-01-10,Honduras,Aerea,Ocio,San Miguel,8,2305,2024,1,10,1,288.12
4166,2022-05-04,Estados Unidos,Aerea,Familiares,San Salvador,9,894,2022,5,4,2,99.33
4167,2023-06-14,Estados Unidos,Terrestre,Negocios,San Miguel,4,317,2023,6,14,2,79.25
4168,2024-01-17,Estados Unidos,Aerea,Negocios,San Miguel,11,763,2024,1,17,1,69.36
4169,2024-05-02,Estados Unidos,Aerea,Ocio,San Miguel,8,671,2024,5,2,2,83.88
4170,2021-04-14,Honduras,Terrestre,Negocios,San Salvador,10,1921,2021,4,14,2,192.1
4171,2024-01-25,España,Terrestre,Familiares,San Salvador,6,500,2024,1,25,1,83.33
4172,2024-12-17,Estados Unidos,Aerea,Familiares,Ahuachapan,11,2222,2024,12,17,4,202.0
4173,2024-05-06,Honduras,Terrestre,Religioso,Usulutan,1,2109,2024,5,6,2,2109.0
4174,2023-10-22,Estados Unidos,Aerea,Salud,San Salvador,6,404,2023,10,22,4,67.33
4175,2023-10-04,Estados Unidos,Aerea,Familiares,Ahuachapan,7,1566,2023,10,4,4,223.71
4176,2022-02-11,Estados Unidos,Aerea,Ocio,La Libertad,1,2348,2022,2,11,1,2348.0
4177,2024-11-02,Mexico,Terrestre,Ocio,La Libertad,11,2090,2024,11,2,4,190.0
4178,2021-06-16,Estados Unidos,Terrestre,Ocio,Usulutan,9,526,2021,6,16,2,58.44
4179,2022-05-24,España,Aerea,Familiares,Santa Ana,6,1967,2022,5,24,2,327.83
4180,2021-11-09,Estados Unidos,Aerea,Familiares,Sonsonate,8,1276,2021,11,9,4,159.5
4181,2024-12-12,Estados Unidos,Aerea,Familiares,La Paz,8,572,2024,12,12,4,71.5
4182,2023-02-02,Honduras,Terrestre,Ocio,Usulutan,9,361,2023,2,2,1,40.11
4183,2022-11-12,Costa Rica,Terrestre,Familiares,Usulutan,1,957,2022,11,12,4,957.0
4184,2022-04-22,Nicaragua,Terrestre,Negocios,San Miguel,6,835,2022,4,22,2,139.17
4185,2021-03-14,Honduras,Aerea,Salud,La Libertad,9,2328,2021,3,14,1,258.67
4186,2024-03-10,Estados Unidos,Aerea,Ocio,San Miguel,8,1691,2024,3,10,1,211.38
4187,2022-08-05,Estados Unidos,Aerea,Familiares,Ahuachapan,4,1677,2022,8,5,3,419.25
4188,2021-09-19,Estados Unidos,Aerea,Ocio,La Paz,5,1621,2021,9,19,3,324.2
4189,2024-09-25,Estados Unidos,Aerea,Ocio,Santa Ana,9,568,2024,9,25,3,63.11
4190,2024-08-24,Costa Rica,Terrestre,Familiares,Santa Ana,5,2093,2024,8,24,3,418.6
4191,2021-09-02,Honduras,Terrestre,Ocio,San Miguel,9,1661,2021,9,2,3,184.56
4192,2024-09-22,Nicaragua,Terrestre,Familiares,La Libertad,1,1797,2024,9,22,3,1797.0
4193,2022-07-15,Estados Unidos,Aerea,Negocios,Usulutan,10,618,2022,7,15,3,61.8
4194,2024-01-05,Honduras,Aerea,Ocio,San Salvador,9,602,2024,1,5,1,66.89
4195,2021-06-24,Mexico,Aerea,Familiares,Sonsonate,10,1679,2021,6,24,2,167.9
4196,2021-04-19,Guatemala,Aerea,Salud,La Paz,9,2078,2021,4,19,2,230.89
4197,2021-07-02,Estados Unidos,Aerea,Ocio,La Paz,6,954,2021,7,2,3,159.0
4198,2021-07-11,Honduras,Terrestre,Religioso,Ahuachapan,7,1039,2021,7,11,3,148.43
4199,2021-03-06,Guatemala,Terrestre,Familiares,Santa Ana,6,2155,2021,3,6,1,359.17
4200,2023-08-21,España,Aerea,Ocio,La Paz,4,193,2023,8,21,3,48.25
4201,2024-01-29,Estados Unidos,Aerea,Familiares,San Salvador,7,1929,2024,1,29,1,275.57
4202,2023-05-14,Estados Unidos,Aerea,Familiares,La Libertad,11,515,2023,5,14,2,46.82
4203,2024-02-26,Guatemala,Aerea,Religioso,Usulutan,2,2462,2024,2,26,1,1231.0
4204,2022-01-04,Estados Unidos,Terrestre,Negocios,Sonsonate,3,2476,2022,1,4,1,825.33
4205,2023-05-01,Guatemala,Terrestre,Salud,Ahuachapan,11,441,2023,5,1,2,40.09
4206,2021-02-12,Estados Unidos,Aerea,Ocio,Sonsonate,4,1650,2021,2,12,1,412.5
4207,2024-12-13,Costa Rica,Aerea,Familiares,Ahuachapan,3,1403,2024,12,13,4,467.67
4208,2022-05-03,Mexico,Aerea,Familiares,San Salvador,9,2258,2022,5,3,2,250.89
4209,2021-03-19,Estados Unidos,Terrestre,Familiares,La Paz,4,2139,2021,3,19,1,534.75
4210,2023-04-06,Estados Unidos,Aerea,Ocio,Ahuachapan,10,1788,2023,4,6,2,178.8
4211,2024-07-17,Guatemala,Aerea,Familiares,Usulutan,1,501,2024,7,17,3,501.0
4212,2022-11-05,Honduras,Aerea,Familiares,Usulutan,8,400,2022,11,5,4,50.0
4213,2022-12-02,Estados Unidos,Aerea,Negocios,San Salvador,4,408,2022,12,2,4,102.0
4214,2023-01-29,Estados Unidos,Aerea,Ocio,Sonsonate,9,799,2023,1,29,1,88.78
4215,2022-12-29,Guatemala,Aerea,Familiares,San Salvador,9,1176,2022,12,29,4,130.67
4216,2024-08-31,Honduras,Aerea,Familiares,Sonsonate,9,1954,2024,8,31,3,217.11
4217,2023-07-14,Estados Unidos,Aerea,Negocios,La Paz,11,1251,2023,7,14,3,113.73
4218,2023-06-21,Honduras,Aerea,Salud,San Miguel,9,435,2023,6,21,2,48.33
4219,2023-06-08,Costa Rica,Aerea,Familiares,Sonsonate,7,1168,2023,6,8,2,166.86
4220,2023-09-20,Estados Unidos,Terrestre,Salud,Usulutan,9,168,2023,9,20,3,18.67
4221,2024-04-06,Guatemala,Aerea,Familiares,Usulutan,7,824,2024,4,6,2,117.71
4222,2021-12-05,Estados Unidos,Aerea,Religioso,San Salvador,11,1022,2021,12,5,4,92.91
4223,2021-07-12,Estados Unidos,Aerea,Ocio,Santa Ana,8,158,2021,7,12,3,19.75
4224,2021-10-10,Estados Unidos,Aerea,Religioso,Sonsonate,2,535,2021,10,10,4,267.5
4225,2024-09-21,Estados Unidos,Aerea,Ocio,Santa Ana,4,2239,2024,9,21,3,559.75
4226,2022-01-25,Nicaragua,Terrestre,Familiares,Santa Ana,4,2472,2022,1,25,1,618.0
4227,2023-09-27,Guatemala,Aerea,Familiares,Santa Ana,4,1236,2023,9,27,3,309.0
4228,2022-06-09,Estados Unidos,Terrestre,Ocio,San Salvador,3,953,2022,6,9,2,317.67
4229,2024-06-17,Estados Unidos,Terrestre,Familiares,San Salvador,1,2085,2024,6,17,2,2085.0
4230,2022-10-21,Guatemala,Terrestre,Familiares,La Paz,6,554,2022,10,21,4,92.33
4231,2022-12-17,Estados Unidos,Aerea,Familiares,Sonsonate,5,2280,2022,12,17,4,456.0
4232,2023-06-10,Estados Unidos,Aerea,Familiares,San Miguel,11,1587,2023,6,10,2,144.27
4233,2024-01-18,Guatemala,Terrestre,Ocio,Usulutan,3,1569,2024,1,18,1,523.0
4234,2024-01-24,Canada,Aerea,Religioso,La Libertad,7,2467,2024,1,24,1,352.43
4235,2022-03-28,Estados Unidos,Aerea,Religioso,San Miguel,6,1874,2022,3,28,1,312.33
4236,2022-03-04,Guatemala,Terrestre,Salud,Santa Ana,4,1447,2022,3,4,1,361.75
4237,2024-03-20,Estados Unidos,Terrestre,Ocio,Usulutan,9,2224,2024,3,20,1,247.11
4238,2024-10-31,Guatemala,Aerea,Religioso,Sonsonate,4,1467,2024,10,31,4,366.75
4239,2023-11-12,Guatemala,Aerea,Negocios,Santa Ana,9,1746,2023,11,12,4,194.0
4240,2023-06-02,Nicaragua,Aerea,Religioso,San Miguel,3,1971,2023,6,2,2,657.0
4241,2021-11-09,Guatemala,Aerea,Familiares,La Paz,7,1697,2021,11,9,4,242.43
4242,2023-04-20,Estados Unidos,Aerea,Salud,San Salvador,7,380,2023,4,20,2,54.29
4243,2022-06-03,Estados Unidos,Terrestre,Familiares,San Miguel,1,2316,2022,6,3,2,2316.0
4244,2024-05-14,Estados Unidos,Terrestre,Ocio,San Miguel,1,346,2024,5,14,2,346.0
4245,2022-01-10,Guatemala,Terrestre,Ocio,La Libertad,2,2330,2022,1,10,1,1165.0
4246,2022-03-27,Mexico,Aerea,Ocio,San Miguel,4,1006,2022,3,27,1,251.5
4247,2023-10-12,Guatemala,Aerea,Ocio,Ahuachapan,2,1882,2023,10,12,4,941.0
4248,2022-08-18,Honduras,Terrestre,Ocio,San Salvador,10,2475,2022,8,18,3,247.5
4249,2024-04-17,Estados Unidos,Terrestre,Ocio,La Paz,10,1291,2024,4,17,2,129.1
4250,2024-05-18,Estados Unidos,Terrestre,Ocio,Usulutan,5,1791,2024,5,18,2,358.2
4251,2022-05-15,Estados Unidos,Aerea,Familiares,La Paz,2,1425,2022,5,15,2,712.5
4252,2022-04-09,Estados Unidos,Terrestre,Ocio,Usulutan,8,562,2022,4,9,2,70.25
4253,2024-02-22,Estados Unidos,Aerea,Ocio,Santa Ana,6,2321,2024,2,22,1,386.83
4254,2021-04-23,Honduras,Terrestre,Ocio,Ahuachapan,3,667,2021,4,23,2,222.33
4255,2023-11-02,Estados Unidos,Terrestre,Familiares,Usulutan,2,351,2023,11,2,4,175.5
4256,2024-02-24,Guatemala,Aerea,Ocio,San Salvador,9,2175,2024,2,24,1,241.67
4257,2021-11-27,Honduras,Terrestre,Religioso,San Salvador,1,895,2021,11,27,4,895.0
4258,2024-07-30,Estados Unidos,Aerea,Familiares,La Libertad,6,785,2024,7,30,3,130.83
4259,2021-05-20,Honduras,Terrestre,Ocio,Sonsonate,7,1442,2021,5,20,2,206.0
4260,2024-11-25,Estados Unidos,Terrestre,Familiares,Ahuachapan,9,2403,2024,11,25,4,267.0
4261,2023-06-21,Estados Unidos,Terrestre,Ocio,La Paz,7,2030,2023,6,21,2,290.0
4262,2024-01-26,Estados Unidos,Aerea,Familiares,Santa Ana,4,1440,2024,1,26,1,360.0
4263,2022-06-01,Estados Unidos,Aerea,Religioso,San Miguel,2,2187,2022,6,1,2,1093.5
4264,2022-07-23,Honduras,Terrestre,Familiares,La Libertad,6,1481,2022,7,23,3,246.83
4265,2023-04-26,Mexico,Aerea,Salud,San Miguel,10,1808,2023,4,26,2,180.8
4266,2023-12-29,Estados Unidos,Terrestre,Ocio,San Salvador,11,2217,2023,12,29,4,201.55
4267,2021-04-28,Estados Unidos,Terrestre,Ocio,Santa Ana,7,2046,2021,4,28,2,292.29
4268,2023-06-07,Estados Unidos,Terrestre,Religioso,Usulutan,6,1919,2023,6,7,2,319.83
4269,2023-12-19,Guatemala,Terrestre,Familiares,La Paz,4,1436,2023,12,19,4,359.0
4270,2023-11-23,Estados Unidos,Aerea,Familiares,La Paz,11,1261,2023,11,23,4,114.64
4271,2024-09-03,Guatemala,Aerea,Religioso,Sonsonate,7,173,2024,9,3,3,24.71
4272,2021-02-19,Honduras,Terrestre,Religioso,Usulutan,10,1463,2021,2,19,1,146.3
4273,2021-01-19,Estados Unidos,Terrestre,Negocios,San Salvador,6,2449,2021,1,19,1,408.17
4274,2022-12-27,España,Terrestre,Familiares,Ahuachapan,6,679,2022,12,27,4,113.17
4275,2021-07-16,Estados Unidos,Aerea,Ocio,Ahuachapan,2,897,2021,7,16,3,448.5
4276,2022-07-13,España,Terrestre,Ocio,La Paz,11,1011,2022,7,13,3,91.91
4277,2022-03-28,Estados Unidos,Terrestre,Negocios,Santa Ana,2,129,2022,3,28,1,64.5
4278,2021-10-16,Estados Unidos,Aerea,Familiares,Santa Ana,6,261,2021,10,16,4,43.5
4279,2024-03-10,Honduras,Terrestre,Religioso,Usulutan,1,395,2024,3,10,1,395.0
4280,2024-01-13,Honduras,Terrestre,Familiares,Santa Ana,8,1551,2024,1,13,1,193.88
4281,2022-01-26,Nicaragua,Terrestre,Familiares,San Salvador,9,2098,2022,1,26,1,233.11
4282,2021-08-03,Estados Unidos,Terrestre,Familiares,Ahuachapan,8,1109,2021,8,3,3,138.62
4283,2021-08-03,Costa Rica,Aerea,Familiares,Ahuachapan,10,2341,2021,8,3,3,234.1
4284,2024-11-27,Estados Unidos,Aerea,Familiares,Usulutan,6,1438,2024,11,27,4,239.67
4285,2021-05-08,Estados Unidos,Aerea,Familiares,San Salvador,10,2212,2021,5,8,2,221.2
4286,2023-01-30,Estados Unidos,Aerea,Ocio,Ahuachapan,1,1365,2023,1,30,1,1365.0
4287,2022-02-08,Honduras,Aerea,Ocio,La Paz,8,1907,2022,2,8,1,238.38
4288,2023-11-19,Honduras,Aerea,Negocios,Sonsonate,2,1616,2023,11,19,4,808.0
4289,2021-12-04,Estados Unidos,Terrestre,Familiares,Ahuachapan,4,256,2021,12,4,4,64.0
4290,2023-04-11,Estados Unidos,Aerea,Familiares,Sonsonate,1,137,2023,4,11,2,137.0
4291,2022-12-15,Estados Unidos,Terrestre,Familiares,Ahuachapan,1,1591,2022,12,15,4,1591.0
4292,2021-12-27,Estados Unidos,Aerea,Ocio,Usulutan,5,1294,2021,12,27,4,258.8
4293,2022-07-23,Guatemala,Aerea,Religioso,Usulutan,6,1283,2022,7,23,3,213.83
4294,2024-11-16,Honduras,Aerea,Familiares,Sonsonate,11,194,2024,11,16,4,17.64
4295,2021-08-06,Guatemala,Terrestre,Religioso,La Libertad,9,888,2021,8,6,3,98.67
4296,2021-07-21,Costa Rica,Aerea,Religioso,San Miguel,3,1336,2021,7,21,3,445.33
4297,2021-01-17,Estados Unidos,Aerea,Familiares,San Salvador,2,1598,2021,1,17,1,799.0
4298,2021-11-18,Estados Unidos,Aerea,Familiares,San Salvador,2,2377,2021,11,18,4,1188.5
4299,2022-06-02,Guatemala,Aerea,Ocio,La Paz,8,2406,2022,6,2,2,300.75
4300,2024-09-10,Honduras,Terrestre,Ocio,San Miguel,9,1460,2024,9,10,3,162.22
4301,2024-12-06,Guatemala,Terrestre,Familiares,Usulutan,8,541,2024,12,6,4,67.62
4302,2024-09-03,Canada,Aerea,Familiares,Santa Ana,3,1531,2024,9,3,3,510.33
4303,2022-11-12,Guatemala,Aerea,Familiares,San Salvador,10,1877,2022,11,12,4,187.7
4304,2024-01-11,Estados Unidos,Aerea,Religioso,Usulutan,10,928,2024,1,11,1,92.8
4305,2022-03-01,Estados Unidos,Terrestre,Familiares,Sonsonate,8,1054,2022,3,1,1,131.75
4306,2024-05-12,Honduras,Aerea,Familiares,La Libertad,10,1568,2024,5,12,2,156.8
4307,2023-10-16,Honduras,Terrestre,Negocios,Usulutan,11,2363,2023,10,16,4,214.82
4308,2022-01-22,Estados Unidos,Terrestre,Ocio,Santa Ana,6,288,2022,1,22,1,48.0
4309,2023-02-17,Estados Unidos,Aerea,Ocio,Santa Ana,6,1372,2023,2,17,1,228.67
4310,2021-04-08,Guatemala,Terrestre,Religioso,La Libertad,9,1324,2021,4,8,2,147.11
4311,2024-09-30,Guatemala,Aerea,Familiares,Ahuachapan,8,520,2024,9,30,3,65.0
4312,2021-07-27,Estados Unidos,Aerea,Familiares,La Libertad,1,1352,2021,7,27,3,1352.0
4313,2022-08-09,Guatemala,Aerea,Familiares,San Salvador,7,998,2022,8,9,3,142.57
4314,2021-06-15,Estados Unidos,Aerea,Familiares,La Libertad,6,1554,2021,6,15,2,259.0
4315,2021-01-22,Costa Rica,Terrestre,Familiares,La Paz,5,504,2021,1,22,1,100.8
4316,2021-06-03,Estados Unidos,Terrestre,Negocios,Santa Ana,3,2038,2021,6,3,2,679.33
4317,2024-08-11,Honduras,Terrestre,Religioso,Usulutan,1,2084,2024,8,11,3,2084.0
4318,2021-08-07,Guatemala,Aerea,Ocio,Santa Ana,8,1820,2021,8,7,3,227.5
4319,2022-10-31,Estados Unidos,Aerea,Ocio,Sonsonate,3,679,2022,10,31,4,226.33
4320,2021-08-18,Guatemala,Aerea,Ocio,San Salvador,7,245,2021,8,18,3,35.0
4321,2021-01-20,Estados Unidos,Terrestre,Familiares,Ahuachapan,6,1689,2021,1,20,1,281.5
4322,2022-07-07,Guatemala,Aerea,Familiares,Sonsonate,2,2165,2022,7,7,3,1082.5
4323,2023-08-08,Guatemala,Aerea,Ocio,San Salvador,2,274,2023,8,8,3,137.0
4324,2021-05-28,Estados Unidos,Aerea,Familiares,Usulutan,11,1775,2021,5,28,2,161.36
4325,2024-02-06,Estados Unidos,Aerea,Negocios,San Salvador,3,1871,2024,2,6,1,623.67
4326,2022-02-07,Honduras,Aerea,Ocio,Ahuachapan,3,1481,2022,2,7,1,493.67
4327,2022-08-19,Estados Unidos,Aerea,Familiares,San Miguel,2,544,2022,8,19,3,272.0
4328,2022-01-02,Guatemala,Aerea,Ocio,Ahuachapan,8,1609,2022,1,2,1,201.12
4329,2024-12-08,Estados Unidos,Aerea,Ocio,San Miguel,1,738,2024,12,8,4,738.0
4330,2024-08-25,Costa Rica,Aerea,Familiares,San Salvador,3,1638,2024,8,25,3,546.0
4331,2023-03-13,Guatemala,Terrestre,Negocios,Ahuachapan,1,1846,2023,3,13,1,1846.0
4332,2023-07-07,Honduras,Aerea,Familiares,La Paz,4,292,2023,7,7,3,73.0
4333,2024-03-03,Estados Unidos,Aerea,Familiares,La Libertad,1,1150,2024,3,3,1,1150.0
4334,2024-07-30,Estados Unidos,Terrestre,Ocio,Ahuachapan,1,2441,2024,7,30,3,2441.0
4335,2021-03-14,Estados Unidos,Aerea,Ocio,San Miguel,4,1464,2021,3,14,1,366.0
4336,2022-04-26,Estados Unidos,Terrestre,Familiares,La Libertad,6,1334,2022,4,26,2,222.33
4337,2024-10-07,Honduras,Aerea,Familiares,San Miguel,11,641,2024,10,7,4,58.27
4338,2022-07-14,Guatemala,Aerea,Familiares,La Paz,6,2176,2022,7,14,3,362.67
4339,2024-09-11,Estados Unidos,Aerea,Familiares,Sonsonate,4,587,2024,9,11,3,146.75
4340,2023-01-15,Guatemala,Terrestre,Religioso,San Salvador,7,1552,2023,1,15,1,221.71
4341,2021-04-10,Estados Unidos,Aerea,Religioso,La Paz,8,1619,2021,4,10,2,202.38
4342,2023-12-19,Estados Unidos,Aerea,Ocio,Sonsonate,2,1454,2023,12,19,4,727.0
4343,2022-05-23,Mexico,Aerea,Ocio,La Libertad,9,523,2022,5,23,2,58.11
4344,2021-09-15,Guatemala,Aerea,Ocio,Usulutan,5,245,2021,9,15,3,49.0
4345,2022-02-17,Guatemala,Aerea,Negocios,Usulutan,6,978,2022,2,17,1,163.0
4346,2023-12-25,Estados Unidos,Aerea,Familiares,Santa Ana,1,1937,2023,12,25,4,1937.0
4347,2022-08-18,Estados Unidos,Terrestre,Ocio,Usulutan,4,2001,2022,8,18,3,500.25
4348,2024-03-23,Estados Unidos,Aerea,Ocio,Ahuachapan,7,2129,2024,3,23,1,304.14
4349,2021-09-23,Mexico,Terrestre,Ocio,San Salvador,6,653,2021,9,23,3,108.83
4350,2023-04-01,Guatemala,Aerea,Negocios,San Salvador,2,2269,2023,4,1,2,1134.5
4351,2024-01-08,Estados Unidos,Aerea,Religioso,San Salvador,7,1339,2024,1,8,1,191.29
4352,2024-08-31,Honduras,Terrestre,Ocio,San Miguel,9,1243,2024,8,31,3,138.11
4353,2022-10-24,Estados Unidos,Terrestre,Familiares,La Libertad,9,1008,2022,10,24,4,112.0
4354,2023-08-05,Honduras,Aerea,Ocio,San Salvador,3,798,2023,8,5,3,266.0
4355,2022-07-14,Estados Unidos,Terrestre,Ocio,San Salvador,6,796,2022,7,14,3,132.67
4356,2023-07-06,Estados Unidos,Terrestre,Familiares,San Miguel,1,2204,2023,7,6,3,2204.0
4357,2023-06-10,Estados Unidos,Terrestre,Familiares,San Miguel,4,1230,2023,6,10,2,307.5
4358,2024-06-25,Estados Unidos,Terrestre,Ocio,La Libertad,5,1324,2024,6,25,2,264.8
4359,2023-05-18,Honduras,Terrestre,Ocio,San Miguel,9,1340,2023,5,18,2,148.89
4360,2022-09-02,Honduras,Aerea,Religioso,San Miguel,3,479,2022,9,2,3,159.67
4361,2022-02-18,Guatemala,Terrestre,Ocio,San Miguel,9,2163,2022,2,18,1,240.33
4362,2021-01-25,Mexico,Aerea,Familiares,La Paz,5,1988,2021,1,25,1,397.6
4363,2021-10-11,Estados Unidos,Aerea,Familiares,San Miguel,3,1177,2021,10,11,4,392.33
4364,2023-05-31,Canada,Terrestre,Familiares,Sonsonate,2,805,2023,5,31,2,402.5
4365,2021-10-28,Canada,Aerea,Ocio,Usulutan,9,2141,2021,10,28,4,237.89
4366,2023-12-28,Estados Unidos,Aerea,Familiares,Santa Ana,11,850,2023,12,28,4,77.27
4367,2023-10-28,Estados Unidos,Aerea,Familiares,Sonsonate,11,157,2023,10,28,4,14.27
4368,2023-03-28,Honduras,Terrestre,Familiares,Usulutan,6,1262,2023,3,28,1,210.33
4369,2024-03-06,Estados Unidos,Aerea,Familiares,Ahuachapan,6,2281,2024,3,6,1,380.17
4370,2024-04-02,Honduras,Aerea,Familiares,La Libertad,2,1717,2024,4,2,2,858.5
4371,2021-03-24,Estados Unidos,Aerea,Negocios,La Libertad,8,2225,2021,3,24,1,278.12
4372,2024-12-14,Guatemala,Aerea,Familiares,Sonsonate,5,1992,2024,12,14,4,398.4
4373,2024-01-02,Guatemala,Terrestre,Familiares,San Miguel,10,624,2024,1,2,1,62.4
4374,2024-06-14,Estados Unidos,Aerea,Religioso,La Libertad,6,1421,2024,6,14,2,236.83
4375,2021-02-15,Estados Unidos,Aerea,Ocio,Santa Ana,9,1864,2021,2,15,1,207.11
4376,2022-09-10,Estados Unidos,Aerea,Ocio,San Salvador,8,2052,2022,9,10,3,256.5
4377,2023-07-17,Guatemala,Aerea,Familiares,La Paz,9,657,2023,7,17,3,73.0
4378,2021-09-19,Nicaragua,Aerea,Familiares,Santa Ana,7,2257,2021,9,19,3,322.43
4379,2021-06-25,Estados Unidos,Aerea,Ocio,San Miguel,1,2190,2021,6,25,2,2190.0
4380,2024-04-04,Honduras,Aerea,Familiares,La Libertad,1,1294,2024,4,4,2,1294.0
4381,2022-10-19,Estados Unidos,Aerea,Familiares,La Paz,4,1094,2022,10,19,4,273.5
4382,2023-04-22,Honduras,Terrestre,Familiares,Usulutan,2,1413,2023,4,22,2,706.5
4383,2022-01-05,Canada,Terrestre,Familiares,Ahuachapan,9,890,2022,1,5,1,98.89
4384,2021-02-23,Estados Unidos,Aerea,Ocio,San Miguel,4,1811,2021,2,23,1,452.75
4385,2022-11-21,Canada,Aerea,Familiares,Sonsonate,5,2258,2022,11,21,4,451.6
4386,2024-12-13,Guatemala,Aerea,Familiares,San Salvador,2,2038,2024,12,13,4,1019.0
4387,2024-09-26,Estados Unidos,Terrestre,Familiares,Ahuachapan,9,484,2024,9,26,3,53.78
4388,2024-02-25,Canada,Aerea,Ocio,Sonsonate,8,351,2024,2,25,1,43.88
4389,2024-12-03,Estados Unidos,Aerea,Ocio,La Paz,7,2477,2024,12,3,4,353.86
4390,2022-01-02,Estados Unidos,Terrestre,Familiares,San Salvador,7,563,2022,1,2,1,80.43
4391,2024-07-18,Guatemala,Aerea,Familiares,Sonsonate,8,636,2024,7,18,3,79.5
4392,2022-10-06,Honduras,Aerea,Familiares,La Paz,10,2462,2022,10,6,4,246.2
4393,2022-01-14,Honduras,Aerea,Ocio,San Salvador,10,1794,2022,1,14,1,179.4
4394,2021-03-14,Estados Unidos,Aerea,Familiares,La Libertad,7,854,2021,3,14,1,122.0
4395,2023-07-04,Costa Rica,Aerea,Ocio,Usulutan,10,332,2023,7,4,3,33.2
4396,2024-06-25,Honduras,Terrestre,Ocio,San Salvador,7,2173,2024,6,25,2,310.43
4397,2023-05-10,Costa Rica,Aerea,Ocio,Ahuachapan,6,1159,2023,5,10,2,193.17
4398,2021-02-12,Estados Unidos,Terrestre,Familiares,San Miguel,9,1815,2021,2,12,1,201.67
4399,2022-01-12,Honduras,Terrestre,Familiares,La Paz,4,1375,2022,1,12,1,343.75
4400,2023-12-01,Mexico,Terrestre,Familiares,Usulutan,5,2365,2023,12,1,4,473.0
4401,2021-06-19,Estados Unidos,Terrestre,Familiares,Santa Ana,6,626,2021,6,19,2,104.33
4402,2021-07-31,España,Terrestre,Familiares,Ahuachapan,7,1502,2021,7,31,3,214.57
4403,2021-02-08,Estados Unidos,Aerea,Religioso,La Paz,5,2111,2021,2,8,1,422.2
