id_visita,idPais,idDepartamento,idTiempo,idMotivo,idVia,noches_estadia,gasto_total
4062,2,7,589,2,2,5,1768
4063,6,5,1333,2,1,4,1426
4064,2,7,746,2,2,7,1509
4065,3,1,374,3,2,4,295
4066,2,4,1044,2,2,9,210
4067,3,7,1009,4,2,9,2061
4068,7,1,1225,5,2,5,1898
4069,3,2,436,2,2,8,1935
4070,5,5,170,2,1,3,2373
4071,5,2,879,5,2,4,413
4072,2,7,1334,2,2,2,996
4073,2,1,1038,2,2,11,520
4074,2,2,1335,3,2,3,435
4075,2,6,975,2,2,4,2191
4076,2,4,1200,5,1,9,1578
4077,8,1,920,3,2,4,1158
4078,6,6,1052,3,1,1,1643
4079,2,8,33,3,2,2,632
4080,2,4,199,2,1,7,1123
4081,2,1,1336,1,2,2,848
4082,7,6,1192,3,2,11,1453
4083,3,7,861,2,2,3,1977
4084,3,8,61,1,2,11,222
4085,3,4,866,3,1,10,1030
4086,5,6,168,2,2,3,1860
4087,2,1,968,2,1,8,963
4088,2,6,1337,3,2,7,1730
4089,2,8,1338,2,2,1,1267
4090,2,5,990,1,1,8,1988
4091,1,8,1205,5,2,3,549
4092,2,6,1339,3,1,5,2262
4093,2,1,1340,3,2,7,2224
4094,8,4,1341,1,2,3,1154
4095,2,5,334,2,2,8,705
4096,2,5,1342,3,1,8,1087
4097,4,5,1142,2,2,9,1724
4098,5,7,170,3,1,6,716
4099,2,2,460,1,1,2,2458
4100,5,7,357,2,1,8,1916
4101,5,5,387,5,1,10,2308
4102,2,4,1325,2,1,2,380
4103,5,2,237,5,2,9,1112
4104,3,4,295,5,1,2,395
4105,6,8,1343,1,1,7,545
4106,6,3,799,1,2,3,1939
4107,2,4,36,2,2,1,327
4108,3,6,72,2,2,8,1111
4109,2,8,215,2,2,11,2105
4110,2,2,964,2,2,7,2098
4111,2,1,1236,3,1,3,836
4112,5,5,757,1,1,1,1278
4113,3,4,595,3,1,10,580
4114,2,1,1344,3,2,4,1590
4115,7,8,1345,2,2,5,1273
4116,5,5,1085,5,1,3,2001
4117,5,4,814,3,1,5,1748
4118,2,1,775,1,1,1,1781
4119,5,8,1346,4,1,7,1905
4120,1,8,762,1,1,2,1023
4121,2,6,491,3,1,5,2152
4122,2,4,1347,1,2,10,2016
4123,6,6,1270,3,2,2,760
4124,3,3,998,3,2,8,1603
4125,3,7,891,3,1,3,1081
4126,2,7,560,2,1,1,2096
4127,3,1,686,2,2,6,811
4128,2,3,253,3,2,11,1436
4129,2,1,175,5,2,8,1140
4130,3,6,66,3,1,7,1631
4131,2,3,1081,3,2,6,1664
4132,5,5,1008,2,2,5,992
4133,6,7,1348,2,2,8,1828
4134,3,4,745,3,1,10,334
4135,3,4,396,3,2,4,1521
4136,2,8,712,4,2,7,2175
4137,2,6,271,3,2,2,731
4138,6,2,1170,3,1,9,1258
4139,2,6,1349,2,2,8,1500
4140,2,6,802,2,2,4,1155
4141,3,2,957,3,2,7,1481
4142,3,1,938,1,1,1,1071
4143,2,7,1350,1,1,5,1105
4144,2,2,1124,2,2,2,2225
4145,7,1,822,3,2,2,1324
4146,2,3,841,2,1,2,297
4147,2,7,77,2,1,2,1363
4148,2,3,132,4,2,5,801
4149,2,3,237,1,2,4,2051
4150,3,2,100,2,1,1,1599
4151,3,1,1257,2,2,11,1397
4152,5,5,573,3,1,6,344
4153,2,8,126,2,1,3,1644
4154,2,6,526,4,1,8,696
4155,2,2,314,2,1,2,466
4156,2,3,1177,1,2,8,2073
4157,2,5,1196,4,2,6,1419
4158,2,1,255,3,2,5,1203
4159,2,1,1100,4,1,10,1244
4160,3,1,560,2,1,6,208
4161,2,2,1096,2,2,6,1196
4162,2,6,957,3,1,4,1685
4163,2,6,527,1,2,1,183
4164,2,5,41,3,2,2,1417
4165,5,4,67,3,2,8,2305
4166,2,3,223,2,2,9,894
4167,2,4,521,1,1,4,317
4168,2,4,844,1,2,11,763
4169,2,4,502,3,2,8,671
4170,5,3,251,1,1,10,1921
4171,6,3,379,2,1,6,500
4172,2,8,1167,2,2,11,2222
4173,5,7,1351,5,1,1,2109
4174,2,3,523,4,2,6,404
4175,2,8,754,2,2,7,1566
4176,2,5,122,3,2,1,2348
4177,4,5,792,3,1,11,2090
4178,2,7,48,3,1,9,526
4179,6,1,63,2,2,6,1967
4180,2,2,805,2,2,8,1276
4181,2,6,843,2,2,8,572
4182,5,7,610,3,1,9,361
4183,8,7,1343,2,1,1,957
4184,7,4,290,1,1,6,835
4185,5,5,902,4,2,9,2328
4186,2,4,818,3,2,8,1691
4187,2,8,1223,2,2,4,1677
4188,2,6,1145,3,2,5,1621
4189,2,1,59,3,2,9,568
4190,8,1,622,2,1,5,2093
4191,5,4,937,3,1,9,1661
4192,7,5,1181,2,1,1,1797
4193,2,7,816,1,2,10,618
4194,5,3,389,3,2,9,602
4195,4,2,1309,2,2,10,1679
4196,3,6,483,4,2,9,2078
4197,2,6,925,3,2,6,954
4198,5,8,454,5,1,7,1039
4199,3,1,99,2,1,6,2155
4200,6,6,1183,3,2,4,193
4201,2,3,14,2,2,7,1929
4202,2,5,140,2,2,11,515
4203,3,7,1195,5,2,2,2462
4204,2,2,1284,1,1,3,2476
4205,3,8,475,4,1,11,441
4206,2,2,639,3,2,4,1650
4207,8,8,737,2,2,3,1403
4208,4,3,382,2,2,9,2258
4209,2,6,676,2,1,4,2139
4210,2,8,444,3,2,10,1788
4211,3,7,999,2,2,1,501
4212,5,7,603,2,2,8,400
4213,2,3,1243,1,2,4,408
4214,2,2,320,3,2,9,799
4215,3,3,1258,2,2,9,1176
4216,5,2,1352,2,2,9,1954
4217,2,6,566,1,2,11,1251
4218,5,4,730,4,2,9,435
4219,8,2,1029,2,2,7,1168
4220,2,7,297,4,1,9,168
4221,3,7,428,2,2,7,824
4222,2,3,505,5,2,11,1022
4223,2,1,1353,3,2,8,158
4224,2,2,1191,5,2,2,535
4225,2,1,1087,3,2,4,2239
4226,7,1,568,2,1,4,2472
4227,3,1,1354,2,2,4,1236
4228,2,3,152,3,1,3,953
4229,2,3,1269,2,1,1,2085
4230,3,6,283,2,1,6,554
4231,2,2,1000,2,2,5,2280
4232,2,4,479,2,2,11,1587
4233,3,7,912,3,1,3,1569
4234,1,5,738,5,2,7,2467
4235,2,4,846,5,2,6,1874
4236,3,1,1035,4,1,4,1447
4237,2,7,480,3,1,9,2224
4238,3,2,447,5,2,4,1467
4239,3,1,271,1,2,9,1746
4240,7,4,569,5,2,3,1971
4241,3,6,805,2,2,7,1697
4242,2,3,1251,4,2,7,380
4243,2,4,1165,2,1,1,2316
4244,2,4,1079,3,1,1,346
4245,3,5,1064,3,1,2,2330
4246,4,4,1355,3,2,4,1006
4247,3,8,240,3,2,2,1882
4248,5,3,694,3,1,10,2475
4249,2,6,758,3,1,10,1291
4250,2,7,784,3,1,5,1791
4251,2,6,506,2,2,2,1425
4252,2,7,216,3,1,8,562
4253,2,1,213,3,2,6,2321
4254,5,8,189,3,1,3,667
4255,2,7,544,2,1,2,351
4256,3,3,516,3,2,9,2175
4257,5,3,11,5,1,1,895
4258,2,5,168,2,2,6,785
4259,5,2,724,3,1,7,1442
4260,2,8,633,2,1,9,2403
4261,2,6,730,3,1,7,2030
4262,2,1,765,2,2,4,1440
4263,2,4,769,5,2,2,2187
4264,5,5,482,2,1,6,1481
4265,4,4,1155,4,2,10,1808
4266,2,3,395,3,1,11,2217
4267,2,1,604,3,1,7,2046
4268,2,7,790,5,1,6,1919
4269,3,6,34,2,1,4,1436
4270,2,6,119,2,2,11,1261
4271,3,2,821,5,2,7,173
4272,5,7,1121,5,1,10,1463
4273,2,3,1097,1,1,6,2449
4274,6,8,126,2,1,6,679
4275,2,8,1356,3,2,2,897
4276,6,6,725,3,1,11,1011
4277,2,1,846,1,1,2,129
4278,2,1,109,2,2,6,261
4279,5,7,818,5,1,1,395
4280,5,1,812,2,1,8,1551
4281,7,3,757,2,1,9,2098
4282,2,8,819,2,1,8,1109
4283,8,8,819,2,2,10,2341
4284,2,7,195,2,2,6,1438
4285,2,3,304,2,2,10,2212
4286,2,8,1357,3,2,1,1365
4287,5,6,244,3,2,8,1907
4288,5,2,794,1,2,2,1616
4289,2,8,87,2,1,4,256
4290,2,2,370,2,2,1,137
4291,2,8,514,2,1,1,1591
4292,2,7,1095,3,2,5,1294
4293,3,7,482,5,2,6,1283
4294,5,2,264,2,2,11,194
4295,3,5,402,5,1,9,888
4296,8,4,78,5,2,3,1336
4297,2,3,286,2,2,2,1598
4298,2,3,1300,2,2,2,2377
4299,3,6,292,3,2,8,2406
4300,5,4,416,3,1,9,1460
4301,3,7,991,2,1,8,541
4302,1,1,821,2,2,3,1531
4303,3,3,1343,2,2,10,1877
4304,2,7,1228,5,2,10,928
4305,2,2,695,2,1,8,1054
4306,5,5,400,2,2,10,1568
4307,5,7,1358,1,1,11,2363
4308,2,1,524,3,1,6,288
4309,2,1,836,3,2,6,1372
4310,3,5,618,5,1,9,1324
4311,3,8,978,2,2,8,520
4312,2,5,243,2,2,1,1352
4313,3,3,989,2,2,7,998
4314,2,5,624,2,2,6,1554
4315,8,6,29,2,1,5,504
4316,2,1,390,1,1,3,2038
4317,5,7,748,5,1,1,2084
4318,3,1,1249,3,2,8,1820
4319,2,2,1090,3,2,3,679
4320,3,3,274,3,2,7,245
4321,2,8,328,2,1,6,1689
4322,3,2,1038,2,2,2,2165
4323,3,3,1359,3,2,2,274
4324,2,7,813,2,2,11,1775
4325,2,3,931,1,2,3,1871
4326,5,8,220,3,2,3,1481
4327,2,4,464,2,2,2,544
4328,3,8,1360,3,2,8,1609
4329,2,4,20,3,2,1,738
4330,8,3,17,2,2,3,1638
4331,3,8,378,1,1,1,1846
4332,5,6,742,2,2,4,292
4333,2,5,781,2,2,1,1150
4334,2,8,168,3,1,1,2441
4335,2,4,902,3,2,4,1464
4336,2,5,1143,2,1,6,1334
4337,5,4,1050,2,2,11,641
4338,3,6,381,2,2,6,2176
4339,2,2,215,2,2,4,587
4340,3,3,1316,5,1,7,1552
4341,2,6,1063,5,2,8,1619
4342,2,2,34,3,2,2,1454
4343,4,5,1238,3,2,9,523
4344,3,7,420,3,2,5,245
4345,3,7,446,1,2,6,978
4346,2,1,578,2,2,1,1937
4347,2,7,694,3,1,4,2001
4348,2,8,1106,3,2,7,2129
4349,4,3,940,3,1,6,653
4350,3,3,755,1,2,2,2269
4351,2,3,1153,5,2,7,1339
4352,5,4,1352,3,1,9,1243
4353,2,5,699,2,1,9,1008
4354,5,3,713,3,2,3,798
4355,2,3,381,3,1,6,796
4356,2,4,1100,2,1,1,2204
4357,2,4,479,2,1,4,1230
4358,2,5,1142,3,1,5,1324
4359,5,4,1216,3,1,9,1340
4360,5,4,880,5,2,3,479
4361,3,4,935,3,1,9,2163
4362,4,6,689,2,2,5,1988
4363,2,4,280,2,2,3,1177
4364,1,2,234,2,1,2,805
4365,1,7,1068,3,2,9,2141
4366,2,1,1234,2,2,11,850
4367,2,2,681,2,2,11,157
4368,5,7,909,2,1,6,1262
4369,2,8,701,2,2,6,2281
4370,5,5,1338,2,2,2,1717
4371,2,5,594,1,2,8,2225
4372,3,2,249,2,2,5,1992
4373,3,4,655,2,1,10,624
4374,2,5,383,5,2,6,1421
4375,2,1,1361,3,2,9,1864
4376,2,3,1138,3,2,8,2052
4377,3,6,301,2,2,9,657
4378,7,1,1145,2,2,7,2257
4379,2,4,1362,3,2,1,2190
4380,5,5,1033,2,2,1,1294
4381,2,6,368,2,2,4,1094
4382,5,7,1102,2,1,2,1413
4383,1,8,366,2,1,9,890
4384,2,4,246,3,2,4,1811
4385,1,2,424,2,2,5,2258
4386,3,3,737,2,2,2,2038
4387,2,8,1088,2,1,9,484
4388,1,2,375,3,2,8,351
4389,2,6,528,3,2,7,2477
4390,2,3,1360,2,1,7,563
4391,3,2,4,2,2,8,636
4392,5,6,1116,2,2,10,2462
4393,5,3,110,3,2,10,1794
4394,2,5,902,2,2,7,854
4395,8,7,856,3,2,10,332
4396,5,3,1142,3,1,7,2173
4397,8,8,1190,3,2,6,1159
4398,2,4,639,2,1,9,1815
4399,5,6,939,2,1,4,1375
4400,4,7,96,2,1,5,2365
4401,2,1,500,2,1,6,626
4402,6,8,1345,2,1,7,1502
4403,2,6,515,5,2,5,2111
4404,2,1,1284,5,2,5,1140
4405,8,7,1217,2,1,10,498
4406,6,7,228,2,2,10,178
4407,2,2,1196,2,2,6,439
4408,2,4,2,1,2,10,1598
4409,5,5,396,5,1,9,1360
4410,8,7,1240,3,1,6,2068
4411,3,8,1292,3,2,8,1322
4412,3,3,956,3,2,4,1522
4413,5,6,634,2,2,7,1843
4414,2,5,1363,2,1,5,1734
4415,6,1,851,3,2,4,542
4416,2,8,378,1,2,2,1311
4417,3,7,85,3,1,9,1013
4418,3,8,200,5,1,5,1719
4419,3,1,647,1,1,11,570
4420,5,6,501,2,2,6,2274
4421,6,4,1183,2,1,1,2358
4422,3,1,28,2,2,4,2476
4423,5,8,26,2,2,5,624
4424,2,5,11,3,2,4,1510
4425,7,5,87,2,2,2,2338
4426,2,5,236,5,2,1,1330
4427,2,6,1364,4,2,9,1542
4428,2,8,672,2,2,4,321
4429,5,1,907,2,2,8,852
4430,6,7,1338,5,2,11,2364
4431,3,7,1365,2,2,8,778
4432,2,1,983,3,2,4,229
4433,2,2,712,3,1,8,339
4434,3,7,524,2,2,4,993
4435,2,3,1328,2,1,6,2358
4436,2,3,840,3,1,5,1783
4437,3,1,240,3,1,11,1708
4438,6,4,1366,3,2,1,219
4439,2,1,425,2,2,9,2326
4440,2,5,878,3,1,11,633
4441,7,6,313,3,2,6,2297
4442,5,1,870,3,2,10,2321
4443,4,7,655,1,1,11,729
4444,2,7,63,2,1,9,1110
4445,2,2,568,2,1,4,1357
4446,6,2,984,3,2,4,1284
4447,2,4,459,5,1,4,1839
4448,5,8,161,2,2,2,2377
4449,2,1,770,3,1,3,755
4450,3,3,1049,2,1,5,1343
4451,5,6,176,3,2,4,2082
4452,3,2,1367,2,2,1,420
4453,5,1,1368,3,1,8,613
4454,2,8,582,2,1,4,1185
4455,6,7,18,2,1,4,1899
4456,2,1,468,2,1,7,2168
4457,2,7,683,1,2,6,303
4458,2,8,202,2,2,2,1849
4459,5,5,1212,2,1,4,702
4460,7,7,1166,3,2,2,1406
4461,3,2,1236,2,1,3,636
4462,3,5,762,2,1,11,1138
4463,7,6,83,3,1,11,554
4464,7,6,619,3,2,10,631
4465,3,4,60,2,2,6,695
4466,7,2,584,2,2,11,1194
4467,3,5,330,2,2,9,415
4468,2,4,105,5,1,1,790
4469,2,4,1081,3,2,4,1482
4470,6,3,1304,1,1,8,2225
4471,2,5,955,3,2,4,595
4472,2,2,1288,4,1,6,624
4473,8,2,570,4,1,11,382
4474,2,7,115,2,1,1,905
4475,7,5,1224,2,2,10,507
4476,7,1,258,3,2,4,400
4477,6,1,12,2,1,7,309
4478,2,3,831,3,2,6,1640
4479,2,4,613,2,2,9,1861
4480,1,8,102,5,1,11,2424
4481,2,4,362,1,2,3,454
4482,3,8,682,3,2,5,2462
4483,5,3,1007,3,2,7,624
4484,2,7,530,3,2,11,1026
4485,8,3,1369,3,1,1,1068
4486,3,2,166,3,2,9,887
4487,2,2,1346,3,1,11,903
4488,2,1,1088,3,2,9,1641
4489,2,5,788,3,1,3,942
4490,2,6,566,3,2,8,121
4491,5,7,652,2,1,2,855
4492,2,5,514,2,1,4,379
4493,2,4,1190,2,1,7,2460
4494,1,1,46,2,2,9,267
4495,3,1,54,1,2,4,521
4496,2,1,471,2,2,1,1845
4497,8,1,1183,2,1,7,2021
4498,2,2,1132,1,2,3,1707
4499,1,3,671,3,1,11,2014
4500,5,3,1370,3,1,10,149
4501,5,5,952,2,2,9,1314
4502,5,5,634,3,2,10,1864
4503,3,8,102,3,1,9,2117
4504,7,4,767,5,2,2,531
4505,7,1,724,4,2,7,1680
4506,2,1,1191,1,1,8,727
4507,2,6,1051,2,2,11,2411
4508,4,3,859,2,1,1,1219
4509,3,8,25,3,1,5,1862
4510,4,8,647,2,2,11,310
4511,3,1,734,2,2,8,1695
4512,3,4,1371,1,1,10,1451
4513,2,5,255,1,1,2,2010
4514,2,5,1275,1,2,1,342
4515,3,8,1242,2,2,10,1060
4516,3,5,800,2,2,4,1853
4517,3,8,1372,2,1,1,2301
4518,5,7,1373,3,2,5,745
4519,3,6,1374,2,2,8,1205
4520,7,1,1120,2,1,11,1089
4521,2,1,345,1,2,8,1617
4522,3,4,896,2,2,9,939
4523,2,1,642,4,1,5,1884
4524,3,4,1375,1,2,8,2019
4525,2,7,234,4,1,10,715
4526,2,6,539,1,2,5,1089
4527,2,1,520,2,2,7,2310
4528,2,4,916,2,2,11,1137
4529,3,7,1376,5,1,8,1561
4530,6,3,1156,2,2,8,1757
4531,2,1,483,2,2,2,149
4532,5,7,284,3,2,1,1224
4533,3,8,319,3,2,11,573
4534,2,1,699,5,1,8,1349
4535,2,7,695,2,2,9,498
4536,2,5,1071,2,1,7,1649
4537,5,1,731,3,1,8,696
4538,2,8,930,2,1,9,857
4539,2,8,838,3,2,10,1909
4540,2,2,1171,4,2,10,2046
4541,3,6,469,3,1,10,2049
4542,5,5,334,3,2,4,906
4543,2,7,935,3,2,3,273
4544,3,7,799,4,1,4,2087
4545,3,8,521,3,1,10,1763
4546,2,6,126,2,2,3,166
4547,2,2,452,5,1,2,1883
4548,3,5,394,3,2,1,223
4549,3,4,581,2,2,4,353
4550,5,4,518,2,2,11,285
4551,5,4,534,2,1,5,1516
4552,2,5,1244,4,2,8,2100
4553,2,2,1082,2,2,7,1328
4554,3,2,1319,3,2,11,228
4555,5,3,633,2,2,11,1279
4556,2,8,1329,2,2,6,448
4557,8,5,1377,2,2,6,1280
4558,3,6,572,2,2,11,1355
4559,2,7,146,1,2,5,1605
4560,5,1,160,3,2,11,1360
4561,2,2,922,3,2,4,521
4562,3,3,1378,1,2,8,1777
4563,3,2,699,3,2,8,2007
4564,2,4,899,3,2,11,1501
4565,7,8,109,1,1,10,1373
4566,5,6,20,3,2,11,2265
4567,2,1,870,3,2,3,782
4568,2,1,1219,3,1,8,1460
4569,2,2,489,2,2,5,1993
4570,7,1,1379,2,1,1,1879
4571,2,4,1350,3,2,8,863
4572,2,7,435,2,2,7,1765
4573,2,4,1007,2,2,7,2272
4574,2,1,376,2,1,5,1457
4575,5,6,282,3,2,5,1809
4576,5,4,442,3,1,7,2471
4577,3,2,1058,5,2,11,455
4578,3,8,603,3,1,9,1155
4579,3,3,178,2,2,10,1303
4580,2,4,1380,2,1,1,2061
4581,2,3,66,3,1,8,2255
4582,2,5,198,2,1,11,1951
4583,5,6,899,1,2,10,2485
4584,1,2,375,1,1,9,175
4585,2,1,221,2,1,7,610
4586,2,8,604,2,2,2,2138
4587,2,6,1008,5,1,5,907
4588,7,2,1272,2,2,11,1187
4589,7,2,683,3,2,4,644
4590,2,6,916,2,1,7,572
4591,5,4,829,3,1,3,1993
4592,5,6,406,2,2,8,1639
4593,2,6,39,1,1,5,824
4594,2,5,1097,4,1,6,1110
4595,3,1,1276,3,2,4,842
4596,2,6,853,2,1,7,1916
4597,2,5,1309,3,1,9,1506
4598,2,3,1381,3,2,4,1533
4599,3,4,599,2,2,6,564
4600,7,5,501,2,2,6,321
4601,3,4,337,1,1,1,1134
4602,2,1,783,5,1,9,1900
4603,2,3,899,2,2,11,685
4604,3,6,118,2,2,2,1848
4605,2,6,646,4,1,10,572
4606,3,8,659,2,2,1,2151
4607,2,6,637,1,1,5,651
4608,5,6,381,2,2,2,1621
4609,4,3,1382,5,2,10,2038
4610,4,7,937,3,2,5,2211
4611,2,5,43,2,2,11,1706
4612,3,8,1344,2,2,1,1862
4613,2,4,566,2,1,7,1002
4614,5,4,984,1,2,4,232
4615,2,8,267,2,1,8,2094
4616,5,4,987,2,2,8,1208
4617,2,5,583,2,2,7,2158
4618,4,2,286,2,1,1,2010
4619,5,5,1383,3,2,3,1747
4620,2,5,1384,4,2,6,1940
4621,1,7,416,2,2,6,2008
4622,2,4,347,1,1,6,1006
4623,6,5,681,2,1,2,1019
4624,5,5,28,4,2,8,2008
4625,6,4,909,3,1,3,1729
4626,2,4,1,1,2,5,1566
4627,2,5,755,2,1,9,1693
4628,5,3,1353,5,1,7,2390
4629,8,7,1231,2,2,9,836
4630,2,1,1313,2,1,4,194
4631,2,1,936,3,2,1,402
4632,2,7,186,2,1,10,1022
4633,4,2,613,1,2,3,616
4634,5,5,150,3,1,11,902
4635,2,8,1379,2,2,5,1657
4636,2,6,656,2,2,10,770
4637,3,1,837,2,1,1,2341
4638,2,4,481,3,2,7,1326
4639,5,6,689,5,2,1,1248
4640,2,7,551,3,2,8,1424
4641,5,2,655,3,2,7,1327
4642,4,6,868,2,1,2,1350
4643,3,5,1326,1,1,11,2361
4644,2,5,526,4,2,7,141
4645,5,3,419,2,1,11,1397
4646,2,7,695,2,1,11,1217
4647,1,5,435,2,2,6,1202
4648,2,7,865,1,2,7,708
4649,7,1,713,2,1,1,702
4650,2,5,1071,3,2,7,2032
4651,2,5,1322,3,2,9,151
4652,2,6,472,2,1,8,2462
4653,8,2,1385,2,1,7,940
4654,6,5,505,1,1,2,1313
4655,2,1,283,2,1,7,1731
4656,2,2,311,3,2,11,2287
4657,2,5,824,3,1,2,1001
4658,2,2,702,2,1,4,1682
4659,5,1,727,2,2,1,789
4660,2,6,1103,2,1,3,376
4661,5,6,626,3,2,5,179
4662,5,3,1294,2,2,6,127
4663,3,7,1386,3,1,3,1531
4664,7,1,490,2,1,3,1238
4665,2,8,615,3,2,10,1137
4666,2,7,1085,2,2,6,1076
4667,5,7,381,3,1,9,1584
4668,2,4,715,1,2,2,451
4669,2,5,650,5,1,2,2076
4670,1,4,292,2,2,7,2024
4671,3,4,1000,3,2,4,2393
4672,2,5,491,3,2,1,717
4673,5,3,1387,3,2,6,1005
4674,2,1,1388,2,2,9,1539
4675,8,2,619,2,2,10,2464
4676,2,2,559,3,2,6,1092
4677,3,4,1032,2,2,11,2385
4678,5,8,799,1,2,6,537
4679,3,6,285,1,1,4,1348
4680,5,2,327,2,2,11,1063
4681,8,2,857,3,2,1,2490
4682,5,7,338,3,2,7,178
4683,2,4,1327,1,2,4,731
4684,3,7,158,4,1,9,1437
4685,1,4,914,2,2,4,1639
4686,2,1,723,3,1,11,2223
4687,5,7,1334,1,2,9,1626
4688,3,8,966,1,2,1,865
4689,2,4,1389,3,2,10,2160
4690,2,1,944,2,1,4,732
4691,8,3,66,3,2,2,367
4692,3,4,968,2,1,11,1763
4693,2,4,869,2,2,6,958
4694,4,1,766,2,2,11,1558
4695,3,3,714,2,1,9,769
4696,5,3,1116,3,2,2,1500
4697,2,5,700,3,1,11,1626
4698,1,2,554,3,2,2,1040
4699,3,1,1111,2,1,1,2089
4700,5,3,145,1,1,9,1692
4701,2,8,20,2,1,1,1636
4702,2,2,877,2,1,2,685
4703,2,4,58,3,1,5,1108
4704,8,1,954,1,2,7,986
4705,2,4,302,3,1,9,966
4706,5,7,816,2,2,1,2339
4707,2,2,862,2,2,8,1720
4708,2,7,525,2,1,1,1872
4709,2,8,1390,3,1,9,1409
4710,5,3,213,2,2,10,495
4711,5,2,1036,2,1,2,2271
4712,8,4,670,2,1,3,2356
4713,1,6,120,3,2,10,457
4714,2,7,528,3,1,4,2454
4715,7,2,1266,1,2,3,1431
4716,3,4,212,3,1,2,1292
4717,4,6,602,2,2,5,1664
4718,2,4,345,3,2,2,1230
4719,7,1,1335,3,2,2,1518
4720,2,7,945,3,2,8,903
4721,2,4,896,3,2,2,1414
4722,2,8,28,4,2,8,2475
4723,2,3,1297,3,1,8,358
4724,2,2,146,3,2,1,1504
4725,7,2,1178,1,2,5,2205
4726,5,8,1391,3,2,11,2375
4727,2,4,977,2,1,9,1058
4728,2,4,1209,1,2,8,1585
4729,2,2,336,3,2,11,1434
4730,4,3,1296,3,2,10,785
4731,2,4,521,2,1,9,2395
4732,3,8,192,2,2,3,913
4733,2,2,566,3,2,2,1406
4734,3,1,203,3,1,1,1760
4735,2,8,1140,2,2,11,2350
4736,2,1,339,2,1,8,2058
4737,2,1,1305,2,1,8,2308
4738,2,7,702,2,2,8,2126
4739,2,1,1315,1,1,3,1720
4740,3,5,666,2,2,1,1533
4741,2,5,313,3,2,9,1107
4742,2,1,1350,2,1,7,1491
4743,2,2,775,3,2,6,1223
4744,4,7,1384,4,2,7,983
4745,3,1,1291,2,1,6,142
4746,5,5,246,3,2,11,2485
4747,2,5,1392,2,2,4,2001
4748,2,7,749,2,2,2,1638
4749,2,7,34,2,2,11,850
4750,3,8,705,2,2,1,928
4751,3,8,383,3,1,11,1476
4752,1,3,219,3,1,9,1356
4753,4,3,22,3,2,2,1043
4754,2,2,1020,5,2,6,2043
4755,2,7,1000,2,1,8,1343
4756,2,8,1128,1,1,7,664
4757,2,3,1286,3,2,9,1670
4758,8,6,1024,1,2,9,688
4759,2,6,613,2,2,4,2174
4760,6,8,1087,3,2,9,1085
4761,3,4,106,2,2,10,967
4762,3,3,858,2,2,2,183
4763,2,6,557,2,2,1,938
4764,3,4,467,3,2,6,906
4765,3,5,801,3,2,4,683
4766,2,1,1315,3,2,4,1756
4767,2,8,374,2,2,10,1910
4768,2,7,490,3,1,10,2108
4769,3,1,821,2,1,11,946
4770,2,6,546,3,1,1,1713
4771,5,8,459,2,2,6,1007
4772,5,5,1085,4,2,3,1262
4773,2,8,463,2,2,7,1350
4774,3,5,526,1,2,1,1920
4775,2,8,659,2,1,8,1534
4776,5,7,1276,2,2,9,1743
4777,2,3,1147,2,1,4,716
4778,2,8,833,2,2,5,561
4779,2,4,647,1,1,8,1124
4780,5,4,102,3,2,5,745
4781,2,5,609,2,1,10,1251
4782,2,5,327,2,2,4,1857
4783,2,5,810,2,2,5,375
4784,2,4,792,3,1,2,908
4785,5,1,761,3,2,10,1669
4786,3,6,1216,3,1,2,2352
4787,1,3,325,3,2,1,2422
4788,2,3,1131,4,2,4,2325
4789,2,3,591,2,2,10,2054
4790,5,2,970,4,1,8,200
4791,5,6,613,2,1,10,173
4792,2,1,50,2,2,10,2391
4793,3,4,1006,3,1,10,2072
4794,5,6,348,2,2,10,1482
4795,2,3,59,3,1,2,1962
4796,5,1,942,2,2,7,2171
4797,2,7,1393,5,2,8,1181
4798,8,6,261,2,2,10,2481
4799,3,8,107,5,1,1,1887
4800,2,4,414,1,2,3,2063
4801,2,5,341,2,2,6,1174
4802,6,6,650,2,2,7,1906
4803,5,4,510,2,1,5,524
4804,2,5,962,3,2,7,1989
4805,3,3,589,4,2,6,702
4806,3,5,1056,2,1,7,1169
4807,2,2,324,2,2,4,2195
4808,2,1,247,3,2,2,1507
4809,3,5,424,3,2,8,260
4810,2,1,730,2,2,1,1970
4811,2,4,585,3,1,4,1836
4812,5,5,673,2,1,4,2398
4813,3,4,1175,2,2,1,669
4814,2,3,471,1,2,8,884
4815,2,6,251,2,2,6,588
4816,3,4,1285,3,1,2,781
4817,3,7,274,2,2,4,1681
4818,3,5,982,2,1,7,694
4819,2,8,834,3,2,9,1235
4820,3,3,11,2,2,7,2376
4821,1,5,512,2,2,2,2228
4822,2,2,962,3,1,1,140
4823,2,1,268,2,1,10,1235
4824,5,5,277,3,1,7,1993
4825,2,3,1072,2,1,9,2157
4826,2,3,1363,2,2,2,434
4827,2,6,260,2,2,3,165
4828,2,1,1394,3,2,4,1773
4829,2,4,1290,3,1,9,1405
4830,2,6,1259,3,2,7,2059
4831,4,8,1229,2,1,2,1773
4832,3,1,1395,1,2,4,2072
4833,3,1,678,2,1,4,1428
4834,2,5,620,3,1,4,2412
4835,3,7,1186,3,1,10,685
4836,2,6,1140,2,1,7,2092
4837,5,6,30,4,2,6,1000
