id_visita,fecha,pais_origen,via_ingreso,motivo_viaje,departamento_visitado,noches_estadia,gasto_total
3838,2021-01-12,Canada,Terrestre,Ocio,Sonsonate,6,1707
3839,2022-12-21,Guatemala,Aerea,Familiares,San Salvador,10,1849
3840,2022-07-09,Guatemala,Aerea,Familiares,Ahuachapan,4,131
3841,2022-01-08,Honduras,Aerea,Ocio,San Miguel,1,1859
3842,2022-04-29,Mexico,Aerea,Ocio,La Libertad,4,1560
3843,2023-08-31,Estados Unidos,Aerea,Familiares,San Miguel,2,1457
3844,2024-06-05,Estados Unidos,Aerea,Familiares,La Libertad,8,1320
3845,2022-09-15,Estados Unidos,Terrestre,Negocios,San Salvador,2,964
3846,2021-11-03,Canada,Terrestre,Ocio,San Salvador,9,2270
3847,2022-04-02,Costa Rica,Terrestre,Salud,Usulutan,10,1378
3848,2021-06-09,Estados Unidos,Aerea,Ocio,Santa Ana,6,2088
3849,2021-11-27,Estados Unidos,Aerea,Salud,La Libertad,5,1078
3850,2023-02-15,Costa Rica,Aerea,Ocio,San Salvador,9,582
3851,2021-08-13,Estados Unidos,Aerea,Ocio,Ahuachapan,2,2230
3852,2023-09-10,Estados Unidos,Terrestre,Familiares,Ahuachapan,1,541
3853,2022-12-30,Estados Unidos,Aerea,Familiares,La Paz,9,1088
3854,2023-12-05,Estados Unidos,Aerea,Religioso,La Libertad,10,436
3855,2024-05-22,Honduras,Aerea,Salud,Usulutan,4,1337
3856,2023-12-19,Estados Unidos,Terrestre,Ocio,San Salvador,2,665
3857,2022-10-06,Guatemala,Terrestre,Familiares,Sonsonate,6,2189
3858,2022-09-08,Canada,Terrestre,Salud,San Salvador,1,457
3859,2021-07-14,Estados Unidos,Terrestre,Negocios,San Miguel,11,483
3860,2022-05-04,Estados Unidos,Aerea,Familiares,Ahuachapan,4,1740
3861,2021-06-06,Mexico,Terrestre,Familiares,La Libertad,11,2293
3862,2022-09-02,Honduras,Terrestre,Familiares,Ahuachapan,4,1357
3863,2024-06-03,Estados Unidos,Terrestre,Ocio,Usulutan,10,1779
3864,2022-02-16,Estados Unidos,Terrestre,Ocio,Usulutan,11,1868
3865,2024-05-13,Estados Unidos,Aerea,Familiares,San Miguel,7,1911
3866,2024-01-08,Guatemala,Terrestre,Familiares,San Miguel,3,1627
3867,2024-02-22,Estados Unidos,Aerea,Religioso,Santa Ana,11,1924
3868,2022-04-16,Guatemala,Aerea,Ocio,Usulutan,8,1354
3869,2024-05-26,Estados Unidos,Aerea,Negocios,La Paz,2,1726
3870,2022-05-31,Nicaragua,Terrestre,Negocios,Usulutan,4,2287
3871,2024-02-02,Estados Unidos,Terrestre,Religioso,San Salvador,8,994
3872,2022-01-28,Guatemala,Terrestre,Familiares,La Libertad,4,644
3873,2022-09-23,Estados Unidos,Aerea,Familiares,Ahuachapan,5,608
3874,2022-08-31,Estados Unidos,Aerea,Familiares,San Salvador,10,2130
3875,2023-09-07,Honduras,Terrestre,Ocio,San Miguel,8,2493
3876,2022-03-10,Honduras,Aerea,Ocio,Ahuachapan,8,839
3877,2024-09-16,Honduras,Aerea,Familiares,San Salvador,5,316
3878,2024-03-12,Honduras,Aerea,Familiares,La Libertad,6,2116
3879,2022-06-24,Estados Unidos,Aerea,Familiares,Sonsonate,9,913
3880,2021-10-05,Honduras,Aerea,Familiares,La Libertad,2,678
3881,2021-08-21,Estados Unidos,Aerea,Salud,La Libertad,3,776
3882,2024-01-19,Estados Unidos,Terrestre,Salud,Santa Ana,11,1986
3883,2024-05-07,Honduras,Terrestre,Familiares,San Salvador,9,670
3884,2021-12-28,Mexico,Terrestre,Ocio,San Salvador,3,1649
3885,2021-01-26,Honduras,Aerea,Familiares,La Libertad,5,982
3886,2023-11-15,Honduras,Terrestre,Ocio,San Miguel,3,224
3887,2024-11-18,España,Aerea,Ocio,Sonsonate,10,1754
3888,2022-05-22,Estados Unidos,Aerea,Familiares,Santa Ana,4,986
3889,2024-08-17,España,Aerea,Ocio,Sonsonate,3,421
3890,2024-09-24,Guatemala,Terrestre,Religioso,Ahuachapan,10,852
3891,2021-09-24,Nicaragua,Aerea,Familiares,Sonsonate,4,916
3892,2022-04-06,Guatemala,Aerea,Familiares,Santa Ana,1,1468
3893,2022-04-01,Guatemala,Aerea,Ocio,Ahuachapan,8,743
3894,2024-10-15,Honduras,Terrestre,Ocio,San Miguel,10,1329
3895,2023-12-28,Estados Unidos,Terrestre,Religioso,San Miguel,11,403
3896,2023-10-04,Costa Rica,Terrestre,Ocio,Ahuachapan,7,1101
3897,2023-05-13,Estados Unidos,Aerea,Familiares,Santa Ana,6,695
3898,2024-12-06,Estados Unidos,Terrestre,Ocio,Sonsonate,7,211
3899,2022-05-06,Estados Unidos,Terrestre,Familiares,San Miguel,8,1105
3900,2023-12-09,Estados Unidos,Aerea,Familiares,Ahuachapan,1,1297
3901,2022-07-18,Estados Unidos,Terrestre,Ocio,Sonsonate,7,1705
3902,2024-01-31,Estados Unidos,Aerea,Familiares,Sonsonate,9,1565
3903,2021-08-04,Guatemala,Aerea,Religioso,San Miguel,4,522
3904,2022-07-13,Guatemala,Aerea,Ocio,San Salvador,2,2148
3905,2021-06-08,Estados Unidos,Aerea,Ocio,San Salvador,1,2046
3906,2022-05-04,Estados Unidos,Aerea,Familiares,Ahuachapan,8,1056
3907,2022-11-17,Costa Rica,Terrestre,Ocio,Ahuachapan,9,1108
3908,2024-06-19,Estados Unidos,Aerea,Familiares,San Salvador,11,2028
3909,2023-03-05,Estados Unidos,Aerea,Familiares,Ahuachapan,3,1103
3910,2021-01-05,Estados Unidos,Aerea,Ocio,San Salvador,8,1357
3911,2021-12-27,Estados Unidos,Aerea,Familiares,San Miguel,8,523
3912,2022-04-04,Honduras,Terrestre,Religioso,Usulutan,11,398
3913,2021-09-05,Estados Unidos,Aerea,Salud,Ahuachapan,1,2016
3914,2023-08-04,Guatemala,Aerea,Familiares,San Miguel,8,275
3915,2022-02-26,Estados Unidos,Terrestre,Ocio,Santa Ana,2,1806
3916,2021-01-15,Honduras,Aerea,Familiares,Ahuachapan,2,780
3917,2023-01-06,Honduras,Terrestre,Ocio,La Libertad,4,1083
3918,2024-02-20,Estados Unidos,Aerea,Familiares,Ahuachapan,10,1760
3919,2021-10-04,Estados Unidos,Terrestre,Salud,San Miguel,7,1063
3920,2022-03-29,Estados Unidos,Terrestre,Religioso,San Salvador,2,1976
3921,2024-11-14,Guatemala,Terrestre,Ocio,Sonsonate,5,840
3922,2024-08-10,Estados Unidos,Terrestre,Familiares,La Libertad,4,2101
3923,2022-08-21,Guatemala,Terrestre,Negocios,San Salvador,6,482
3924,2022-03-22,Estados Unidos,Aerea,Ocio,Ahuachapan,3,305
3925,2021-07-29,Estados Unidos,Aerea,Ocio,Usulutan,9,2152
3926,2022-12-15,Estados Unidos,Terrestre,Ocio,Usulutan,1,1928
3927,2021-10-29,Estados Unidos,Aerea,Familiares,Ahuachapan,8,1254
3928,2024-05-31,Estados Unidos,Aerea,Familiares,Usulutan,6,2222
3929,2021-01-03,Estados Unidos,Aerea,Familiares,La Paz,4,1858
3930,2023-09-17,Guatemala,Aerea,Familiares,La Paz,9,2140
3931,2024-01-22,Estados Unidos,Terrestre,Familiares,Santa Ana,1,2039
3932,2022-06-04,Honduras,Terrestre,Negocios,La Paz,9,1418
3933,2024-12-22,Honduras,Aerea,Familiares,Santa Ana,2,786
3934,2022-05-08,Honduras,Terrestre,Familiares,San Miguel,6,1128
3935,2024-06-12,Costa Rica,Terrestre,Familiares,San Miguel,11,2441
3936,2022-09-12,Estados Unidos,Aerea,Ocio,Ahuachapan,8,2014
3937,2024-03-30,Estados Unidos,Aerea,Familiares,Santa Ana,2,1157
3938,2021-11-27,Guatemala,Terrestre,Familiares,San Miguel,5,1276
3939,2021-11-29,Guatemala,Aerea,Ocio,Santa Ana,10,417
3940,2021-02-19,Guatemala,Terrestre,Salud,La Libertad,10,1553
3941,2023-05-13,Estados Unidos,Aerea,Familiares,Ahuachapan,4,402
3942,2021-09-29,Guatemala,Aerea,Familiares,La Libertad,5,2123
3943,2022-08-03,Costa Rica,Terrestre,Familiares,Ahuachapan,10,1093
3944,2024-06-29,Estados Unidos,Terrestre,Negocios,La Paz,4,734
3945,2022-07-14,España,Aerea,Familiares,La Libertad,3,673
3946,2022-11-27,Estados Unidos,Terrestre,Ocio,Ahuachapan,4,2204
3947,2024-01-19,Estados Unidos,Aerea,Familiares,San Salvador,11,1253
3948,2022-03-22,Estados Unidos,Aerea,Familiares,Santa Ana,5,607
3949,2023-10-14,Guatemala,Terrestre,Ocio,San Salvador,1,1043
3950,2024-09-17,Guatemala,Aerea,Religioso,Usulutan,11,1568
3951,2024-03-08,Guatemala,Terrestre,Familiares,La Libertad,4,1212
3952,2021-12-23,Guatemala,Terrestre,Familiares,San Miguel,11,1560
3953,2021-10-01,Estados Unidos,Aerea,Familiares,Sonsonate,9,1455
3954,2023-11-09,Estados Unidos,Terrestre,Ocio,La Libertad,8,1105
3955,2021-11-07,Estados Unidos,Aerea,Familiares,Santa Ana,5,2033
3956,2023-05-20,España,Aerea,Familiares,Sonsonate,3,1456
3957,2023-06-05,Estados Unidos,Terrestre,Familiares,Sonsonate,2,1945
3958,2021-06-03,Canada,Terrestre,Familiares,Santa Ana,8,1743
3959,2024-11-14,Estados Unidos,Aerea,Ocio,San Miguel,8,293
3960,2024-07-07,Estados Unidos,Terrestre,Familiares,Ahuachapan,5,2323
3961,2022-09-12,Estados Unidos,Aerea,Ocio,La Paz,11,1751
3962,2023-06-02,Estados Unidos,Aerea,Familiares,San Miguel,11,1075
3963,2023-03-08,España,Terrestre,Religioso,Ahuachapan,7,677
3964,2021-05-05,Honduras,Terrestre,Familiares,Usulutan,1,1792
3965,2024-10-09,Costa Rica,Aerea,Familiares,Ahuachapan,6,1582
3966,2024-07-20,Nicaragua,Terrestre,Religioso,San Miguel,10,793
3967,2022-09-11,Guatemala,Terrestre,Religioso,San Miguel,11,1456
3968,2021-09-02,Honduras,Terrestre,Familiares,La Libertad,9,2043
3969,2023-04-28,Guatemala,Terrestre,Negocios,Usulutan,11,1396
3970,2022-03-26,Guatemala,Terrestre,Negocios,San Miguel,7,2205
3971,2023-07-19,Estados Unidos,Aerea,Familiares,Ahuachapan,5,1669
3972,2024-06-24,Estados Unidos,Aerea,Familiares,San Miguel,6,1696
3973,2022-06-04,Guatemala,Terrestre,Negocios,La Libertad,7,315
3974,2024-03-10,Estados Unidos,Aerea,Familiares,San Miguel,6,2042
3975,2021-12-28,Guatemala,Aerea,Ocio,Usulutan,5,365
3976,2021-01-08,Mexico,Aerea,Familiares,Sonsonate,2,2122
3977,2022-04-23,Guatemala,Aerea,Ocio,Usulutan,11,658
3978,2024-10-07,Guatemala,Terrestre,Negocios,Sonsonate,3,2389
3979,2022-05-10,Estados Unidos,Aerea,Negocios,Santa Ana,4,1668
3980,2023-04-13,Honduras,Aerea,Salud,Santa Ana,5,1496
3981,2024-12-21,Estados Unidos,Terrestre,Ocio,La Paz,1,955
3982,2023-11-29,Costa Rica,Terrestre,Familiares,San Miguel,10,1133
3983,2022-08-16,España,Aerea,Familiares,Sonsonate,7,1178
3984,2021-07-06,Canada,Aerea,Familiares,Usulutan,8,1930
3985,2023-01-24,Estados Unidos,Terrestre,Negocios,La Libertad,7,2211
3986,2021-04-03,Estados Unidos,Terrestre,Familiares,San Miguel,5,1303
3987,2021-03-27,Costa Rica,Aerea,Ocio,Santa Ana,1,676
3988,2023-12-04,Honduras,Terrestre,Familiares,San Miguel,9,2120
3989,2021-05-17,Canada,Aerea,Familiares,San Salvador,2,239
3990,2022-02-25,Guatemala,Terrestre,Familiares,La Libertad,10,272
3991,2021-03-15,Guatemala,Aerea,Religioso,San Miguel,1,992
3992,2024-03-25,Estados Unidos,Terrestre,Negocios,Usulutan,2,1983
3993,2024-07-02,Nicaragua,Aerea,Familiares,Sonsonate,4,1259
3994,2021-06-20,Honduras,Terrestre,Familiares,Santa Ana,2,1875
3995,2021-06-19,Estados Unidos,Aerea,Familiares,San Miguel,6,1765
3996,2023-05-22,Estados Unidos,Aerea,Ocio,Usulutan,8,2419
3997,2021-11-18,Guatemala,Aerea,Familiares,Santa Ana,9,2485
3998,2022-04-01,Honduras,Aerea,Negocios,Usulutan,8,2303
3999,2023-08-02,Estados Unidos,Aerea,Familiares,Ahuachapan,11,1472
4000,2023-03-01,Estados Unidos,Terrestre,Ocio,San Salvador,8,1525
4001,2022-09-05,Estados Unidos,Terrestre,Ocio,La Paz,9,173
4002,2024-03-24,Estados Unidos,Terrestre,Familiares,La Libertad,8,675
4003,2023-06-08,Costa Rica,Terrestre,Familiares,Santa Ana,2,1781
4004,2021-12-15,Honduras,Aerea,Familiares,La Paz,7,570
4005,2024-04-11,Honduras,Terrestre,Ocio,San Miguel,3,499
4006,2021-01-10,Honduras,Terrestre,Salud,San Salvador,1,1490
4007,2023-01-10,Estados Unidos,Aerea,Ocio,San Miguel,10,2457
4008,2024-07-12,Honduras,Terrestre,Familiares,Ahuachapan,9,1966
4009,2024-06-24,España,Aerea,Familiares,San Salvador,8,367
4010,2022-10-29,Honduras,Aerea,Familiares,La Libertad,6,295
4011,2022-06-30,Estados Unidos,Aerea,Familiares,La Libertad,2,1429
4012,2021-05-09,Honduras,Terrestre,Familiares,Usulutan,11,1492
4013,2022-08-24,Canada,Terrestre,Familiares,Ahuachapan,1,342
4014,2022-08-28,Estados Unidos,Terrestre,Familiares,Santa Ana,10,543
4015,2021-11-23,Estados Unidos,Aerea,Familiares,Santa Ana,6,808
4016,2023-09-07,Canada,Aerea,Ocio,La Libertad,5,1750
4017,2022-02-08,Costa Rica,Terrestre,Ocio,Ahuachapan,2,1096
4018,2022-09-21,Guatemala,Aerea,Familiares,La Libertad,1,921
4019,2024-10-14,Estados Unidos,Aerea,Familiares,San Miguel,3,272
4020,2022-12-19,Estados Unidos,Aerea,Religioso,Santa Ana,5,1999
4021,2023-11-07,Guatemala,Aerea,Familiares,San Miguel,9,196
4022,2021-10-01,Costa Rica,Terrestre,Familiares,Santa Ana,8,1474
4023,2022-11-16,Estados Unidos,Terrestre,Familiares,Santa Ana,9,287
4024,2021-04-26,Estados Unidos,Aerea,Familiares,Usulutan,5,1545
4025,2023-05-11,Canada,Aerea,Familiares,San Salvador,4,505
4026,2022-11-24,Estados Unidos,Aerea,Ocio,Sonsonate,3,1989
4027,2024-01-20,Honduras,Aerea,Familiares,La Libertad,3,1252
4028,2024-01-11,Estados Unidos,Terrestre,Familiares,San Salvador,11,258
4029,2021-11-20,Honduras,Aerea,Ocio,Santa Ana,4,1563
4030,2023-08-19,España,Aerea,Familiares,Sonsonate,11,1723
4031,2021-04-24,Estados Unidos,Aerea,Familiares,Sonsonate,5,687
4032,2023-12-18,Nicaragua,Aerea,Ocio,San Salvador,10,2279
4033,2021-06-03,España,Terrestre,Religioso,La Paz,7,349
4034,2024-11-28,España,Aerea,Ocio,La Paz,9,1963
4035,2024-07-13,Estados Unidos,Aerea,Familiares,Usulutan,11,231
4036,2021-11-11,Guatemala,Aerea,Familiares,Santa Ana,4,2475
4037,2023-12-01,Estados Unidos,Terrestre,Ocio,San Miguel,5,982
4038,2021-04-15,Estados Unidos,Terrestre,Familiares,San Miguel,5,2134
4039,2024-05-01,Guatemala,Aerea,Ocio,Ahuachapan,4,566
4040,2024-11-25,Estados Unidos,Terrestre,Familiares,La Paz,3,831
4041,2024-07-25,Honduras,Terrestre,Familiares,San Miguel,7,1198
4042,2021-12-20,Guatemala,Aerea,Familiares,Usulutan,5,1872
4043,2023-10-13,Canada,Terrestre,Ocio,Santa Ana,2,1004
4044,2023-01-03,Nicaragua,Aerea,Ocio,La Paz,9,1873
4045,2022-12-10,Estados Unidos,Terrestre,Ocio,San Salvador,1,1615
4046,2024-07-03,Guatemala,Aerea,Ocio,Usulutan,4,1866
4047,2022-10-13,Honduras,Terrestre,Familiares,Sonsonate,11,1027
4048,2023-04-04,Estados Unidos,Terrestre,Salud,Ahuachapan,7,836
4049,2023-08-05,Estados Unidos,Aerea,Familiares,Usulutan,8,2247
4050,2022-10-23,Mexico,Aerea,Familiares,La Libertad,10,2353
4051,2021-04-09,Estados Unidos,Terrestre,Familiares,Sonsonate,11,1108
4052,2022-08-11,Mexico,Terrestre,Salud,La Paz,11,1303
4053,2021-10-09,Canada,Terrestre,Familiares,Sonsonate,6,1895
4054,2022-02-07,Guatemala,Aerea,Negocios,Usulutan,7,1538
4055,2024-02-07,Honduras,Aerea,Familiares,Ahuachapan,9,450
4056,2022-12-01,Estados Unidos,Aerea,Negocios,La Paz,6,984
4057,2021-07-18,Mexico,Aerea,Familiares,Santa Ana,7,956
4058,2024-08-19,Nicaragua,Aerea,Ocio,La Libertad,2,1288
4059,2021-11-23,Estados Unidos,Aerea,Familiares,Ahuachapan,7,1331
4060,2021-06-03,Guatemala,Aerea,Familiares,Usulutan,7,1433
4061,2022-07-06,Guatemala,Aerea,Ocio,Santa Ana,2,903
4062,2022-02-09,Estados Unidos,Aerea,Familiares,Usulutan,5,1768
4063,2022-04-07,España,Terrestre,Familiares,La Libertad,4,1426
4064,2021-05-12,Estados Unidos,Aerea,Familiares,Usulutan,7,1509
4065,2023-03-02,Guatemala,Aerea,Ocio,Santa Ana,4,295
4066,2023-05-24,Estados Unidos,Aerea,Familiares,San Miguel,9,210
4067,2021-03-25,Guatemala,Aerea,Salud,Usulutan,9,2061
4068,2024-11-23,Nicaragua,Aerea,Religioso,Santa Ana,5,1898
4069,2023-01-24,Guatemala,Aerea,Familiares,Sonsonate,8,1935
4070,2022-09-20,Honduras,Terrestre,Familiares,La Libertad,3,2373
4071,2024-02-07,Honduras,Aerea,Religioso,Sonsonate,4,413
4072,2021-08-09,Estados Unidos,Aerea,Familiares,Usulutan,2,996
4073,2022-07-07,Estados Unidos,Aerea,Familiares,Santa Ana,11,520
4074,2024-10-23,Estados Unidos,Aerea,Ocio,Sonsonate,3,435
4075,2024-03-16,Estados Unidos,Aerea,Familiares,La Paz,4,2191
4076,2021-04-22,Estados Unidos,Terrestre,Religioso,San Miguel,9,1578
4077,2022-09-07,Costa Rica,Aerea,Ocio,Santa Ana,4,1158
4078,2023-07-13,España,Terrestre,Ocio,La Paz,1,1643
4079,2022-04-20,Estados Unidos,Aerea,Ocio,Ahuachapan,2,632
4080,2023-04-16,Estados Unidos,Terrestre,Familiares,San Miguel,7,1123
4081,2021-09-28,Estados Unidos,Aerea,Negocios,Santa Ana,2,848
4082,2022-02-25,Nicaragua,Aerea,Ocio,La Paz,11,1453
4083,2022-12-08,Guatemala,Aerea,Familiares,Usulutan,3,1977
4084,2024-10-22,Guatemala,Aerea,Negocios,Ahuachapan,11,222
4085,2024-07-27,Guatemala,Terrestre,Ocio,San Miguel,10,1030
4086,2024-07-30,Honduras,Aerea,Familiares,La Paz,3,1860
4087,2021-02-09,Estados Unidos,Terrestre,Familiares,Santa Ana,8,963
4088,2021-07-08,Estados Unidos,Aerea,Ocio,La Paz,7,1730
4089,2024-04-02,Estados Unidos,Aerea,Familiares,Ahuachapan,1,1267
4090,2023-09-21,Estados Unidos,Terrestre,Negocios,La Libertad,8,1988
4091,2022-06-20,Canada,Aerea,Religioso,Ahuachapan,3,549
4092,2023-10-25,Estados Unidos,Terrestre,Ocio,La Paz,5,2262
4093,2021-10-17,Estados Unidos,Aerea,Ocio,Santa Ana,7,2224
4094,2022-03-09,Costa Rica,Aerea,Negocios,San Miguel,3,1154
4095,2022-04-16,Estados Unidos,Aerea,Familiares,La Libertad,8,705
4096,2024-04-19,Estados Unidos,Terrestre,Ocio,La Libertad,8,1087
4097,2024-06-25,Mexico,Aerea,Familiares,La Libertad,9,1724
4098,2022-09-20,Honduras,Terrestre,Ocio,Usulutan,6,716
4099,2021-10-06,Estados Unidos,Terrestre,Negocios,Sonsonate,2,2458
4100,2023-05-27,Honduras,Terrestre,Familiares,Usulutan,8,1916
4101,2022-08-04,Honduras,Terrestre,Religioso,La Libertad,10,2308
4102,2023-05-13,Estados Unidos,Terrestre,Familiares,San Miguel,2,380
4103,2021-09-11,Honduras,Aerea,Religioso,Sonsonate,9,1112
4104,2021-06-30,Guatemala,Terrestre,Religioso,San Miguel,2,395
4105,2022-11-12,España,Terrestre,Negocios,Ahuachapan,7,545
4106,2023-04-05,España,Aerea,Negocios,San Salvador,3,1939
4107,2022-12-01,Estados Unidos,Aerea,Familiares,San Miguel,1,327
4108,2022-07-20,Guatemala,Aerea,Familiares,La Paz,8,1111
4109,2024-09-11,Estados Unidos,Aerea,Familiares,Ahuachapan,11,2105
4110,2024-10-12,Estados Unidos,Aerea,Familiares,Sonsonate,7,2098
4111,2022-11-11,Estados Unidos,Terrestre,Ocio,Santa Ana,3,836
4112,2022-01-26,Honduras,Terrestre,Negocios,La Libertad,1,1278
4113,2024-01-14,Guatemala,Terrestre,Ocio,San Miguel,10,580
4114,2024-09-02,Estados Unidos,Aerea,Ocio,Santa Ana,4,1590
4115,2021-07-31,Nicaragua,Aerea,Familiares,Ahuachapan,5,1273
4116,2022-01-19,Honduras,Terrestre,Religioso,La Libertad,3,2001
4117,2021-12-08,Honduras,Terrestre,Ocio,San Miguel,5,1748
4118,2023-04-24,Estados Unidos,Terrestre,Negocios,Santa Ana,1,1781
4119,2023-11-28,Honduras,Terrestre,Salud,Ahuachapan,7,1905
4120,2022-02-24,Canada,Terrestre,Negocios,Ahuachapan,2,1023
4121,2023-01-21,Estados Unidos,Terrestre,Ocio,La Paz,5,2152
4122,2024-04-07,Estados Unidos,Aerea,Negocios,San Miguel,10,2016
4123,2024-09-28,España,Aerea,Ocio,La Paz,2,760
4124,2021-11-02,Guatemala,Aerea,Ocio,San Salvador,8,1603
4125,2022-12-03,Guatemala,Terrestre,Ocio,Usulutan,3,1081
4126,2023-05-19,Estados Unidos,Terrestre,Familiares,Usulutan,1,2096
4127,2022-06-21,Guatemala,Aerea,Familiares,Santa Ana,6,811
4128,2024-02-10,Estados Unidos,Aerea,Ocio,San Salvador,11,1436
4129,2024-12-05,Estados Unidos,Aerea,Religioso,Santa Ana,8,1140
4130,2021-07-25,Guatemala,Terrestre,Ocio,La Paz,7,1631
4131,2024-04-23,Estados Unidos,Aerea,Ocio,San Salvador,6,1664
4132,2024-11-06,Honduras,Aerea,Familiares,La Libertad,5,992
4133,2022-05-11,España,Aerea,Familiares,Usulutan,8,1828
4134,2024-11-03,Guatemala,Terrestre,Ocio,San Miguel,10,334
4135,2023-12-07,Guatemala,Aerea,Ocio,San Miguel,4,1521
4136,2022-05-19,Estados Unidos,Aerea,Salud,Ahuachapan,7,2175
4137,2023-11-12,Estados Unidos,Aerea,Ocio,La Paz,2,731
4138,2021-08-01,España,Terrestre,Ocio,Sonsonate,9,1258
4139,2021-11-06,Estados Unidos,Aerea,Familiares,La Paz,8,1500
4140,2022-10-23,Estados Unidos,Aerea,Familiares,La Paz,4,1155
4141,2023-01-23,Guatemala,Aerea,Ocio,Sonsonate,7,1481
4142,2021-09-29,Guatemala,Terrestre,Negocios,Santa Ana,1,1071
4143,2023-07-27,Estados Unidos,Terrestre,Negocios,Usulutan,5,1105
4144,2024-05-10,Estados Unidos,Aerea,Familiares,Sonsonate,2,2225
4145,2021-02-01,Nicaragua,Aerea,Ocio,Santa Ana,2,1324
4146,2022-03-19,Estados Unidos,Terrestre,Familiares,San Salvador,2,297
4147,2021-06-11,Estados Unidos,Terrestre,Familiares,Usulutan,2,1363
4148,2023-02-06,Estados Unidos,Aerea,Salud,San Salvador,5,801
4149,2021-09-11,Estados Unidos,Aerea,Negocios,San Salvador,4,2051
4150,2022-06-05,Guatemala,Terrestre,Familiares,Sonsonate,1,1599
4151,2023-09-04,Guatemala,Aerea,Familiares,Santa Ana,11,1397
4152,2021-01-10,Honduras,Terrestre,Ocio,La Libertad,6,344
4153,2022-12-27,Estados Unidos,Terrestre,Familiares,Ahuachapan,3,1644
4154,2022-05-20,Estados Unidos,Terrestre,Salud,La Paz,8,696
4155,2023-02-24,Estados Unidos,Terrestre,Familiares,Sonsonate,2,466
4156,2022-03-12,Estados Unidos,Aerea,Negocios,San Salvador,8,2073
4157,2024-02-09,Estados Unidos,Aerea,Salud,La Libertad,6,1419
4158,2021-06-02,Estados Unidos,Aerea,Ocio,Santa Ana,5,1203
4159,2023-07-06,Estados Unidos,Terrestre,Salud,Santa Ana,10,1244
4160,2023-05-19,Guatemala,Terrestre,Familiares,Santa Ana,6,208
4161,2024-01-31,Estados Unidos,Aerea,Familiares,Sonsonate,6,1196
4162,2023-01-23,Estados Unidos,Terrestre,Ocio,La Paz,4,1685
4163,2024-04-29,Estados Unidos,Aerea,Negocios,La Paz,1,183
4164,2022-07-17,Estados Unidos,Aerea,Ocio,La Libertad,2,1417
4165,2024-01-10,Honduras,Aerea,Ocio,San Miguel,8,2305
4166,2022-05-04,Estados Unidos,Aerea,Familiares,San Salvador,9,894
4167,2023-06-14,Estados Unidos,Terrestre,Negocios,San Miguel,4,317
4168,2024-01-17,Estados Unidos,Aerea,Negocios,San Miguel,11,763
4169,2024-05-02,Estados Unidos,Aerea,Ocio,San Miguel,8,671
4170,2021-04-14,Honduras,Terrestre,Negocios,San Salvador,10,1921
4171,2024-01-25,España,Terrestre,Familiares,San Salvador,6,500
4172,2024-12-17,Estados Unidos,Aerea,Familiares,Ahuachapan,11,2222
4173,2024-05-06,Honduras,Terrestre,Religioso,Usulutan,1,2109
4174,2023-10-22,Estados Unidos,Aerea,Salud,San Salvador,6,404
4175,2023-10-04,Estados Unidos,Aerea,Familiares,Ahuachapan,7,1566
4176,2022-02-11,Estados Unidos,Aerea,Ocio,La Libertad,1,2348
4177,2024-11-02,Mexico,Terrestre,Ocio,La Libertad,11,2090
4178,2021-06-16,Estados Unidos,Terrestre,Ocio,Usulutan,9,526
4179,2022-05-24,España,Aerea,Familiares,Santa Ana,6,1967
4180,2021-11-09,Estados Unidos,Aerea,Familiares,Sonsonate,8,1276
4181,2024-12-12,Estados Unidos,Aerea,Familiares,La Paz,8,572
4182,2023-02-02,Honduras,Terrestre,Ocio,Usulutan,9,361
4183,2022-11-12,Costa Rica,Terrestre,Familiares,Usulutan,1,957
4184,2022-04-22,Nicaragua,Terrestre,Negocios,San Miguel,6,835
4185,2021-03-14,Honduras,Aerea,Salud,La Libertad,9,2328
4186,2024-03-10,Estados Unidos,Aerea,Ocio,San Miguel,8,1691
4187,2022-08-05,Estados Unidos,Aerea,Familiares,Ahuachapan,4,1677
4188,2021-09-19,Estados Unidos,Aerea,Ocio,La Paz,5,1621
4189,2024-09-25,Estados Unidos,Aerea,Ocio,Santa Ana,9,568
4190,2024-08-24,Costa Rica,Terrestre,Familiares,Santa Ana,5,2093
4191,2021-09-02,Honduras,Terrestre,Ocio,San Miguel,9,1661
4192,2024-09-22,Nicaragua,Terrestre,Familiares,La Libertad,1,1797
4193,2022-07-15,Estados Unidos,Aerea,Negocios,Usulutan,10,618
4194,2024-01-05,Honduras,Aerea,Ocio,San Salvador,9,602
4195,2021-06-24,Mexico,Aerea,Familiares,Sonsonate,10,1679
4196,2021-04-19,Guatemala,Aerea,Salud,La Paz,9,2078
4197,2021-07-02,Estados Unidos,Aerea,Ocio,La Paz,6,954
4198,2021-07-11,Honduras,Terrestre,Religioso,Ahuachapan,7,1039
4199,2021-03-06,Guatemala,Terrestre,Familiares,Santa Ana,6,2155
4200,2023-08-21,España,Aerea,Ocio,La Paz,4,193
4201,2024-01-29,Estados Unidos,Aerea,Familiares,San Salvador,7,1929
4202,2023-05-14,Estados Unidos,Aerea,Familiares,La Libertad,11,515
4203,2024-02-26,Guatemala,Aerea,Religioso,Usulutan,2,2462
4204,2022-01-04,Estados Unidos,Terrestre,Negocios,Sonsonate,3,2476
