id_reserva,fecha,departamento,tipo_hotel,habitaciones,ocupadas,tarifa_promedio
1198,2022-07-16,La Libertad,Ciudad,93,155,150
1199,2024-10-17,Sonsonate,Playa,180,23,140
1200,2023-02-14,La Libertad,Playa,37,23,69
1201,2023-04-02,San Miguel,Playa,61,51,140
1202,2022-02-02,Santa Ana,Rural,88,58,175
1203,2021-07-12,Santa Ana,Playa,118,147,138
1204,2021-09-06,Santa Ana,Playa,152,80,38
1205,2023-12-30,Ahuachapan,Montaña,170,176,100
1206,2023-04-19,Santa Ana,Playa,189,143,115
1207,2021-08-30,Ahuachapan,Ciudad,146,101,115
1208,2024-08-26,Sonsonate,Rural,180,156,98
1209,2023-04-12,La Paz,Ciudad,194,128,62
1210,2021-07-21,La Paz,Ciudad,195,57,143
1211,2021-02-10,San Salvador,Playa,53,55,220
1212,2023-07-09,Santa Ana,Montaña,44,150,159
1213,2023-10-03,San Miguel,Montaña,56,21,95
1214,2024-08-04,Usulutan,Montaña,148,119,164
1215,2022-09-24,Santa Ana,Ciudad,132,175,74
1216,2022-02-10,Ahuachapan,Montaña,33,147,112
1217,2023-04-17,San Miguel,Rural,161,34,187
1218,2023-12-19,San Salvador,Rural,85,150,101
1219,2023-07-08,La Libertad,Playa,132,62,158
1220,2024-08-13,San Miguel,Montaña,64,19,176
1221,2023-11-09,Santa Ana,Rural,73,81,70
1222,2022-08-12,Sonsonate,Rural,164,36,186
1223,2021-01-14,San Salvador,Playa,170,115,134
1224,2022-05-13,Ahuachapan,Rural,102,72,45
1225,2021-07-22,Usulutan,Rural,164,102,39
1226,2024-08-13,La Paz,Rural,20,14,233
1227,2021-10-29,San Miguel,Montaña,39,115,110
1228,2023-07-16,Sonsonate,Rural,124,123,89
1229,2024-04-10,San Miguel,Playa,183,119,219
1230,2022-11-06,Sonsonate,Montaña,157,176,159
1231,2022-11-11,Santa Ana,Playa,110,95,130
1232,2024-08-20,San Salvador,Ciudad,128,19,35
1233,2024-08-14,La Paz,Playa,192,36,95
1234,2022-07-01,San Miguel,Playa,152,24,138
1235,2022-12-11,La Paz,Playa,71,57,166
1236,2024-01-29,La Libertad,Ciudad,135,169,99
1237,2022-01-11,San Salvador,Rural,38,140,123
1238,2022-04-01,Ahuachapan,Ciudad,66,117,218
1239,2021-09-23,Sonsonate,Montaña,79,160,228
1240,2024-01-30,Santa Ana,Rural,125,38,223
1241,2021-10-06,Sonsonate,Montaña,84,81,76
1242,2021-06-27,San Miguel,Montaña,33,128,133
1243,2023-01-12,San Salvador,Rural,117,135,35
1244,2023-08-06,Ahuachapan,Rural,107,74,53
1245,2024-04-22,La Libertad,Playa,30,86,186
1246,2023-04-28,La Paz,Montaña,181,42,36
1247,2021-11-25,Santa Ana,Montaña,161,101,113
1248,2024-02-22,La Paz,Playa,99,136,114
1249,2024-01-27,La Libertad,Rural,43,26,83
1250,2021-12-24,Sonsonate,Playa,106,152,80
1251,2024-03-09,La Paz,Playa,118,21,231
1252,2024-03-25,San Salvador,Playa,170,165,59
1253,2023-04-10,Usulutan,Montaña,38,26,240
1254,2023-07-15,Ahuachapan,Montaña,20,36,226
1255,2024-03-27,Usulutan,Playa,96,77,135
1256,2024-02-21,San Salvador,Ciudad,187,64,149
1257,2021-02-19,La Libertad,Ciudad,43,118,70
1258,2023-05-01,Ahuachapan,Playa,85,123,68
1259,2024-02-18,San Miguel,Rural,80,43,115
1260,2023-06-18,La Paz,Rural,21,136,137
1261,2021-05-11,San Miguel,Ciudad,128,140,93
1262,2021-05-19,Sonsonate,Montaña,190,25,215
1263,2024-10-06,Usulutan,Playa,145,61,73
1264,2023-07-30,Ahuachapan,Rural,92,134,194
1265,2021-04-22,Santa Ana,Rural,43,155,106
1266,2023-10-09,Ahuachapan,Ciudad,149,115,80
1267,2022-09-26,Santa Ana,Montaña,139,126,214
1268,2023-03-06,Sonsonate,Playa,24,172,240
1269,2021-12-25,Usulutan,Montaña,160,35,168
1270,2021-06-05,La Paz,Rural,40,166,80
1271,2024-05-28,Santa Ana,Montaña,114,126,57
1272,2021-12-22,La Libertad,Ciudad,96,179,37
1273,2022-01-28,Santa Ana,Montaña,193,6,166
1274,2023-06-11,Santa Ana,Montaña,81,112,90
1275,2021-07-02,Ahuachapan,Ciudad,78,32,117
1276,2023-07-03,Santa Ana,Rural,98,114,54
1277,2022-04-28,La Libertad,Ciudad,77,123,60
1278,2021-10-21,San Salvador,Ciudad,72,37,77
1279,2023-09-17,La Libertad,Playa,191,59,234
1280,2022-06-09,La Libertad,Rural,22,36,99
1281,2022-03-17,San Salvador,Playa,113,131,243
1282,2022-02-22,La Paz,Ciudad,85,155,42
1283,2021-01-01,San Miguel,Montaña,91,42,111
1284,2022-02-02,Sonsonate,Montaña,142,136,145
1285,2024-11-09,La Libertad,Rural,141,32,48
1286,2021-12-13,La Libertad,Playa,65,154,223
1287,2024-03-04,San Miguel,Playa,51,106,215
1288,2021-05-16,San Miguel,Montaña,152,121,116
1289,2024-09-21,Sonsonate,Rural,30,166,52
1290,2024-09-28,San Miguel,Ciudad,52,158,211
1291,2022-09-27,La Libertad,Ciudad,31,159,126
1292,2023-02-16,Sonsonate,Rural,39,104,203
1293,2024-01-13,San Miguel,Montaña,139,168,211
1294,2021-04-07,Santa Ana,Ciudad,23,149,114
1295,2021-06-05,La Libertad,Ciudad,178,62,243
1296,2024-03-30,Santa Ana,Montaña,155,13,227
1297,2021-01-26,La Libertad,Ciudad,168,18,102
1298,2024-03-30,Ahuachapan,Playa,140,44,63
1299,2022-06-09,Ahuachapan,Rural,134,132,249
1300,2022-08-30,Santa Ana,Ciudad,75,32,103
1301,2022-08-19,Ahuachapan,Ciudad,112,147,177
1302,2021-07-26,Ahuachapan,Playa,20,30,51
1303,2021-11-21,San Miguel,Ciudad,53,79,36
1304,2022-01-16,San Salvador,Rural,102,33,240
1305,2022-03-19,Usulutan,Playa,62,140,50
1306,2024-07-29,Usulutan,Rural,100,171,70
1307,2023-04-11,San Salvador,Rural,84,177,88
1308,2022-05-18,Usulutan,Montaña,97,140,54
1309,2023-06-06,Sonsonate,Montaña,22,9,186
1310,2024-05-22,Ahuachapan,Playa,137,122,142
1311,2022-09-15,La Libertad,Ciudad,155,29,178
1312,2023-06-03,La Libertad,Ciudad,75,13,71
1313,2023-04-12,San Miguel,Montaña,109,50,157
1314,2023-05-30,Santa Ana,Rural,133,55,113
1315,2021-01-31,Sonsonate,Ciudad,166,76,48
1316,2021-02-27,La Libertad,Playa,81,178,144
1317,2021-01-22,Sonsonate,Playa,83,86,46
1318,2021-07-05,La Libertad,Ciudad,50,79,247
1319,2023-04-06,La Paz,Montaña,152,88,188
1320,2021-02-16,La Libertad,Montaña,52,159,157
1321,2022-03-25,Ahuachapan,Rural,166,41,228
1322,2024-03-11,San Salvador,Ciudad,82,84,204
1323,2023-12-18,La Libertad,Playa,84,118,119
1324,2022-06-03,Ahuachapan,Ciudad,35,137,92
1325,2022-07-19,Sonsonate,Playa,181,54,207
1326,2021-02-17,Usulutan,Montaña,100,162,42
1327,2022-07-18,Ahuachapan,Playa,144,67,241
1328,2021-07-05,Sonsonate,Playa,143,13,108
1329,2024-01-24,San Miguel,Rural,184,82,145
1330,2022-11-18,San Miguel,Montaña,87,27,152
1331,2023-11-05,La Paz,Playa,41,63,129
1332,2023-04-21,San Salvador,Montaña,69,174,88
1333,2023-01-06,Santa Ana,Rural,124,91,218
1334,2021-07-13,La Libertad,Playa,170,156,161
1335,2024-04-15,Usulutan,Playa,101,42,159
1336,2023-01-14,La Libertad,Rural,196,154,179
1337,2021-05-26,Santa Ana,Rural,24,145,53
1338,2021-12-13,La Paz,Montaña,73,113,230
1339,2024-04-28,San Miguel,Montaña,129,82,77
1340,2023-07-03,La Paz,Montaña,172,26,248
1341,2021-09-22,La Libertad,Ciudad,81,108,123
1342,2022-08-04,Ahuachapan,Playa,74,77,224
1343,2022-09-27,San Salvador,Playa,30,62,229
1344,2022-08-12,La Libertad,Ciudad,72,107,155
1345,2022-11-06,Sonsonate,Ciudad,97,117,92
1346,2024-11-12,Usulutan,Ciudad,84,12,238
1347,2023-03-17,Usulutan,Rural,175,102,237
1348,2022-02-08,Ahuachapan,Rural,36,170,131
1349,2022-09-14,Usulutan,Montaña,197,141,131
1350,2022-01-13,Santa Ana,Rural,179,30,132
1351,2021-12-25,San Salvador,Rural,114,125,169
1352,2021-07-03,San Salvador,Ciudad,35,39,126
1353,2022-10-09,La Paz,Playa,161,44,35
1354,2024-08-10,Sonsonate,Montaña,58,115,232
1355,2021-05-21,La Paz,Montaña,92,65,195
1356,2022-07-05,La Libertad,Montaña,67,108,86
1357,2022-08-23,Ahuachapan,Playa,144,36,129
1358,2024-03-31,Ahuachapan,Rural,110,30,96
1359,2024-03-13,San Miguel,Montaña,168,126,155
1360,2023-07-26,Ahuachapan,Rural,65,53,68
1361,2023-03-02,Sonsonate,Playa,48,50,216
1362,2022-08-08,Usulutan,Rural,120,177,111
1363,2024-04-15,La Libertad,Ciudad,44,48,155
1364,2021-09-03,La Libertad,Playa,175,171,133
1365,2024-06-17,La Libertad,Playa,187,87,186
1366,2021-02-12,La Paz,Ciudad,23,59,96
1367,2022-04-05,Usulutan,Montaña,70,99,143
1368,2023-12-14,San Miguel,Ciudad,125,67,197
1369,2021-01-10,Usulutan,Playa,48,6,150
1370,2023-01-29,La Paz,Montaña,133,124,162
1371,2024-03-27,Santa Ana,Rural,136,110,138
1372,2021-07-16,Sonsonate,Playa,22,179,206
1373,2022-12-21,Usulutan,Playa,68,48,129
1374,2022-11-26,San Miguel,Montaña,118,75,183
1375,2023-02-13,San Salvador,Playa,98,69,79
1376,2024-04-08,San Miguel,Ciudad,25,38,67
1377,2024-03-10,La Paz,Playa,65,150,56
1378,2023-08-10,San Miguel,Montaña,29,91,77
1379,2022-11-02,La Paz,Playa,179,120,70
1380,2023-12-11,San Miguel,Playa,49,168,86
1381,2023-09-13,Ahuachapan,Ciudad,175,134,123
1382,2021-09-27,Sonsonate,Playa,194,151,131
1383,2021-05-05,La Libertad,Playa,98,80,52
1384,2021-05-06,Santa Ana,Playa,102,97,131
1385,2023-11-19,Ahuachapan,Ciudad,134,99,223
1386,2021-10-08,Sonsonate,Montaña,197,66,85
1387,2021-04-09,Usulutan,Ciudad,109,29,207
1388,2023-03-21,La Libertad,Playa,165,128,44
1389,2024-12-13,La Libertad,Ciudad,68,14,186
1390,2024-02-14,La Paz,Rural,136,42,235
1391,2021-03-29,La Libertad,Ciudad,32,161,178
1392,2021-02-25,Ahuachapan,Playa,118,57,239
1393,2023-09-27,San Salvador,Rural,114,8,133
1394,2021-07-10,La Libertad,Montaña,122,131,158
1395,2024-05-01,Usulutan,Playa,39,108,86
1396,2022-02-14,Santa Ana,Rural,127,46,196
1397,2021-02-16,La Paz,Montaña,52,11,114
1398,2023-02-28,Santa Ana,Ciudad,176,118,144
1399,2023-07-20,Sonsonate,Rural,81,39,176
1400,2022-11-13,Sonsonate,Ciudad,133,29,84
1401,2024-06-06,Ahuachapan,Ciudad,64,20,131
1402,2023-06-20,Usulutan,Rural,20,114,172
1403,2021-06-23,La Paz,Rural,97,114,246
1404,2022-03-19,Sonsonate,Ciudad,62,55,205
1405,2023-03-12,Sonsonate,Playa,144,19,200
1406,2021-03-18,Santa Ana,Playa,187,109,173
1407,2024-06-10,La Paz,Montaña,172,76,82
1408,2021-03-26,La Paz,Playa,64,173,180
1409,2023-06-01,San Salvador,Playa,26,23,174
1410,2024-05-02,La Libertad,Rural,57,60,163
1411,2023-01-31,Santa Ana,Rural,160,69,39
1412,2023-11-24,La Libertad,Montaña,29,84,212
1413,2024-02-06,Sonsonate,Ciudad,85,141,178
1414,2024-06-05,Sonsonate,Ciudad,37,43,153
1415,2023-07-31,La Paz,Rural,184,26,107
1416,2021-05-12,San Salvador,Montaña,58,31,35
1417,2024-10-16,San Miguel,Montaña,37,144,100
1418,2024-04-05,La Paz,Ciudad,38,78,169
1419,2021-12-10,Ahuachapan,Montaña,198,73,120
1420,2023-09-10,Sonsonate,Playa,96,72,121
1421,2021-02-28,San Salvador,Ciudad,183,137,96
1422,2023-09-21,La Paz,Playa,23,63,62
1423,2024-07-15,San Salvador,Montaña,131,142,126
1424,2021-05-29,Ahuachapan,Ciudad,58,26,122
1425,2022-07-02,Usulutan,Rural,115,138,110
1426,2022-11-28,San Miguel,Ciudad,196,171,212
1427,2021-04-11,Usulutan,Playa,144,86,222
1428,2021-07-02,San Miguel,Rural,102,70,190
1429,2022-09-14,San Salvador,Ciudad,43,41,97
1430,2021-04-21,Sonsonate,Playa,100,112,100
1431,2022-05-05,La Paz,Ciudad,141,169,188
1432,2021-03-26,San Miguel,Rural,49,143,104
1433,2022-10-07,Usulutan,Playa,148,148,192
1434,2021-06-30,Santa Ana,Rural,111,65,71
1435,2023-02-12,San Salvador,Playa,160,169,90
1436,2023-11-10,San Salvador,Montaña,103,93,104
1437,2021-05-03,Sonsonate,Playa,114,124,89
1438,2021-05-30,San Salvador,Rural,158,58,221
1439,2021-07-04,Ahuachapan,Playa,189,38,132
1440,2023-11-09,La Paz,Playa,186,114,165
1441,2021-02-11,Santa Ana,Rural,189,54,86
1442,2024-11-21,Santa Ana,Rural,97,165,185
1443,2024-07-31,San Miguel,Rural,45,151,108
1444,2022-09-06,La Libertad,Ciudad,193,74,153
1445,2023-06-20,La Libertad,Montaña,100,15,147
1446,2021-07-20,San Salvador,Rural,189,123,105
1447,2022-11-29,Sonsonate,Ciudad,41,157,231
1448,2023-01-11,San Salvador,Playa,73,45,177
1449,2021-09-24,Usulutan,Rural,106,43,85
1450,2024-03-27,Santa Ana,Rural,50,56,244
1451,2024-08-01,Sonsonate,Montaña,106,131,121
1452,2021-04-29,Ahuachapan,Ciudad,24,121,53
1453,2023-05-22,San Miguel,Montaña,154,78,143
1454,2022-07-03,San Miguel,Ciudad,93,66,101
1455,2022-05-03,San Miguel,Rural,84,13,41
1456,2022-10-25,Santa Ana,Rural,49,22,128
1457,2022-07-19,San Miguel,Rural,145,101,48
1458,2021-10-06,Usulutan,Rural,72,121,104
1459,2023-08-22,Usulutan,Ciudad,102,69,94
1460,2022-08-13,La Libertad,Rural,133,31,177
1461,2023-04-13,San Salvador,Montaña,79,72,158
1462,2021-10-02,Santa Ana,Playa,107,31,64
1463,2024-12-26,Sonsonate,Montaña,35,117,213
1464,2023-04-25,Usulutan,Rural,151,112,129
1465,2024-05-28,Ahuachapan,Ciudad,126,86,47
1466,2022-08-26,Santa Ana,Playa,158,176,237
1467,2021-04-15,Santa Ana,Rural,91,173,235
1468,2023-12-04,Usulutan,Rural,21,19,215
1469,2024-09-25,Santa Ana,Rural,156,159,100
1470,2023-01-10,Santa Ana,Ciudad,110,140,37
1471,2022-10-25,Santa Ana,Montaña,163,99,97
1472,2024-11-22,Usulutan,Rural,116,16,62
1473,2023-10-13,Usulutan,Ciudad,141,82,201
1474,2022-01-25,La Paz,Playa,136,105,96
1475,2022-12-31,Sonsonate,Montaña,52,113,246
1476,2024-04-16,Ahuachapan,Playa,109,22,202
1477,2022-03-17,La Libertad,Montaña,195,173,52
1478,2021-12-06,La Paz,Ciudad,44,140,161
1479,2024-10-02,Usulutan,Montaña,178,68,171
1480,2021-11-29,Santa Ana,Rural,91,130,247
1481,2021-02-16,San Salvador,Ciudad,137,136,213
1482,2023-03-12,Ahuachapan,Ciudad,22,123,161
1483,2022-06-09,San Salvador,Ciudad,52,17,52
1484,2024-06-16,San Miguel,Rural,105,14,93
1485,2022-02-25,Usulutan,Montaña,139,5,188
1486,2024-08-08,La Libertad,Montaña,160,160,62
1487,2023-09-03,La Paz,Ciudad,181,25,36
1488,2022-05-29,La Paz,Montaña,190,90,148
1489,2022-04-18,La Libertad,Montaña,169,84,59
1490,2022-03-12,La Paz,Playa,150,165,106
1491,2022-06-08,La Libertad,Rural,37,172,216
1492,2023-11-07,Sonsonate,Ciudad,137,79,153
1493,2021-12-12,Usulutan,Rural,188,117,193
1494,2024-06-08,Usulutan,Rural,194,43,119
1495,2024-05-18,Ahuachapan,Rural,144,131,145
1496,2023-04-05,La Libertad,Montaña,104,53,132
1497,2024-03-16,Usulutan,Ciudad,162,123,51
1498,2021-10-01,Sonsonate,Playa,90,35,158
1499,2021-05-01,San Miguel,Playa,94,171,174
1500,2022-03-17,La Paz,Rural,85,69,55
1501,2022-08-09,San Miguel,Playa,138,147,200
1502,2021-01-17,Usulutan,Montaña,124,77,174
1503,2024-11-15,Sonsonate,Rural,98,84,192
1504,2022-01-19,La Libertad,Playa,62,93,209
1505,2021-02-03,San Salvador,Ciudad,180,23,156
1506,2023-05-05,Santa Ana,Playa,102,117,74
1507,2023-01-23,La Libertad,Playa,57,99,101
1508,2021-01-21,Santa Ana,Playa,148,52,115
1509,2024-08-25,Sonsonate,Montaña,96,31,137
1510,2022-03-02,San Salvador,Montaña,152,172,179
1511,2022-02-02,La Libertad,Rural,74,89,248
1512,2024-02-12,Sonsonate,Ciudad,187,173,134
1513,2024-04-07,La Paz,Ciudad,72,177,63
1514,2021-10-09,La Paz,Rural,158,57,170
1515,2024-01-13,La Libertad,Rural,85,71,189
1516,2021-12-07,La Paz,Playa,121,81,158
1517,2024-06-05,La Paz,Montaña,67,104,61
1518,2022-05-26,Sonsonate,Montaña,125,54,38
1519,2022-09-21,San Miguel,Montaña,101,135,213
1520,2024-09-01,Santa Ana,Ciudad,120,43,207
1521,2023-10-21,Sonsonate,Playa,46,67,47
1522,2022-11-22,San Miguel,Playa,184,124,200
1523,2024-05-29,Usulutan,Rural,66,66,179
1524,2024-07-18,San Miguel,Rural,167,142,87
1525,2022-12-16,Sonsonate,Montaña,76,160,76
1526,2024-01-08,Ahuachapan,Playa,132,57,204
1527,2022-06-28,San Salvador,Ciudad,25,110,213
1528,2023-03-14,San Salvador,Ciudad,131,142,142
1529,2021-08-17,La Libertad,Rural,163,65,71
1530,2023-04-13,San Salvador,Montaña,94,120,216
1531,2023-05-25,Ahuachapan,Ciudad,89,169,168
1532,2021-03-19,Santa Ana,Playa,186,6,119
1533,2022-06-02,La Libertad,Playa,128,147,207
1534,2022-10-18,Usulutan,Playa,83,172,117
1535,2024-03-30,La Paz,Rural,54,90,119
1536,2024-08-28,La Paz,Rural,65,113,35
1537,2022-03-05,Sonsonate,Montaña,132,133,129
1538,2021-03-26,Ahuachapan,Playa,47,163,83
1539,2024-11-30,Sonsonate,Rural,144,21,89
1540,2023-11-02,La Libertad,Montaña,91,140,79
1541,2023-02-09,Ahuachapan,Playa,117,112,247
1542,2023-04-21,La Libertad,Ciudad,44,53,166
1543,2022-03-16,San Miguel,Playa,22,90,105
1544,2021-08-04,San Miguel,Playa,61,74,211
1545,2022-09-06,Ahuachapan,Rural,198,164,132
1546,2022-05-15,Sonsonate,Rural,146,143,48
1547,2022-01-30,Sonsonate,Rural,134,49,149
1548,2024-01-27,Ahuachapan,Playa,159,146,240
1549,2024-04-10,Ahuachapan,Ciudad,61,87,160
1550,2023-04-20,La Libertad,Rural,142,70,177
1551,2024-03-03,Santa Ana,Rural,100,137,225
1552,2022-06-02,San Salvador,Playa,51,56,69
1553,2024-01-27,Usulutan,Rural,160,28,160
1554,2024-07-15,San Salvador,Playa,73,108,202
1555,2024-05-21,La Paz,Playa,82,39,222
1556,2021-09-12,La Libertad,Playa,92,171,176
1557,2023-06-22,La Libertad,Rural,54,63,162
1558,2022-08-06,Santa Ana,Rural,167,88,95
1559,2023-10-11,San Miguel,Playa,174,109,73
1560,2023-07-13,San Salvador,Rural,148,32,87
1561,2022-11-19,Santa Ana,Rural,139,113,218
1562,2021-10-06,Santa Ana,Rural,155,92,205
1563,2021-09-27,San Salvador,Montaña,157,46,178
1564,2023-09-08,San Salvador,Ciudad,175,60,205
1565,2023-12-20,Santa Ana,Rural,118,134,195
1566,2023-03-04,Sonsonate,Ciudad,167,174,87
1567,2023-12-16,Usulutan,Ciudad,126,8,114
1568,2023-10-01,San Miguel,Montaña,161,88,166
1569,2024-09-06,Sonsonate,Playa,60,50,38
1570,2022-11-27,La Paz,Playa,163,82,151
1571,2023-03-29,San Salvador,Ciudad,41,131,223
1572,2024-02-10,La Libertad,Rural,164,42,40
1573,2021-11-05,Usulutan,Ciudad,84,129,123
1574,2022-07-08,Santa Ana,Playa,95,143,66
1575,2023-02-06,Sonsonate,Rural,80,36,156
1576,2021-11-27,Usulutan,Montaña,148,112,154
1577,2022-07-29,Sonsonate,Ciudad,64,69,129
1578,2022-04-14,San Salvador,Montaña,193,78,56
1579,2024-04-13,Santa Ana,Ciudad,113,169,77
1580,2022-01-15,Usulutan,Montaña,121,40,243
1581,2023-04-25,Ahuachapan,Montaña,182,80,139
1582,2023-05-09,La Paz,Ciudad,191,137,144
1583,2023-05-05,Ahuachapan,Rural,95,31,180
1584,2021-07-23,La Libertad,Rural,150,88,55
1585,2021-10-13,San Miguel,Playa,48,139,113
1586,2024-05-12,Ahuachapan,Ciudad,183,167,217
1587,2022-10-27,Usulutan,Ciudad,21,55,245
1588,2023-07-10,Sonsonate,Ciudad,77,154,144
1589,2024-12-08,San Miguel,Playa,142,59,116
1590,2023-09-26,La Libertad,Rural,80,137,103
1591,2022-12-20,Ahuachapan,Rural,50,114,108
1592,2021-11-28,San Miguel,Ciudad,62,15,81
1593,2022-07-30,La Libertad,Rural,54,134,164
1594,2022-08-10,Usulutan,Montaña,115,74,244
1595,2022-08-19,La Paz,Playa,98,139,98
1596,2021-03-10,San Miguel,Rural,145,28,178
1597,2023-10-27,San Miguel,Playa,122,154,195
1598,2024-09-21,La Libertad,Ciudad,132,94,46
1599,2024-02-28,San Salvador,Rural,32,115,76
1600,2022-03-31,Ahuachapan,Rural,41,95,241
1601,2021-03-02,San Miguel,Montaña,114,7,241
1602,2023-01-29,La Paz,Montaña,29,148,65
1603,2022-11-07,Usulutan,Rural,125,131,173
1604,2022-11-23,Santa Ana,Rural,190,40,221
1605,2024-04-22,Usulutan,Rural,135,165,39
1606,2021-02-18,La Libertad,Montaña,29,153,239
1607,2021-05-13,La Paz,Montaña,76,78,110
1608,2021-01-18,San Salvador,Rural,140,136,141
1609,2023-06-01,San Salvador,Montaña,184,173,40
1610,2022-06-20,La Libertad,Montaña,178,122,48
1611,2023-07-23,Usulutan,Ciudad,175,147,130
1612,2024-09-06,La Libertad,Rural,142,62,216
1613,2024-10-08,Ahuachapan,Playa,107,85,224
1614,2024-12-06,Santa Ana,Ciudad,106,99,84
1615,2022-07-26,San Salvador,Ciudad,43,145,237
1616,2022-02-24,Ahuachapan,Ciudad,57,14,73
1617,2024-04-09,Usulutan,Playa,93,171,190
1618,2021-04-26,San Miguel,Montaña,111,16,199
1619,2021-08-28,Ahuachapan,Ciudad,40,163,124
1620,2024-03-24,Santa Ana,Rural,115,103,211
1621,2022-08-19,La Paz,Ciudad,29,9,182
1622,2024-09-05,La Paz,Playa,190,15,140
1623,2024-03-18,La Libertad,Playa,168,179,53
1624,2023-04-15,Santa Ana,Montaña,39,150,40
1625,2021-07-25,Usulutan,Ciudad,192,58,157
1626,2022-07-05,Sonsonate,Playa,24,115,76
1627,2021-02-28,Sonsonate,Playa,170,168,83
1628,2022-10-19,San Salvador,Playa,140,83,213
1629,2023-08-15,Sonsonate,Rural,143,75,117
1630,2023-12-19,Ahuachapan,Ciudad,41,121,41
1631,2023-06-23,La Libertad,Montaña,104,168,152
1632,2021-04-07,San Miguel,Montaña,38,15,155
1633,2024-07-07,La Libertad,Ciudad,129,82,36
1634,2021-08-26,Ahuachapan,Ciudad,57,33,77
1635,2024-10-17,San Salvador,Rural,154,123,217
1636,2023-06-15,Sonsonate,Rural,177,40,183
1637,2022-06-12,Santa Ana,Ciudad,182,137,185
1638,2021-03-28,Usulutan,Ciudad,136,65,102
1639,2023-01-23,Santa Ana,Rural,64,131,163
1640,2022-02-14,San Miguel,Ciudad,196,37,225
1641,2023-12-10,Santa Ana,Rural,172,147,57
1642,2022-06-11,La Libertad,Ciudad,119,102,81
1643,2022-01-31,San Miguel,Playa,31,116,79
1644,2021-11-13,Usulutan,Ciudad,197,28,243
1645,2023-02-22,Sonsonate,Playa,54,130,73
1646,2021-06-20,Usulutan,Ciudad,130,169,236
1647,2022-01-18,Ahuachapan,Ciudad,52,125,231
1648,2021-09-24,Usulutan,Playa,83,173,69
1649,2023-06-30,La Paz,Rural,197,78,95
1650,2021-09-03,Santa Ana,Ciudad,77,133,132
1651,2021-07-03,Ahuachapan,Rural,136,112,146
1652,2024-03-17,Sonsonate,Playa,80,69,239
1653,2022-10-13,San Miguel,Rural,158,110,189
1654,2024-11-01,La Libertad,Ciudad,56,52,199
1655,2024-05-10,Sonsonate,Montaña,39,179,56
1656,2024-05-25,Ahuachapan,Montaña,118,98,59
1657,2024-11-06,La Paz,Playa,63,153,163
1658,2021-11-08,Ahuachapan,Playa,30,95,233
1659,2023-08-29,La Paz,Rural,58,110,243
1660,2023-06-12,Ahuachapan,Playa,173,80,196
1661,2023-09-16,San Salvador,Playa,183,56,232
1662,2023-02-01,La Libertad,Ciudad,168,50,148
1663,2021-09-12,Ahuachapan,Rural,155,47,221
1664,2021-01-30,Ahuachapan,Montaña,90,136,40
1665,2022-01-17,Usulutan,Rural,158,81,186
1666,2022-08-11,Sonsonate,Montaña,177,57,60
1667,2021-11-10,Santa Ana,Ciudad,41,87,41
1668,2022-01-13,Sonsonate,Ciudad,172,38,248
1669,2022-06-28,Usulutan,Playa,50,110,91
1670,2023-12-07,La Paz,Rural,158,171,238
1671,2023-08-19,San Miguel,Rural,68,65,58
1672,2022-01-18,Usulutan,Ciudad,123,118,123
1673,2022-05-23,San Salvador,Rural,40,95,93
1674,2024-02-21,La Paz,Playa,74,67,242
1675,2022-09-16,Ahuachapan,Playa,154,122,243
1676,2022-08-22,La Libertad,Montaña,93,53,118
1677,2022-08-29,Usulutan,Playa,80,120,135
1678,2024-11-03,La Libertad,Playa,119,130,202
1679,2024-07-29,Ahuachapan,Playa,192,66,68
1680,2022-11-26,Santa Ana,Playa,145,111,62
1681,2021-04-27,La Paz,Ciudad,25,29,238
1682,2022-11-06,Sonsonate,Ciudad,84,147,245
1683,2021-07-26,La Libertad,Rural,118,79,198
1684,2023-12-09,Ahuachapan,Playa,184,60,224
1685,2024-10-13,San Salvador,Ciudad,149,37,60
1686,2021-03-16,Santa Ana,Montaña,126,113,107
1687,2022-02-26,Ahuachapan,Rural,104,134,88
1688,2023-10-08,Ahuachapan,Montaña,49,178,148
1689,2022-04-16,Sonsonate,Ciudad,50,134,152
1690,2021-07-26,San Miguel,Montaña,36,132,168
1691,2023-01-21,San Miguel,Montaña,45,28,156
1692,2022-10-19,Usulutan,Rural,119,19,70
1693,2022-06-16,Usulutan,Rural,58,151,43
1694,2023-03-23,Ahuachapan,Rural,131,29,209
1695,2024-06-12,San Miguel,Rural,72,34,134
1696,2024-01-25,Sonsonate,Montaña,64,149,40
1697,2023-04-03,San Salvador,Ciudad,148,86,185
1698,2024-04-08,San Miguel,Ciudad,82,156,131
1699,2024-03-07,Sonsonate,Montaña,188,76,115
1700,2022-12-07,San Miguel,Ciudad,144,164,128
1701,2021-06-20,San Miguel,Playa,35,109,109
1702,2021-12-11,San Miguel,Rural,82,49,163
1703,2022-06-05,Usulutan,Playa,178,155,209
1704,2022-01-04,Ahuachapan,Montaña,80,42,203
1705,2024-10-30,San Miguel,Ciudad,167,124,214
1706,2021-08-27,Santa Ana,Playa,44,158,190
1707,2022-08-06,La Paz,Rural,22,11,220
1708,2022-05-09,La Libertad,Ciudad,169,174,198
1709,2024-06-25,Santa Ana,Playa,149,32,78
1710,2023-10-26,Santa Ana,Ciudad,193,44,200
1711,2024-08-22,San Miguel,Playa,38,131,78
