id_visita_parque,fecha,parque,pais_origen,gasto_estimado
3520,2022-06-16,Amulapa,Mexico,11
3521,2024-12-25,Balboa,Estados Unidos,25
3522,2021-10-07,Amulapa,Guatemala,48
3523,2022-07-30,Apulo,España,69
3524,2023-10-14,Apulo,Honduras,66
3525,2024-10-15,Apulo,Costa Rica,51
3526,2021-03-06,Balboa,Estados Unidos,33
3527,2024-09-12,Apulo,Mexico,67
3528,2024-07-28,Balboa,Costa Rica,28
3529,2023-05-08,Amulapa,Guatemala,52
3530,2023-05-24,Balboa,Estados Unidos,9
3531,2023-04-23,Cerro Verde,Mexico,26
3532,2023-07-18,Sunset Park,Costa Rica,5
3533,2024-06-10,Sunset Park,Nicaragua,32
3534,2024-01-02,Sunset Park,España,74
3535,2023-07-29,Apulo,España,5
3536,2024-11-07,Sunset Park,Canada,41
3537,2022-05-01,Cerro Verde,Estados Unidos,42
3538,2022-04-28,Balboa,Mexico,13
3539,2023-03-11,Amulapa,Mexico,38
3540,2024-10-16,Apulo,Canada,47
3541,2024-11-12,Apulo,Costa Rica,64
3542,2022-05-10,Cerro Verde,Honduras,57
3543,2024-09-06,Balboa,Nicaragua,52
3544,2022-05-24,Sunset Park,España,37
3545,2022-12-20,Balboa,Estados Unidos,49
3546,2022-02-18,Balboa,Guatemala,30
3547,2023-06-01,Puerta del Diablo,Estados Unidos,13
3548,2022-04-28,Sunset Park,Honduras,64
3549,2023-05-08,Apulo,España,10
3550,2023-10-23,Cerro Verde,Guatemala,43
3551,2023-03-27,Balboa,Honduras,23
3552,2024-07-09,Puerta del Diablo,España,48
3553,2022-08-02,Apulo,Guatemala,32
3554,2022-08-05,Cerro Verde,Guatemala,7
3555,2023-03-13,Amulapa,Canada,18
3556,2023-06-06,Amulapa,España,19
3557,2024-08-09,Sunset Park,Canada,31
3558,2021-07-01,Apulo,Canada,34
3559,2021-12-08,Sunset Park,Honduras,13
3560,2023-03-01,Sunset Park,Honduras,75
3561,2024-10-23,Puerta del Diablo,Canada,49
3562,2022-05-24,Balboa,Estados Unidos,64
3563,2024-11-10,Sunset Park,Honduras,66
3564,2023-04-16,Puerta del Diablo,Canada,69
3565,2022-06-30,Puerta del Diablo,Canada,21
3566,2023-05-13,Cerro Verde,Mexico,53
3567,2024-06-10,Puerta del Diablo,Nicaragua,5
3568,2023-03-31,Apulo,España,72
3569,2023-10-14,Sunset Park,Honduras,34
3570,2021-05-14,Amulapa,España,46
3571,2021-11-11,Puerta del Diablo,Canada,14
3572,2023-11-30,Sunset Park,Costa Rica,39
3573,2022-06-12,Sunset Park,Estados Unidos,26
3574,2022-08-01,Balboa,Guatemala,23
3575,2024-09-23,Apulo,Honduras,35
3576,2021-06-07,Puerta del Diablo,Honduras,6
3577,2021-03-09,Amulapa,Nicaragua,65
3578,2022-05-31,Sunset Park,Canada,41
3579,2021-11-16,Apulo,España,57
3580,2021-04-10,Amulapa,Guatemala,37
3581,2023-11-15,Balboa,Costa Rica,29
3582,2022-10-08,Amulapa,Guatemala,20
3583,2022-08-04,Cerro Verde,Nicaragua,30
3584,2024-01-05,Balboa,Guatemala,64
3585,2021-06-20,Puerta del Diablo,Mexico,25
3586,2023-09-14,Puerta del Diablo,Estados Unidos,18
3587,2024-12-29,Sunset Park,Canada,45
3588,2023-06-30,Apulo,Costa Rica,60
3589,2022-04-07,Balboa,Mexico,54
3590,2024-04-21,Apulo,Mexico,42
3591,2024-11-11,Sunset Park,Honduras,34
3592,2024-03-07,Cerro Verde,Canada,60
3593,2021-01-24,Puerta del Diablo,Honduras,12
3594,2022-01-10,Apulo,Honduras,14
3595,2021-09-06,Puerta del Diablo,España,30
3596,2023-12-26,Sunset Park,Mexico,50
3597,2022-05-13,Amulapa,Costa Rica,8
3598,2022-03-01,Cerro Verde,Canada,8
3599,2022-11-24,Balboa,Guatemala,66
3600,2021-07-16,Apulo,Mexico,51
3601,2023-12-10,Puerta del Diablo,Canada,24
3602,2024-05-08,Cerro Verde,Canada,49
3603,2021-05-16,Puerta del Diablo,Estados Unidos,56
3604,2022-01-31,Puerta del Diablo,España,67
3605,2023-01-01,Sunset Park,España,42
3606,2023-03-08,Cerro Verde,Honduras,61
3607,2022-04-24,Sunset Park,España,70
3608,2022-09-30,Sunset Park,Nicaragua,21
3609,2024-01-03,Apulo,España,40
3610,2023-09-18,Amulapa,Estados Unidos,28
3611,2021-06-03,Amulapa,Estados Unidos,8
3612,2024-11-18,Balboa,Honduras,63
3613,2023-05-29,Balboa,Nicaragua,32
3614,2022-11-28,Sunset Park,Honduras,31
3615,2023-03-04,Sunset Park,Honduras,13
3616,2023-12-09,Puerta del Diablo,Costa Rica,8
3617,2023-01-31,Puerta del Diablo,España,14
3618,2022-08-09,Cerro Verde,Nicaragua,19
3619,2022-04-29,Apulo,Nicaragua,61
3620,2022-02-03,Sunset Park,Mexico,7
3621,2021-02-11,Puerta del Diablo,Estados Unidos,44
3622,2024-06-23,Amulapa,Mexico,75
3623,2021-10-04,Balboa,Honduras,39
3624,2021-01-27,Sunset Park,Costa Rica,46
3625,2024-01-09,Apulo,Costa Rica,76
3626,2023-12-23,Apulo,Guatemala,40
3627,2021-06-28,Sunset Park,Mexico,79
3628,2022-11-03,Amulapa,Nicaragua,42
3629,2022-06-08,Puerta del Diablo,Guatemala,34
3630,2022-02-12,Balboa,Costa Rica,68
3631,2021-06-20,Puerta del Diablo,Guatemala,31
3632,2021-03-16,Sunset Park,Mexico,10
3633,2023-09-17,Puerta del Diablo,Honduras,27
3634,2024-10-15,Cerro Verde,Canada,31
3635,2021-10-10,Cerro Verde,Guatemala,29
3636,2024-10-26,Puerta del Diablo,Estados Unidos,26
3637,2023-09-10,Cerro Verde,Mexico,26
3638,2022-05-20,Puerta del Diablo,Nicaragua,50
3639,2021-11-08,Cerro Verde,Estados Unidos,67
3640,2023-10-23,Apulo,Nicaragua,53
3641,2021-11-21,Balboa,Honduras,63
3642,2021-12-27,Cerro Verde,Nicaragua,55
3643,2021-12-26,Balboa,Canada,31
3644,2021-11-17,Apulo,Costa Rica,16
3645,2023-06-19,Balboa,Costa Rica,74
3646,2023-08-24,Amulapa,Nicaragua,53
3647,2022-03-25,Puerta del Diablo,Honduras,65
3648,2022-03-30,Apulo,Guatemala,51
3649,2022-11-03,Apulo,Honduras,10
3650,2021-02-12,Sunset Park,Guatemala,38
3651,2024-06-16,Amulapa,Estados Unidos,21
3652,2023-09-01,Puerta del Diablo,Honduras,22
3653,2022-08-04,Amulapa,Mexico,79
3654,2023-07-31,Puerta del Diablo,Estados Unidos,45
3655,2022-01-20,Cerro Verde,Nicaragua,5
3656,2024-01-24,Balboa,Estados Unidos,29
3657,2024-11-08,Balboa,Mexico,51
3658,2022-09-29,Amulapa,Nicaragua,56
3659,2021-10-19,Cerro Verde,Guatemala,19
3660,2023-10-17,Balboa,Honduras,39
3661,2021-03-05,Cerro Verde,Estados Unidos,26
3662,2021-08-13,Apulo,Mexico,52
3663,2021-11-26,Apulo,Mexico,68
3664,2024-03-24,Cerro Verde,Mexico,49
3665,2024-02-27,Sunset Park,Honduras,70
3666,2021-01-29,Puerta del Diablo,Estados Unidos,55
3667,2022-08-17,Apulo,Costa Rica,52
3668,2022-03-30,Amulapa,Canada,49
3669,2024-08-04,Puerta del Diablo,Nicaragua,67
3670,2022-10-04,Sunset Park,Nicaragua,73
3671,2022-02-12,Apulo,Mexico,39
3672,2024-03-13,Puerta del Diablo,España,5
3673,2022-07-18,Amulapa,Nicaragua,21
3674,2024-07-29,Cerro Verde,Canada,26
3675,2022-05-28,Cerro Verde,Estados Unidos,6
3676,2022-10-26,Amulapa,Nicaragua,59
3677,2022-06-24,Apulo,Honduras,69
3678,2021-02-02,Balboa,Honduras,33
3679,2021-08-18,Sunset Park,Honduras,51
3680,2022-03-10,Sunset Park,Nicaragua,61
3681,2024-03-08,Apulo,Costa Rica,55
3682,2022-07-28,Amulapa,Costa Rica,38
3683,2021-09-13,Balboa,Canada,48
3684,2021-04-10,Sunset Park,Estados Unidos,75
3685,2021-12-01,Amulapa,Honduras,22
3686,2023-03-26,Amulapa,Mexico,79
3687,2022-10-08,Balboa,Costa Rica,27
3688,2021-01-10,Balboa,Canada,48
3689,2024-09-15,Amulapa,Canada,22
3690,2021-02-18,Apulo,Mexico,6
3691,2023-06-23,Puerta del Diablo,Canada,49
3692,2022-02-17,Amulapa,Mexico,6
3693,2021-04-25,Sunset Park,Costa Rica,72
3694,2022-11-09,Balboa,Nicaragua,26
3695,2021-11-07,Cerro Verde,Mexico,67
3696,2024-01-06,Sunset Park,Nicaragua,77
3697,2023-03-31,Apulo,Honduras,7
3698,2023-10-04,Sunset Park,Estados Unidos,8
3699,2022-08-19,Apulo,Guatemala,39
3700,2021-05-26,Sunset Park,Honduras,46
3701,2024-05-02,Cerro Verde,Guatemala,14
3702,2021-03-22,Puerta del Diablo,Nicaragua,64
3703,2024-09-05,Amulapa,Honduras,15
3704,2022-05-02,Apulo,Costa Rica,40
3705,2021-07-26,Sunset Park,Guatemala,22
3706,2024-02-27,Apulo,Canada,22
3707,2022-09-05,Amulapa,Mexico,32
3708,2023-08-17,Cerro Verde,Nicaragua,13
3709,2023-08-30,Balboa,Costa Rica,35
3710,2024-11-17,Sunset Park,Mexico,54
3711,2024-03-13,Balboa,Mexico,70
3712,2022-07-07,Apulo,España,15
3713,2022-02-02,Puerta del Diablo,España,27
3714,2024-10-06,Puerta del Diablo,Canada,8
3715,2022-07-15,Puerta del Diablo,Guatemala,20
3716,2021-11-08,Apulo,España,16
3717,2023-04-06,Sunset Park,España,48
3718,2024-06-23,Cerro Verde,Costa Rica,47
3719,2024-10-28,Puerta del Diablo,Honduras,44
3720,2023-02-13,Sunset Park,Estados Unidos,50
3721,2021-04-22,Cerro Verde,Guatemala,45
3722,2022-01-22,Amulapa,Guatemala,54
3723,2024-09-21,Cerro Verde,España,11
3724,2023-05-08,Amulapa,Costa Rica,47
3725,2023-03-17,Balboa,Nicaragua,70
3726,2023-03-04,Cerro Verde,Costa Rica,22
3727,2024-02-13,Sunset Park,Estados Unidos,18
3728,2023-01-21,Cerro Verde,Guatemala,8
3729,2023-10-09,Apulo,España,22
3730,2022-09-01,Balboa,Costa Rica,60
3731,2021-02-06,Cerro Verde,Guatemala,38
3732,2022-10-09,Amulapa,Guatemala,16
3733,2023-01-10,Amulapa,Nicaragua,30
3734,2021-02-27,Cerro Verde,Canada,70
3735,2024-03-17,Amulapa,Guatemala,7
3736,2021-02-04,Puerta del Diablo,Nicaragua,41
3737,2024-05-18,Balboa,Costa Rica,59
3738,2021-10-02,Cerro Verde,Guatemala,23
3739,2022-07-18,Puerta del Diablo,Costa Rica,40
3740,2021-07-04,Balboa,Nicaragua,60
3741,2024-08-24,Apulo,Nicaragua,54
3742,2023-07-11,Cerro Verde,España,70
3743,2024-10-04,Puerta del Diablo,Canada,18
3744,2021-01-07,Sunset Park,España,54
3745,2021-05-27,Amulapa,Guatemala,55
3746,2024-03-03,Apulo,Estados Unidos,69
3747,2024-09-16,Cerro Verde,Guatemala,7
3748,2022-11-13,Balboa,Estados Unidos,55
3749,2022-01-27,Amulapa,Nicaragua,20
3750,2022-05-03,Balboa,Nicaragua,37
3751,2022-09-08,Amulapa,Mexico,48
3752,2021-12-26,Puerta del Diablo,Honduras,65
3753,2022-04-09,Balboa,Nicaragua,54
3754,2023-09-01,Cerro Verde,Canada,46
3755,2021-06-07,Puerta del Diablo,Guatemala,38
3756,2021-08-15,Amulapa,Nicaragua,60
3757,2022-11-11,Sunset Park,Estados Unidos,51
3758,2023-06-17,Puerta del Diablo,Mexico,23
3759,2023-09-25,Cerro Verde,Mexico,70
3760,2022-01-15,Cerro Verde,Costa Rica,41
3761,2022-08-03,Balboa,Honduras,18
3762,2024-12-05,Amulapa,Honduras,13
3763,2024-02-05,Apulo,Guatemala,23
3764,2022-02-02,Puerta del Diablo,España,47
3765,2021-11-02,Puerta del Diablo,Mexico,43
3766,2021-09-18,Apulo,Mexico,58
3767,2022-04-12,Amulapa,Honduras,54
3768,2024-07-24,Apulo,Canada,48
3769,2022-09-09,Balboa,Honduras,50
3770,2023-09-22,Cerro Verde,Guatemala,50
3771,2024-02-27,Sunset Park,Estados Unidos,42
3772,2023-06-02,Sunset Park,Canada,29
3773,2023-09-28,Sunset Park,Canada,47
3774,2021-03-04,Amulapa,Guatemala,11
3775,2021-09-24,Amulapa,Estados Unidos,36
3776,2022-12-22,Amulapa,Mexico,60
3777,2024-02-01,Cerro Verde,Costa Rica,40
3778,2022-06-27,Apulo,Honduras,15
3779,2023-06-19,Cerro Verde,Estados Unidos,37
3780,2024-02-14,Apulo,Mexico,54
3781,2021-08-06,Amulapa,Honduras,20
3782,2022-02-14,Amulapa,Canada,71
3783,2023-11-02,Sunset Park,Estados Unidos,46
3784,2024-06-19,Puerta del Diablo,Nicaragua,14
3785,2022-12-31,Amulapa,Honduras,11
3786,2023-12-29,Puerta del Diablo,Costa Rica,62
3787,2021-11-02,Puerta del Diablo,Estados Unidos,51
3788,2023-09-20,Puerta del Diablo,Mexico,64
3789,2021-07-28,Puerta del Diablo,Honduras,24
3790,2022-03-14,Cerro Verde,Estados Unidos,9
3791,2021-05-17,Balboa,Costa Rica,66
3792,2022-08-15,Apulo,Honduras,78
3793,2022-07-10,Sunset Park,Nicaragua,73
3794,2023-11-04,Puerta del Diablo,Honduras,42
3795,2022-12-16,Amulapa,Canada,8
3796,2023-12-13,Amulapa,Canada,60
3797,2024-10-16,Sunset Park,España,21
3798,2021-09-13,Amulapa,Guatemala,46
3799,2024-02-17,Amulapa,Costa Rica,64
3800,2024-11-28,Puerta del Diablo,Honduras,30
3801,2021-09-03,Amulapa,Nicaragua,50
3802,2023-10-04,Apulo,Mexico,34
3803,2022-10-02,Amulapa,Guatemala,9
3804,2024-10-18,Balboa,Estados Unidos,77
3805,2022-02-06,Puerta del Diablo,España,20
3806,2023-05-30,Apulo,Estados Unidos,66
3807,2021-03-19,Balboa,Nicaragua,44
3808,2023-01-12,Apulo,España,26
3809,2023-05-07,Apulo,Nicaragua,17
3810,2021-11-30,Sunset Park,España,6
3811,2021-07-17,Puerta del Diablo,España,66
3812,2022-12-30,Cerro Verde,Costa Rica,57
3813,2021-10-23,Cerro Verde,Guatemala,17
3814,2021-06-07,Amulapa,Estados Unidos,64
3815,2023-03-02,Puerta del Diablo,Mexico,53
3816,2022-07-01,Apulo,Canada,43
3817,2023-07-29,Puerta del Diablo,Mexico,46
3818,2022-02-12,Puerta del Diablo,Guatemala,57
3819,2023-07-18,Balboa,Estados Unidos,7
3820,2024-01-02,Amulapa,Nicaragua,22
3821,2022-09-26,Amulapa,Honduras,41
3822,2023-05-06,Balboa,Estados Unidos,40
3823,2021-12-31,Puerta del Diablo,España,52
3824,2022-05-02,Sunset Park,España,35
3825,2023-05-11,Sunset Park,Nicaragua,78
3826,2023-10-17,Balboa,Costa Rica,5
3827,2021-04-19,Amulapa,Costa Rica,61
3828,2022-09-14,Amulapa,Canada,77
3829,2022-01-15,Apulo,España,63
3830,2024-03-10,Balboa,Nicaragua,41
3831,2024-02-08,Amulapa,Estados Unidos,18
3832,2023-05-20,Sunset Park,Costa Rica,6
3833,2023-05-29,Cerro Verde,Costa Rica,7
3834,2024-06-01,Sunset Park,Estados Unidos,54
3835,2023-09-18,Amulapa,Guatemala,31
3836,2023-11-22,Puerta del Diablo,Mexico,10
3837,2021-01-26,Amulapa,Guatemala,41
3838,2023-12-11,Puerta del Diablo,Honduras,17
3839,2023-03-15,Apulo,Guatemala,20
3840,2023-12-19,Cerro Verde,Mexico,57
3841,2024-11-02,Puerta del Diablo,Honduras,5
3842,2022-09-08,Sunset Park,Estados Unidos,47
3843,2021-05-21,Cerro Verde,Mexico,32
3844,2022-10-18,Amulapa,Mexico,79
3845,2024-08-19,Puerta del Diablo,Estados Unidos,27
3846,2022-07-19,Cerro Verde,Honduras,51
3847,2024-09-21,Balboa,Honduras,27
3848,2023-12-24,Amulapa,Costa Rica,58
3849,2023-07-11,Cerro Verde,Canada,60
3850,2022-11-02,Cerro Verde,Estados Unidos,21
3851,2024-02-05,Sunset Park,Mexico,62
3852,2021-01-22,Sunset Park,Estados Unidos,67
3853,2024-10-18,Amulapa,Nicaragua,19
3854,2021-12-18,Puerta del Diablo,Costa Rica,78
3855,2021-06-21,Balboa,Honduras,68
3856,2024-10-07,Amulapa,Guatemala,27
3857,2024-01-11,Balboa,Guatemala,47
3858,2024-06-05,Cerro Verde,Canada,13
3859,2023-01-14,Cerro Verde,Canada,48
3860,2024-05-01,Balboa,Estados Unidos,64
3861,2021-05-17,Puerta del Diablo,España,31
3862,2024-06-03,Cerro Verde,Mexico,66
3863,2024-05-13,Apulo,Mexico,48
3864,2022-03-10,Sunset Park,Canada,50
3865,2021-06-26,Sunset Park,Nicaragua,78
3866,2023-06-23,Balboa,Nicaragua,18
3867,2022-08-14,Sunset Park,España,17
3868,2022-08-11,Puerta del Diablo,Mexico,25
3869,2024-12-24,Sunset Park,España,48
3870,2024-04-26,Puerta del Diablo,Canada,7
3871,2024-03-16,Balboa,España,10
3872,2024-10-23,Puerta del Diablo,Canada,8
3873,2023-06-09,Balboa,Nicaragua,76
3874,2021-09-28,Puerta del Diablo,Mexico,20
3875,2022-04-18,Apulo,Canada,68
3876,2021-12-04,Balboa,Guatemala,79
3877,2023-01-19,Balboa,Honduras,20
3878,2022-03-23,Amulapa,Mexico,23
3879,2023-03-23,Cerro Verde,Guatemala,52
3880,2024-02-17,Puerta del Diablo,Mexico,7
3881,2021-06-16,Balboa,Canada,17
3882,2022-12-09,Puerta del Diablo,Estados Unidos,45
3883,2024-02-04,Balboa,España,11
3884,2021-10-01,Amulapa,Costa Rica,62
3885,2024-08-26,Puerta del Diablo,Estados Unidos,9
3886,2022-05-24,Balboa,España,11
3887,2023-08-02,Apulo,Guatemala,46
3888,2021-11-25,Amulapa,Costa Rica,53
3889,2024-08-01,Cerro Verde,Honduras,32
3890,2023-11-20,Cerro Verde,Estados Unidos,19
3891,2021-12-02,Sunset Park,España,69
3892,2023-11-15,Apulo,Mexico,23
3893,2021-12-17,Puerta del Diablo,Estados Unidos,49
3894,2022-04-19,Apulo,Costa Rica,13
3895,2024-12-05,Puerta del Diablo,Nicaragua,76
3896,2021-10-13,Balboa,Nicaragua,74
3897,2024-08-04,Cerro Verde,Estados Unidos,14
3898,2021-08-16,Sunset Park,Mexico,41
3899,2023-07-26,Apulo,Mexico,67
3900,2021-12-18,Cerro Verde,Costa Rica,55
3901,2024-03-08,Amulapa,Canada,12
3902,2022-09-08,Apulo,Honduras,10
3903,2024-04-10,Cerro Verde,Canada,59
3904,2024-05-29,Cerro Verde,Nicaragua,67
3905,2024-03-31,Cerro Verde,España,24
3906,2024-05-15,Apulo,Honduras,36
3907,2022-06-30,Puerta del Diablo,Mexico,63
3908,2021-01-28,Sunset Park,España,7
3909,2022-12-01,Amulapa,Mexico,41
3910,2023-01-29,Cerro Verde,Guatemala,52
3911,2022-07-20,Apulo,Costa Rica,51
3912,2023-09-09,Puerta del Diablo,España,20
3913,2021-05-16,Cerro Verde,Guatemala,49
3914,2023-11-19,Puerta del Diablo,Estados Unidos,15
3915,2023-10-14,Puerta del Diablo,Costa Rica,76
3916,2024-07-22,Balboa,Canada,22
3917,2023-10-05,Balboa,Honduras,62
3918,2023-11-22,Amulapa,Guatemala,58
3919,2024-11-09,Amulapa,Nicaragua,67
3920,2023-04-06,Sunset Park,Nicaragua,15
3921,2024-11-01,Apulo,Canada,35
3922,2023-07-11,Puerta del Diablo,Honduras,38
3923,2023-05-08,Puerta del Diablo,España,50
3924,2023-01-26,Apulo,Nicaragua,61
3925,2024-03-16,Amulapa,España,47
3926,2021-07-15,Cerro Verde,Guatemala,55
3927,2022-03-18,Apulo,Estados Unidos,32
3928,2024-02-06,Amulapa,Canada,36
3929,2021-01-27,Amulapa,Canada,41
3930,2023-11-27,Sunset Park,Canada,25
3931,2021-03-19,Sunset Park,Guatemala,43
3932,2021-01-08,Sunset Park,Guatemala,30
3933,2021-09-14,Apulo,Mexico,11
3934,2022-03-31,Apulo,Guatemala,28
3935,2022-04-13,Balboa,Nicaragua,48
3936,2024-05-22,Cerro Verde,Estados Unidos,67
3937,2024-07-07,Balboa,Guatemala,38
3938,2023-07-17,Sunset Park,Nicaragua,60
3939,2024-10-17,Apulo,Nicaragua,34
3940,2022-12-24,Sunset Park,España,24
3941,2023-09-28,Apulo,Estados Unidos,58
3942,2022-06-19,Balboa,Honduras,27
3943,2022-01-11,Cerro Verde,Canada,29
3944,2021-07-26,Cerro Verde,Honduras,23
3945,2021-05-08,Cerro Verde,Honduras,31
3946,2021-05-01,Balboa,Canada,65
3947,2023-09-16,Balboa,Honduras,17
3948,2021-10-29,Apulo,Honduras,44
3949,2023-11-03,Sunset Park,Estados Unidos,26
3950,2022-07-05,Balboa,Nicaragua,11
3951,2021-12-16,Sunset Park,Mexico,53
3952,2022-12-14,Sunset Park,Estados Unidos,20
3953,2022-10-04,Sunset Park,Costa Rica,57
3954,2022-08-09,Amulapa,Nicaragua,76
3955,2021-09-24,Sunset Park,Honduras,19
3956,2024-09-19,Puerta del Diablo,Mexico,26
3957,2021-07-18,Puerta del Diablo,Nicaragua,60
3958,2023-07-09,Puerta del Diablo,Estados Unidos,39
3959,2023-01-29,Sunset Park,Honduras,29
3960,2023-10-29,Cerro Verde,Mexico,14
3961,2024-02-03,Amulapa,España,26
3962,2021-08-05,Puerta del Diablo,Costa Rica,48
3963,2023-08-04,Amulapa,Nicaragua,47
3964,2023-08-23,Cerro Verde,Costa Rica,40
3965,2024-07-03,Puerta del Diablo,Costa Rica,67
3966,2022-06-21,Puerta del Diablo,Honduras,56
3967,2022-05-12,Sunset Park,Canada,41
3968,2022-05-31,Amulapa,Estados Unidos,36
3969,2021-03-08,Puerta del Diablo,Costa Rica,34
3970,2022-06-03,Apulo,Canada,66
3971,2021-10-27,Cerro Verde,España,54
3972,2021-07-29,Cerro Verde,Costa Rica,57
3973,2021-01-17,Amulapa,Nicaragua,46
3974,2021-05-16,Apulo,Mexico,34
3975,2023-08-11,Amulapa,Nicaragua,13
3976,2021-12-01,Sunset Park,Mexico,6
3977,2023-07-17,Apulo,Honduras,10
3978,2024-12-20,Cerro Verde,Guatemala,79
3979,2021-09-03,Apulo,España,68
3980,2023-11-30,Puerta del Diablo,Guatemala,12
3981,2022-12-13,Balboa,Costa Rica,43
3982,2024-05-28,Puerta del Diablo,España,59
3983,2022-10-23,Amulapa,Nicaragua,61
3984,2021-11-20,Sunset Park,Estados Unidos,13
3985,2021-09-18,Sunset Park,Canada,16
3986,2024-01-13,Apulo,Honduras,54
3987,2022-01-19,Puerta del Diablo,Honduras,9
3988,2022-05-10,Apulo,España,8
3989,2023-10-31,Balboa,Nicaragua,16
3990,2023-11-20,Puerta del Diablo,Costa Rica,43
3991,2022-07-28,Puerta del Diablo,Honduras,23
3992,2024-07-05,Sunset Park,España,63
3993,2022-03-13,Balboa,Nicaragua,61
3994,2023-10-22,Balboa,Nicaragua,66
3995,2024-11-26,Sunset Park,Estados Unidos,63
3996,2022-09-21,Amulapa,Guatemala,51
3997,2023-08-06,Puerta del Diablo,Guatemala,71
3998,2023-02-12,Balboa,Canada,51
3999,2024-02-20,Cerro Verde,Costa Rica,27
4000,2024-02-22,Balboa,Honduras,17
4001,2024-06-07,Sunset Park,Guatemala,13
4002,2022-12-22,Balboa,Mexico,50
4003,2023-10-30,Balboa,España,43
4004,2021-11-23,Sunset Park,Estados Unidos,58
4005,2023-02-23,Sunset Park,Costa Rica,65
4006,2022-03-07,Amulapa,Honduras,45
4007,2023-11-03,Cerro Verde,Estados Unidos,78
4008,2023-06-08,Puerta del Diablo,Canada,13
4009,2022-09-21,Cerro Verde,Guatemala,51
4010,2024-08-15,Cerro Verde,Mexico,62
4011,2023-02-10,Puerta del Diablo,Honduras,30
4012,2021-06-10,Puerta del Diablo,España,67
4013,2024-12-06,Sunset Park,Canada,42
4014,2021-08-07,Apulo,Estados Unidos,6
4015,2022-10-10,Balboa,Nicaragua,8
4016,2024-03-04,Cerro Verde,Estados Unidos,66
4017,2021-01-30,Sunset Park,Guatemala,58
4018,2021-10-02,Balboa,Canada,36
4019,2022-06-10,Apulo,Nicaragua,10
4020,2024-09-21,Apulo,Estados Unidos,60
4021,2022-02-12,Apulo,Canada,51
4022,2023-10-21,Puerta del Diablo,Costa Rica,78
4023,2024-11-27,Sunset Park,Canada,26
4024,2021-04-30,Balboa,Canada,27
4025,2022-10-14,Puerta del Diablo,Costa Rica,11
4026,2022-07-12,Amulapa,Honduras,21
4027,2022-01-08,Amulapa,Guatemala,62
4028,2022-07-23,Amulapa,Mexico,63
4029,2023-08-04,Cerro Verde,Mexico,20
4030,2024-12-17,Amulapa,Canada,36
4031,2021-01-19,Amulapa,Honduras,43
4032,2021-05-21,Cerro Verde,Nicaragua,62
4033,2023-09-11,Apulo,Honduras,49
4034,2023-03-15,Puerta del Diablo,Honduras,34
4035,2021-01-24,Puerta del Diablo,España,73
4036,2023-05-09,Cerro Verde,Mexico,32
4037,2023-01-23,Apulo,Honduras,37
4038,2022-09-10,Amulapa,España,39
4039,2022-04-12,Apulo,Nicaragua,23
4040,2024-03-20,Balboa,España,67
4041,2022-05-14,Sunset Park,Honduras,64
4042,2024-10-15,Sunset Park,Estados Unidos,36
4043,2021-02-06,Balboa,Honduras,28
4044,2023-11-10,Cerro Verde,Guatemala,17
4045,2023-02-05,Amulapa,Canada,23
4046,2024-02-18,Apulo,Estados Unidos,6
4047,2024-09-22,Cerro Verde,Mexico,21
4048,2024-09-10,Cerro Verde,Nicaragua,36
4049,2021-02-24,Amulapa,Canada,42
4050,2021-02-27,Puerta del Diablo,Costa Rica,50
4051,2023-01-15,Apulo,Guatemala,77
4052,2021-09-25,Apulo,Canada,55
4053,2022-02-27,Amulapa,Costa Rica,50
4054,2021-02-04,Apulo,España,49
4055,2022-03-16,Puerta del Diablo,Mexico,51
4056,2021-09-13,Cerro Verde,España,30
4057,2024-09-04,Balboa,España,55
4058,2024-01-11,Puerta del Diablo,Guatemala,44
4059,2022-03-26,Cerro Verde,Mexico,47
4060,2024-07-28,Sunset Park,Canada,27
4061,2024-08-22,Amulapa,Mexico,42
4062,2023-01-14,Puerta del Diablo,Honduras,17
4063,2024-02-26,Balboa,Honduras,21
4064,2022-03-21,Sunset Park,Nicaragua,13
4065,2024-02-23,Puerta del Diablo,Canada,49
4066,2024-02-07,Sunset Park,Estados Unidos,78
4067,2024-12-04,Cerro Verde,Canada,55
4068,2024-11-02,Amulapa,Estados Unidos,35
4069,2023-01-23,Cerro Verde,Costa Rica,16
4070,2023-12-11,Cerro Verde,Nicaragua,23
4071,2021-05-11,Cerro Verde,Honduras,18
4072,2022-06-04,Cerro Verde,Costa Rica,68
4073,2024-02-20,Balboa,Mexico,55
4074,2024-04-10,Balboa,Canada,42
4075,2022-03-26,Apulo,Estados Unidos,38
4076,2023-12-09,Puerta del Diablo,Costa Rica,47
4077,2022-02-07,Balboa,Canada,79
4078,2023-10-20,Sunset Park,Mexico,16
4079,2021-08-20,Balboa,Costa Rica,67
4080,2022-06-08,Sunset Park,Canada,65
4081,2021-09-13,Cerro Verde,España,40
4082,2021-09-09,Puerta del Diablo,Nicaragua,56
4083,2021-12-23,Puerta del Diablo,Honduras,64
4084,2023-07-12,Cerro Verde,Mexico,70
4085,2024-11-13,Apulo,Nicaragua,49
4086,2024-04-13,Apulo,España,51
4087,2021-10-06,Sunset Park,Canada,77
4088,2023-12-23,Puerta del Diablo,Canada,42
4089,2022-01-26,Balboa,Honduras,44
4090,2024-04-19,Apulo,Canada,65
4091,2023-07-15,Balboa,España,35
