id_visita_parque,fecha,parque,pais_origen,gasto_estimado,anio,mes,dia,trimestre,categoria_gasto
3485,2024-06-08,Balboa,Guatemala,27,2024,6,8,2,Bajo
3486,2021-10-29,Apulo,Nicaragua,38,2021,10,29,4,Medio
3487,2024-12-20,Apulo,Canada,37,2024,12,20,4,Medio
3488,2023-03-28,Sunset Park,Estados Unidos,59,2023,3,28,1,Medio
3489,2024-12-22,Cerro Verde,Honduras,59,2024,12,22,4,Medio
3490,2021-03-13,Sunset Park,Costa Rica,79,2021,3,13,1,Alto
3491,2024-08-18,Sunset Park,Nicaragua,48,2024,8,18,3,Medio
3492,2023-05-08,Puerta Del Diablo,Nicaragua,43,2023,5,8,2,Medio
3493,2021-09-09,Puerta Del Diablo,Canada,23,2021,9,9,3,Bajo
3494,2023-01-31,Amulapa,Estados Unidos,7,2023,1,31,1,Bajo
3495,2021-07-23,Puerta Del Diablo,Nicaragua,22,2021,7,23,3,Bajo
3496,2023-08-25,Amulapa,Guatemala,73,2023,8,25,3,Alto
3497,2023-10-23,Cerro Verde,Guatemala,53,2023,10,23,4,Medio
3498,2024-09-22,Apulo,Mexico,27,2024,9,22,3,Bajo
3499,2024-04-29,Cerro Verde,Guatemala,24,2024,4,29,2,Bajo
3500,2024-06-29,Puerta Del Diablo,Mexico,18,2024,6,29,2,Bajo
3501,2021-06-26,Balboa,Mexico,43,2021,6,26,2,Medio
3502,2022-12-29,Apulo,Estados Unidos,34,2022,12,29,4,Medio
3503,2022-12-25,Cerro Verde,Mexico,68,2022,12,25,4,Alto
3504,2021-05-22,Puerta Del Diablo,España,66,2021,5,22,2,Alto
3505,2023-09-13,Puerta Del Diablo,Costa Rica,27,2023,9,13,3,Bajo
3506,2023-11-15,Balboa,Estados Unidos,20,2023,11,15,4,Bajo
3507,2022-02-04,Amulapa,Mexico,65,2022,2,4,1,Alto
3508,2021-10-22,Apulo,Honduras,69,2021,10,22,4,Alto
3509,2023-09-17,Puerta Del Diablo,Mexico,35,2023,9,17,3,Medio
3510,2021-01-30,Amulapa,Canada,73,2021,1,30,1,Alto
3511,2023-01-09,Balboa,Nicaragua,53,2023,1,9,1,Medio
3512,2021-10-04,Balboa,Estados Unidos,47,2021,10,4,4,Medio
3513,2021-03-13,Apulo,Guatemala,79,2021,3,13,1,Alto
3514,2022-11-14,Puerta Del Diablo,Honduras,64,2022,11,14,4,Alto
3515,2021-08-09,Puerta Del Diablo,Costa Rica,50,2021,8,9,3,Medio
3516,2024-05-31,Apulo,Costa Rica,19,2024,5,31,2,Bajo
3517,2021-07-08,Apulo,Honduras,53,2021,7,8,3,Medio
3518,2024-06-10,Amulapa,Guatemala,57,2024,6,10,2,Medio
3519,2024-11-27,Sunset Park,Mexico,9,2024,11,27,4,Bajo
3520,2022-06-16,Amulapa,Mexico,11,2022,6,16,2,Bajo
3521,2024-12-25,Balboa,Estados Unidos,25,2024,12,25,4,Bajo
3522,2021-10-07,Amulapa,Guatemala,48,2021,10,7,4,Medio
3523,2022-07-30,Apulo,España,69,2022,7,30,3,Alto
3524,2023-10-14,Apulo,Honduras,66,2023,10,14,4,Alto
3525,2024-10-15,Apulo,Costa Rica,51,2024,10,15,4,Medio
3526,2021-03-06,Balboa,Estados Unidos,33,2021,3,6,1,Medio
3527,2024-09-12,Apulo,Mexico,67,2024,9,12,3,Alto
3528,2024-07-28,Balboa,Costa Rica,28,2024,7,28,3,Bajo
3529,2023-05-08,Amulapa,Guatemala,52,2023,5,8,2,Medio
3530,2023-05-24,Balboa,Estados Unidos,9,2023,5,24,2,Bajo
3531,2023-04-23,Cerro Verde,Mexico,26,2023,4,23,2,Bajo
3532,2023-07-18,Sunset Park,Costa Rica,5,2023,7,18,3,Bajo
3533,2024-06-10,Sunset Park,Nicaragua,32,2024,6,10,2,Medio
3534,2024-01-02,Sunset Park,España,74,2024,1,2,1,Alto
3535,2023-07-29,Apulo,España,5,2023,7,29,3,Bajo
3536,2024-11-07,Sunset Park,Canada,41,2024,11,7,4,Medio
3537,2022-05-01,Cerro Verde,Estados Unidos,42,2022,5,1,2,Medio
3538,2022-04-28,Balboa,Mexico,13,2022,4,28,2,Bajo
3539,2023-03-11,Amulapa,Mexico,38,2023,3,11,1,Medio
3540,2024-10-16,Apulo,Canada,47,2024,10,16,4,Medio
3541,2024-11-12,Apulo,Costa Rica,64,2024,11,12,4,Alto
3542,2022-05-10,Cerro Verde,Honduras,57,2022,5,10,2,Medio
3543,2024-09-06,Balboa,Nicaragua,52,2024,9,6,3,Medio
3544,2022-05-24,Sunset Park,España,37,2022,5,24,2,Medio
3545,2022-12-20,Balboa,Estados Unidos,49,2022,12,20,4,Medio
3546,2022-02-18,Balboa,Guatemala,30,2022,2,18,1,Medio
3547,2023-06-01,Puerta Del Diablo,Estados Unidos,13,2023,6,1,2,Bajo
3548,2022-04-28,Sunset Park,Honduras,64,2022,4,28,2,Alto
3549,2023-05-08,Apulo,España,10,2023,5,8,2,Bajo
3550,2023-10-23,Cerro Verde,Guatemala,43,2023,10,23,4,Medio
3551,2023-03-27,Balboa,Honduras,23,2023,3,27,1,Bajo
3552,2024-07-09,Puerta Del Diablo,España,48,2024,7,9,3,Medio
3553,2022-08-02,Apulo,Guatemala,32,2022,8,2,3,Medio
3554,2022-08-05,Cerro Verde,Guatemala,7,2022,8,5,3,Bajo
3555,2023-03-13,Amulapa,Canada,18,2023,3,13,1,Bajo
3556,2023-06-06,Amulapa,España,19,2023,6,6,2,Bajo
3557,2024-08-09,Sunset Park,Canada,31,2024,8,9,3,Medio
3558,2021-07-01,Apulo,Canada,34,2021,7,1,3,Medio
3559,2021-12-08,Sunset Park,Honduras,13,2021,12,8,4,Bajo
3560,2023-03-01,Sunset Park,Honduras,75,2023,3,1,1,Alto
3561,2024-10-23,Puerta Del Diablo,Canada,49,2024,10,23,4,Medio
3562,2022-05-24,Balboa,Estados Unidos,64,2022,5,24,2,Alto
3563,2024-11-10,Sunset Park,Honduras,66,2024,11,10,4,Alto
3564,2023-04-16,Puerta Del Diablo,Canada,69,2023,4,16,2,Alto
3565,2022-06-30,Puerta Del Diablo,Canada,21,2022,6,30,2,Bajo
3566,2023-05-13,Cerro Verde,Mexico,53,2023,5,13,2,Medio
3567,2024-06-10,Puerta Del Diablo,Nicaragua,5,2024,6,10,2,Bajo
3568,2023-03-31,Apulo,España,72,2023,3,31,1,Alto
3569,2023-10-14,Sunset Park,Honduras,34,2023,10,14,4,Medio
3570,2021-05-14,Amulapa,España,46,2021,5,14,2,Medio
3571,2021-11-11,Puerta Del Diablo,Canada,14,2021,11,11,4,Bajo
3572,2023-11-30,Sunset Park,Costa Rica,39,2023,11,30,4,Medio
3573,2022-06-12,Sunset Park,Estados Unidos,26,2022,6,12,2,Bajo
3574,2022-08-01,Balboa,Guatemala,23,2022,8,1,3,Bajo
3575,2024-09-23,Apulo,Honduras,35,2024,9,23,3,Medio
3576,2021-06-07,Puerta Del Diablo,Honduras,6,2021,6,7,2,Bajo
3577,2021-03-09,Amulapa,Nicaragua,65,2021,3,9,1,Alto
3578,2022-05-31,Sunset Park,Canada,41,2022,5,31,2,Medio
3579,2021-11-16,Apulo,España,57,2021,11,16,4,Medio
3580,2021-04-10,Amulapa,Guatemala,37,2021,4,10,2,Medio
3581,2023-11-15,Balboa,Costa Rica,29,2023,11,15,4,Bajo
3582,2022-10-08,Amulapa,Guatemala,20,2022,10,8,4,Bajo
3583,2022-08-04,Cerro Verde,Nicaragua,30,2022,8,4,3,Medio
3584,2024-01-05,Balboa,Guatemala,64,2024,1,5,1,Alto
3585,2021-06-20,Puerta Del Diablo,Mexico,25,2021,6,20,2,Bajo
3586,2023-09-14,Puerta Del Diablo,Estados Unidos,18,2023,9,14,3,Bajo
3587,2024-12-29,Sunset Park,Canada,45,2024,12,29,4,Medio
3588,2023-06-30,Apulo,Costa Rica,60,2023,6,30,2,Alto
3589,2022-04-07,Balboa,Mexico,54,2022,4,7,2,Medio
3590,2024-04-21,Apulo,Mexico,42,2024,4,21,2,Medio
3591,2024-11-11,Sunset Park,Honduras,34,2024,11,11,4,Medio
3592,2024-03-07,Cerro Verde,Canada,60,2024,3,7,1,Alto
3593,2021-01-24,Puerta Del Diablo,Honduras,12,2021,1,24,1,Bajo
3594,2022-01-10,Apulo,Honduras,14,2022,1,10,1,Bajo
3595,2021-09-06,Puerta Del Diablo,España,30,2021,9,6,3,Medio
3596,2023-12-26,Sunset Park,Mexico,50,2023,12,26,4,Medio
3597,2022-05-13,Amulapa,Costa Rica,8,2022,5,13,2,Bajo
3598,2022-03-01,Cerro Verde,Canada,8,2022,3,1,1,Bajo
3599,2022-11-24,Balboa,Guatemala,66,2022,11,24,4,Alto
3600,2021-07-16,Apulo,Mexico,51,2021,7,16,3,Medio
3601,2023-12-10,Puerta Del Diablo,Canada,24,2023,12,10,4,Bajo
3602,2024-05-08,Cerro Verde,Canada,49,2024,5,8,2,Medio
3603,2021-05-16,Puerta Del Diablo,Estados Unidos,56,2021,5,16,2,Medio
3604,2022-01-31,Puerta Del Diablo,España,67,2022,1,31,1,Alto
3605,2023-01-01,Sunset Park,España,42,2023,1,1,1,Medio
3606,2023-03-08,Cerro Verde,Honduras,61,2023,3,8,1,Alto
3607,2022-04-24,Sunset Park,España,70,2022,4,24,2,Alto
3608,2022-09-30,Sunset Park,Nicaragua,21,2022,9,30,3,Bajo
3609,2024-01-03,Apulo,España,40,2024,1,3,1,Medio
3610,2023-09-18,Amulapa,Estados Unidos,28,2023,9,18,3,Bajo
3611,2021-06-03,Amulapa,Estados Unidos,8,2021,6,3,2,Bajo
3612,2024-11-18,Balboa,Honduras,63,2024,11,18,4,Alto
3613,2023-05-29,Balboa,Nicaragua,32,2023,5,29,2,Medio
3614,2022-11-28,Sunset Park,Honduras,31,2022,11,28,4,Medio
3615,2023-03-04,Sunset Park,Honduras,13,2023,3,4,1,Bajo
3616,2023-12-09,Puerta Del Diablo,Costa Rica,8,2023,12,9,4,Bajo
3617,2023-01-31,Puerta Del Diablo,España,14,2023,1,31,1,Bajo
3618,2022-08-09,Cerro Verde,Nicaragua,19,2022,8,9,3,Bajo
3619,2022-04-29,Apulo,Nicaragua,61,2022,4,29,2,Alto
3620,2022-02-03,Sunset Park,Mexico,7,2022,2,3,1,Bajo
3621,2021-02-11,Puerta Del Diablo,Estados Unidos,44,2021,2,11,1,Medio
3622,2024-06-23,Amulapa,Mexico,75,2024,6,23,2,Alto
3623,2021-10-04,Balboa,Honduras,39,2021,10,4,4,Medio
3624,2021-01-27,Sunset Park,Costa Rica,46,2021,1,27,1,Medio
3625,2024-01-09,Apulo,Costa Rica,76,2024,1,9,1,Alto
3626,2023-12-23,Apulo,Guatemala,40,2023,12,23,4,Medio
3627,2021-06-28,Sunset Park,Mexico,79,2021,6,28,2,Alto
3628,2022-11-03,Amulapa,Nicaragua,42,2022,11,3,4,Medio
3629,2022-06-08,Puerta Del Diablo,Guatemala,34,2022,6,8,2,Medio
3630,2022-02-12,Balboa,Costa Rica,68,2022,2,12,1,Alto
3631,2021-06-20,Puerta Del Diablo,Guatemala,31,2021,6,20,2,Medio
3632,2021-03-16,Sunset Park,Mexico,10,2021,3,16,1,Bajo
3633,2023-09-17,Puerta Del Diablo,Honduras,27,2023,9,17,3,Bajo
3634,2024-10-15,Cerro Verde,Canada,31,2024,10,15,4,Medio
3635,2021-10-10,Cerro Verde,Guatemala,29,2021,10,10,4,Bajo
3636,2024-10-26,Puerta Del Diablo,Estados Unidos,26,2024,10,26,4,Bajo
3637,2023-09-10,Cerro Verde,Mexico,26,2023,9,10,3,Bajo
3638,2022-05-20,Puerta Del Diablo,Nicaragua,50,2022,5,20,2,Medio
3639,2021-11-08,Cerro Verde,Estados Unidos,67,2021,11,8,4,Alto
3640,2023-10-23,Apulo,Nicaragua,53,2023,10,23,4,Medio
3641,2021-11-21,Balboa,Honduras,63,2021,11,21,4,Alto
3642,2021-12-27,Cerro Verde,Nicaragua,55,2021,12,27,4,Medio
3643,2021-12-26,Balboa,Canada,31,2021,12,26,4,Medio
3644,2021-11-17,Apulo,Costa Rica,16,2021,11,17,4,Bajo
3645,2023-06-19,Balboa,Costa Rica,74,2023,6,19,2,Alto
3646,2023-08-24,Amulapa,Nicaragua,53,2023,8,24,3,Medio
3647,2022-03-25,Puerta Del Diablo,Honduras,65,2022,3,25,1,Alto
3648,2022-03-30,Apulo,Guatemala,51,2022,3,30,1,Medio
3649,2022-11-03,Apulo,Honduras,10,2022,11,3,4,Bajo
3650,2021-02-12,Sunset Park,Guatemala,38,2021,2,12,1,Medio
3651,2024-06-16,Amulapa,Estados Unidos,21,2024,6,16,2,Bajo
3652,2023-09-01,Puerta Del Diablo,Honduras,22,2023,9,1,3,Bajo
3653,2022-08-04,Amulapa,Mexico,79,2022,8,4,3,Alto
3654,2023-07-31,Puerta Del Diablo,Estados Unidos,45,2023,7,31,3,Medio
3655,2022-01-20,Cerro Verde,Nicaragua,5,2022,1,20,1,Bajo
3656,2024-01-24,Balboa,Estados Unidos,29,2024,1,24,1,Bajo
3657,2024-11-08,Balboa,Mexico,51,2024,11,8,4,Medio
3658,2022-09-29,Amulapa,Nicaragua,56,2022,9,29,3,Medio
3659,2021-10-19,Cerro Verde,Guatemala,19,2021,10,19,4,Bajo
3660,2023-10-17,Balboa,Honduras,39,2023,10,17,4,Medio
3661,2021-03-05,Cerro Verde,Estados Unidos,26,2021,3,5,1,Bajo
3662,2021-08-13,Apulo,Mexico,52,2021,8,13,3,Medio
3663,2021-11-26,Apulo,Mexico,68,2021,11,26,4,Alto
3664,2024-03-24,Cerro Verde,Mexico,49,2024,3,24,1,Medio
3665,2024-02-27,Sunset Park,Honduras,70,2024,2,27,1,Alto
3666,2021-01-29,Puerta Del Diablo,Estados Unidos,55,2021,1,29,1,Medio
3667,2022-08-17,Apulo,Costa Rica,52,2022,8,17,3,Medio
3668,2022-03-30,Amulapa,Canada,49,2022,3,30,1,Medio
3669,2024-08-04,Puerta Del Diablo,Nicaragua,67,2024,8,4,3,Alto
3670,2022-10-04,Sunset Park,Nicaragua,73,2022,10,4,4,Alto
3671,2022-02-12,Apulo,Mexico,39,2022,2,12,1,Medio
3672,2024-03-13,Puerta Del Diablo,España,5,2024,3,13,1,Bajo
3673,2022-07-18,Amulapa,Nicaragua,21,2022,7,18,3,Bajo
3674,2024-07-29,Cerro Verde,Canada,26,2024,7,29,3,Bajo
3675,2022-05-28,Cerro Verde,Estados Unidos,6,2022,5,28,2,Bajo
3676,2022-10-26,Amulapa,Nicaragua,59,2022,10,26,4,Medio
3677,2022-06-24,Apulo,Honduras,69,2022,6,24,2,Alto
3678,2021-02-02,Balboa,Honduras,33,2021,2,2,1,Medio
3679,2021-08-18,Sunset Park,Honduras,51,2021,8,18,3,Medio
3680,2022-03-10,Sunset Park,Nicaragua,61,2022,3,10,1,Alto
3681,2024-03-08,Apulo,Costa Rica,55,2024,3,8,1,Medio
3682,2022-07-28,Amulapa,Costa Rica,38,2022,7,28,3,Medio
3683,2021-09-13,Balboa,Canada,48,2021,9,13,3,Medio
3684,2021-04-10,Sunset Park,Estados Unidos,75,2021,4,10,2,Alto
3685,2021-12-01,Amulapa,Honduras,22,2021,12,1,4,Bajo
3686,2023-03-26,Amulapa,Mexico,79,2023,3,26,1,Alto
3687,2022-10-08,Balboa,Costa Rica,27,2022,10,8,4,Bajo
3688,2021-01-10,Balboa,Canada,48,2021,1,10,1,Medio
3689,2024-09-15,Amulapa,Canada,22,2024,9,15,3,Bajo
3690,2021-02-18,Apulo,Mexico,6,2021,2,18,1,Bajo
3691,2023-06-23,Puerta Del Diablo,Canada,49,2023,6,23,2,Medio
3692,2022-02-17,Amulapa,Mexico,6,2022,2,17,1,Bajo
3693,2021-04-25,Sunset Park,Costa Rica,72,2021,4,25,2,Alto
3694,2022-11-09,Balboa,Nicaragua,26,2022,11,9,4,Bajo
3695,2021-11-07,Cerro Verde,Mexico,67,2021,11,7,4,Alto
3696,2024-01-06,Sunset Park,Nicaragua,77,2024,1,6,1,Alto
3697,2023-03-31,Apulo,Honduras,7,2023,3,31,1,Bajo
3698,2023-10-04,Sunset Park,Estados Unidos,8,2023,10,4,4,Bajo
3699,2022-08-19,Apulo,Guatemala,39,2022,8,19,3,Medio
3700,2021-05-26,Sunset Park,Honduras,46,2021,5,26,2,Medio
3701,2024-05-02,Cerro Verde,Guatemala,14,2024,5,2,2,Bajo
3702,2021-03-22,Puerta Del Diablo,Nicaragua,64,2021,3,22,1,Alto
3703,2024-09-05,Amulapa,Honduras,15,2024,9,5,3,Bajo
3704,2022-05-02,Apulo,Costa Rica,40,2022,5,2,2,Medio
3705,2021-07-26,Sunset Park,Guatemala,22,2021,7,26,3,Bajo
3706,2024-02-27,Apulo,Canada,22,2024,2,27,1,Bajo
3707,2022-09-05,Amulapa,Mexico,32,2022,9,5,3,Medio
3708,2023-08-17,Cerro Verde,Nicaragua,13,2023,8,17,3,Bajo
3709,2023-08-30,Balboa,Costa Rica,35,2023,8,30,3,Medio
3710,2024-11-17,Sunset Park,Mexico,54,2024,11,17,4,Medio
3711,2024-03-13,Balboa,Mexico,70,2024,3,13,1,Alto
3712,2022-07-07,Apulo,España,15,2022,7,7,3,Bajo
3713,2022-02-02,Puerta Del Diablo,España,27,2022,2,2,1,Bajo
3714,2024-10-06,Puerta Del Diablo,Canada,8,2024,10,6,4,Bajo
3715,2022-07-15,Puerta Del Diablo,Guatemala,20,2022,7,15,3,Bajo
3716,2021-11-08,Apulo,España,16,2021,11,8,4,Bajo
3717,2023-04-06,Sunset Park,España,48,2023,4,6,2,Medio
3718,2024-06-23,Cerro Verde,Costa Rica,47,2024,6,23,2,Medio
3719,2024-10-28,Puerta Del Diablo,Honduras,44,2024,10,28,4,Medio
3720,2023-02-13,Sunset Park,Estados Unidos,50,2023,2,13,1,Medio
3721,2021-04-22,Cerro Verde,Guatemala,45,2021,4,22,2,Medio
3722,2022-01-22,Amulapa,Guatemala,54,2022,1,22,1,Medio
3723,2024-09-21,Cerro Verde,España,11,2024,9,21,3,Bajo
3724,2023-05-08,Amulapa,Costa Rica,47,2023,5,8,2,Medio
3725,2023-03-17,Balboa,Nicaragua,70,2023,3,17,1,Alto
3726,2023-03-04,Cerro Verde,Costa Rica,22,2023,3,4,1,Bajo
3727,2024-02-13,Sunset Park,Estados Unidos,18,2024,2,13,1,Bajo
3728,2023-01-21,Cerro Verde,Guatemala,8,2023,1,21,1,Bajo
3729,2023-10-09,Apulo,España,22,2023,10,9,4,Bajo
3730,2022-09-01,Balboa,Costa Rica,60,2022,9,1,3,Alto
3731,2021-02-06,Cerro Verde,Guatemala,38,2021,2,6,1,Medio
3732,2022-10-09,Amulapa,Guatemala,16,2022,10,9,4,Bajo
3733,2023-01-10,Amulapa,Nicaragua,30,2023,1,10,1,Medio
3734,2021-02-27,Cerro Verde,Canada,70,2021,2,27,1,Alto
3735,2024-03-17,Amulapa,Guatemala,7,2024,3,17,1,Bajo
3736,2021-02-04,Puerta Del Diablo,Nicaragua,41,2021,2,4,1,Medio
3737,2024-05-18,Balboa,Costa Rica,59,2024,5,18,2,Medio
3738,2021-10-02,Cerro Verde,Guatemala,23,2021,10,2,4,Bajo
3739,2022-07-18,Puerta Del Diablo,Costa Rica,40,2022,7,18,3,Medio
3740,2021-07-04,Balboa,Nicaragua,60,2021,7,4,3,Alto
3741,2024-08-24,Apulo,Nicaragua,54,2024,8,24,3,Medio
3742,2023-07-11,Cerro Verde,España,70,2023,7,11,3,Alto
3743,2024-10-04,Puerta Del Diablo,Canada,18,2024,10,4,4,Bajo
3744,2021-01-07,Sunset Park,España,54,2021,1,7,1,Medio
3745,2021-05-27,Amulapa,Guatemala,55,2021,5,27,2,Medio
3746,2024-03-03,Apulo,Estados Unidos,69,2024,3,3,1,Alto
3747,2024-09-16,Cerro Verde,Guatemala,7,2024,9,16,3,Bajo
3748,2022-11-13,Balboa,Estados Unidos,55,2022,11,13,4,Medio
3749,2022-01-27,Amulapa,Nicaragua,20,2022,1,27,1,Bajo
3750,2022-05-03,Balboa,Nicaragua,37,2022,5,3,2,Medio
3751,2022-09-08,Amulapa,Mexico,48,2022,9,8,3,Medio
3752,2021-12-26,Puerta Del Diablo,Honduras,65,2021,12,26,4,Alto
3753,2022-04-09,Balboa,Nicaragua,54,2022,4,9,2,Medio
3754,2023-09-01,Cerro Verde,Canada,46,2023,9,1,3,Medio
3755,2021-06-07,Puerta Del Diablo,Guatemala,38,2021,6,7,2,Medio
3756,2021-08-15,Amulapa,Nicaragua,60,2021,8,15,3,Alto
3757,2022-11-11,Sunset Park,Estados Unidos,51,2022,11,11,4,Medio
3758,2023-06-17,Puerta Del Diablo,Mexico,23,2023,6,17,2,Bajo
3759,2023-09-25,Cerro Verde,Mexico,70,2023,9,25,3,Alto
3760,2022-01-15,Cerro Verde,Costa Rica,41,2022,1,15,1,Medio
3761,2022-08-03,Balboa,Honduras,18,2022,8,3,3,Bajo
3762,2024-12-05,Amulapa,Honduras,13,2024,12,5,4,Bajo
3763,2024-02-05,Apulo,Guatemala,23,2024,2,5,1,Bajo
3764,2022-02-02,Puerta Del Diablo,España,47,2022,2,2,1,Medio
3765,2021-11-02,Puerta Del Diablo,Mexico,43,2021,11,2,4,Medio
3766,2021-09-18,Apulo,Mexico,58,2021,9,18,3,Medio
3767,2022-04-12,Amulapa,Honduras,54,2022,4,12,2,Medio
3768,2024-07-24,Apulo,Canada,48,2024,7,24,3,Medio
3769,2022-09-09,Balboa,Honduras,50,2022,9,9,3,Medio
3770,2023-09-22,Cerro Verde,Guatemala,50,2023,9,22,3,Medio
3771,2024-02-27,Sunset Park,Estados Unidos,42,2024,2,27,1,Medio
3772,2023-06-02,Sunset Park,Canada,29,2023,6,2,2,Bajo
3773,2023-09-28,Sunset Park,Canada,47,2023,9,28,3,Medio
3774,2021-03-04,Amulapa,Guatemala,11,2021,3,4,1,Bajo
3775,2021-09-24,Amulapa,Estados Unidos,36,2021,9,24,3,Medio
3776,2022-12-22,Amulapa,Mexico,60,2022,12,22,4,Alto
3777,2024-02-01,Cerro Verde,Costa Rica,40,2024,2,1,1,Medio
3778,2022-06-27,Apulo,Honduras,15,2022,6,27,2,Bajo
3779,2023-06-19,Cerro Verde,Estados Unidos,37,2023,6,19,2,Medio
3780,2024-02-14,Apulo,Mexico,54,2024,2,14,1,Medio
3781,2021-08-06,Amulapa,Honduras,20,2021,8,6,3,Bajo
3782,2022-02-14,Amulapa,Canada,71,2022,2,14,1,Alto
3783,2023-11-02,Sunset Park,Estados Unidos,46,2023,11,2,4,Medio
3784,2024-06-19,Puerta Del Diablo,Nicaragua,14,2024,6,19,2,Bajo
3785,2022-12-31,Amulapa,Honduras,11,2022,12,31,4,Bajo
3786,2023-12-29,Puerta Del Diablo,Costa Rica,62,2023,12,29,4,Alto
3787,2021-11-02,Puerta Del Diablo,Estados Unidos,51,2021,11,2,4,Medio
3788,2023-09-20,Puerta Del Diablo,Mexico,64,2023,9,20,3,Alto
3789,2021-07-28,Puerta Del Diablo,Honduras,24,2021,7,28,3,Bajo
3790,2022-03-14,Cerro Verde,Estados Unidos,9,2022,3,14,1,Bajo
3791,2021-05-17,Balboa,Costa Rica,66,2021,5,17,2,Alto
3792,2022-08-15,Apulo,Honduras,78,2022,8,15,3,Alto
3793,2022-07-10,Sunset Park,Nicaragua,73,2022,7,10,3,Alto
3794,2023-11-04,Puerta Del Diablo,Honduras,42,2023,11,4,4,Medio
3795,2022-12-16,Amulapa,Canada,8,2022,12,16,4,Bajo
3796,2023-12-13,Amulapa,Canada,60,2023,12,13,4,Alto
3797,2024-10-16,Sunset Park,España,21,2024,10,16,4,Bajo
3798,2021-09-13,Amulapa,Guatemala,46,2021,9,13,3,Medio
3799,2024-02-17,Amulapa,Costa Rica,64,2024,2,17,1,Alto
3800,2024-11-28,Puerta Del Diablo,Honduras,30,2024,11,28,4,Medio
3801,2021-09-03,Amulapa,Nicaragua,50,2021,9,3,3,Medio
3802,2023-10-04,Apulo,Mexico,34,2023,10,4,4,Medio
3803,2022-10-02,Amulapa,Guatemala,9,2022,10,2,4,Bajo
3804,2024-10-18,Balboa,Estados Unidos,77,2024,10,18,4,Alto
3805,2022-02-06,Puerta Del Diablo,España,20,2022,2,6,1,Bajo
3806,2023-05-30,Apulo,Estados Unidos,66,2023,5,30,2,Alto
3807,2021-03-19,Balboa,Nicaragua,44,2021,3,19,1,Medio
3808,2023-01-12,Apulo,España,26,2023,1,12,1,Bajo
3809,2023-05-07,Apulo,Nicaragua,17,2023,5,7,2,Bajo
3810,2021-11-30,Sunset Park,España,6,2021,11,30,4,Bajo
3811,2021-07-17,Puerta Del Diablo,España,66,2021,7,17,3,Alto
3812,2022-12-30,Cerro Verde,Costa Rica,57,2022,12,30,4,Medio
3813,2021-10-23,Cerro Verde,Guatemala,17,2021,10,23,4,Bajo
3814,2021-06-07,Amulapa,Estados Unidos,64,2021,6,7,2,Alto
3815,2023-03-02,Puerta Del Diablo,Mexico,53,2023,3,2,1,Medio
3816,2022-07-01,Apulo,Canada,43,2022,7,1,3,Medio
3817,2023-07-29,Puerta Del Diablo,Mexico,46,2023,7,29,3,Medio
3818,2022-02-12,Puerta Del Diablo,Guatemala,57,2022,2,12,1,Medio
3819,2023-07-18,Balboa,Estados Unidos,7,2023,7,18,3,Bajo
3820,2024-01-02,Amulapa,Nicaragua,22,2024,1,2,1,Bajo
3821,2022-09-26,Amulapa,Honduras,41,2022,9,26,3,Medio
3822,2023-05-06,Balboa,Estados Unidos,40,2023,5,6,2,Medio
3823,2021-12-31,Puerta Del Diablo,España,52,2021,12,31,4,Medio
3824,2022-05-02,Sunset Park,España,35,2022,5,2,2,Medio
3825,2023-05-11,Sunset Park,Nicaragua,78,2023,5,11,2,Alto
3826,2023-10-17,Balboa,Costa Rica,5,2023,10,17,4,Bajo
3827,2021-04-19,Amulapa,Costa Rica,61,2021,4,19,2,Alto
3828,2022-09-14,Amulapa,Canada,77,2022,9,14,3,Alto
3829,2022-01-15,Apulo,España,63,2022,1,15,1,Alto
3830,2024-03-10,Balboa,Nicaragua,41,2024,3,10,1,Medio
3831,2024-02-08,Amulapa,Estados Unidos,18,2024,2,8,1,Bajo
3832,2023-05-20,Sunset Park,Costa Rica,6,2023,5,20,2,Bajo
3833,2023-05-29,Cerro Verde,Costa Rica,7,2023,5,29,2,Bajo
3834,2024-06-01,Sunset Park,Estados Unidos,54,2024,6,1,2,Medio
3835,2023-09-18,Amulapa,Guatemala,31,2023,9,18,3,Medio
3836,2023-11-22,Puerta Del Diablo,Mexico,10,2023,11,22,4,Bajo
3837,2021-01-26,Amulapa,Guatemala,41,2021,1,26,1,Medio
3838,2023-12-11,Puerta Del Diablo,Honduras,17,2023,12,11,4,Bajo
3839,2023-03-15,Apulo,Guatemala,20,2023,3,15,1,Bajo
3840,2023-12-19,Cerro Verde,Mexico,57,2023,12,19,4,Medio
3841,2024-11-02,Puerta Del Diablo,Honduras,5,2024,11,2,4,Bajo
3842,2022-09-08,Sunset Park,Estados Unidos,47,2022,9,8,3,Medio
3843,2021-05-21,Cerro Verde,Mexico,32,2021,5,21,2,Medio
3844,2022-10-18,Amulapa,Mexico,79,2022,10,18,4,Alto
3845,2024-08-19,Puerta Del Diablo,Estados Unidos,27,2024,8,19,3,Bajo
3846,2022-07-19,Cerro Verde,Honduras,51,2022,7,19,3,Medio
3847,2024-09-21,Balboa,Honduras,27,2024,9,21,3,Bajo
3848,2023-12-24,Amulapa,Costa Rica,58,2023,12,24,4,Medio
3849,2023-07-11,Cerro Verde,Canada,60,2023,7,11,3,Alto
3850,2022-11-02,Cerro Verde,Estados Unidos,21,2022,11,2,4,Bajo
