id_reserva,fecha,departamento,tipo_hotel,habitaciones,ocupadas,tarifa_promedio,anio,mes,dia,trimestre,porcentaje_ocupacion,nivel_ocupacion,ingreso_estimado
1089,2022-03-01,La Paz,Playa,101,17,63,2022,3,1,1,16.831683168316832,Baja,1071
1090,2023-05-24,La Libertad,Montaña,176,90,141,2023,5,24,2,51.13636363636363,Media,12690
1091,2022-09-11,Usulutan,Ciudad,166,105,97,2022,9,11,3,63.25301204819277,Media,10185
1092,2021-06-20,Ahuachapan,Montaña,152,97,171,2021,6,20,2,63.81578947368421,Media,16587
1094,2021-11-21,San Miguel,Rural,185,47,107,2021,11,21,4,25.405405405405407,Baja,5029
1097,2024-02-07,La Paz,Playa,158,118,187,2024,2,7,1,74.68354430379746,Alta,22066
1098,2023-09-16,La Paz,Playa,160,31,157,2023,9,16,3,19.375,Baja,4867
1099,2024-05-03,La Paz,Ciudad,60,24,194,2024,5,3,2,40.0,Media,4656
1101,2022-01-23,San Salvador,Playa,144,13,137,2022,1,23,1,9.027777777777777,Baja,1781
1102,2022-10-06,Usulutan,Ciudad,107,71,59,2022,10,6,4,66.35514018691589,Media,4189
1104,2022-11-17,Ahuachapan,Montaña,196,133,71,2022,11,17,4,67.85714285714286,Media,9443
1105,2024-11-29,Usulutan,Ciudad,85,43,220,2024,11,29,4,50.588235294117645,Media,9460
1106,2022-08-29,Ahuachapan,Playa,122,101,146,2022,8,29,3,82.78688524590164,Alta,14746
1107,2024-03-31,Santa Ana,Ciudad,137,32,109,2024,3,31,1,23.357664233576642,Baja,3488
1110,2023-03-18,Ahuachapan,Rural,181,83,161,2023,3,18,1,45.85635359116022,Media,13363
1113,2022-11-21,Sonsonate,Playa,181,34,229,2022,11,21,4,18.784530386740332,Baja,7786
1115,2022-08-31,La Libertad,Playa,191,25,44,2022,8,31,3,13.089005235602095,Baja,1100
1116,2023-03-18,La Libertad,Ciudad,108,11,203,2023,3,18,1,10.185185185185185,Baja,2233
1117,2021-11-23,San Miguel,Ciudad,197,118,111,2021,11,23,4,59.89847715736041,Media,13098
1119,2022-08-27,San Salvador,Montaña,24,24,44,2022,8,27,3,100.0,Alta,1056
1121,2022-07-19,San Salvador,Montaña,72,71,105,2022,7,19,3,98.61111111111111,Alta,7455
1122,2023-09-19,San Miguel,Rural,190,130,214,2023,9,19,3,68.42105263157895,Media,27820
1126,2021-08-29,Usulutan,Playa,110,25,239,2021,8,29,3,22.727272727272727,Baja,5975
1127,2024-08-10,La Paz,Playa,79,66,66,2024,8,10,3,83.54430379746836,Alta,4356
1128,2021-10-11,La Libertad,Montaña,122,45,87,2021,10,11,4,36.885245901639344,Baja,3915
1129,2021-05-20,Usulutan,Playa,185,141,230,2021,5,20,2,76.21621621621621,Alta,32430
1130,2024-02-10,Sonsonate,Playa,146,7,167,2024,2,10,1,4.794520547945205,Baja,1169
1132,2021-04-05,Santa Ana,Rural,52,26,195,2021,4,5,2,50.0,Media,5070
1133,2023-08-22,Sonsonate,Playa,192,79,135,2023,8,22,3,41.14583333333333,Media,10665
1135,2024-03-04,San Miguel,Playa,187,137,37,2024,3,4,1,73.2620320855615,Alta,5069
1137,2022-04-18,San Salvador,Ciudad,191,28,190,2022,4,18,2,14.659685863874344,Baja,5320
1138,2021-03-30,Sonsonate,Rural,65,22,193,2021,3,30,1,33.84615384615385,Baja,4246
1139,2023-08-23,La Paz,Rural,188,14,174,2023,8,23,3,7.446808510638298,Baja,2436
1141,2021-09-18,La Paz,Playa,89,77,136,2021,9,18,3,86.51685393258427,Alta,10472
1142,2024-01-10,La Paz,Ciudad,94,84,196,2024,1,10,1,89.36170212765957,Alta,16464
1143,2021-09-05,San Miguel,Ciudad,163,149,62,2021,9,5,3,91.41104294478528,Alta,9238
1144,2023-08-21,San Miguel,Rural,33,16,98,2023,8,21,3,48.484848484848484,Media,1568
1145,2023-09-11,La Paz,Ciudad,93,42,114,2023,9,11,3,45.16129032258064,Media,4788
1148,2024-08-08,La Libertad,Playa,97,29,139,2024,8,8,3,29.896907216494846,Baja,4031
1149,2021-10-18,San Miguel,Montaña,163,9,100,2021,10,18,4,5.521472392638037,Baja,900
1150,2024-10-28,La Paz,Playa,179,41,76,2024,10,28,4,22.905027932960895,Baja,3116
1151,2022-12-08,San Miguel,Montaña,152,107,82,2022,12,8,4,70.39473684210526,Alta,8774
1154,2024-08-28,San Miguel,Rural,58,51,215,2024,8,28,3,87.93103448275862,Alta,10965
1155,2021-12-27,La Libertad,Playa,184,109,72,2021,12,27,4,59.2391304347826,Media,7848
1156,2024-10-01,Santa Ana,Rural,170,79,160,2024,10,1,4,46.470588235294116,Media,12640
1158,2023-10-21,La Paz,Ciudad,147,55,76,2023,10,21,4,37.41496598639456,Baja,4180
1159,2024-10-19,San Salvador,Rural,169,147,68,2024,10,19,4,86.98224852071006,Alta,9996
1160,2024-11-19,La Libertad,Montaña,166,36,53,2024,11,19,4,21.686746987951807,Baja,1908
1161,2023-12-27,Ahuachapan,Rural,187,154,52,2023,12,27,4,82.35294117647058,Alta,8008
1162,2021-03-17,San Salvador,Montaña,157,117,196,2021,3,17,1,74.52229299363057,Alta,22932
1163,2023-12-31,Ahuachapan,Montaña,180,147,95,2023,12,31,4,81.66666666666667,Alta,13965
1166,2023-08-20,Ahuachapan,Rural,66,33,52,2023,8,20,3,50.0,Media,1716
1169,2023-07-10,La Paz,Montaña,124,86,122,2023,7,10,3,69.35483870967742,Media,10492
1173,2022-03-17,Ahuachapan,Playa,186,128,35,2022,3,17,1,68.81720430107528,Media,4480
1174,2022-11-06,Santa Ana,Rural,77,21,68,2022,11,6,4,27.27272727272727,Baja,1428
1175,2024-07-12,Ahuachapan,Montaña,173,152,123,2024,7,12,3,87.86127167630057,Alta,18696
1178,2023-06-21,San Miguel,Playa,109,19,44,2023,6,21,2,17.431192660550458,Baja,836
1179,2022-05-02,La Libertad,Montaña,33,22,145,2022,5,2,2,66.66666666666666,Media,3190
1182,2022-09-23,San Salvador,Playa,138,119,184,2022,9,23,3,86.23188405797102,Alta,21896
1183,2021-04-26,Usulutan,Playa,157,126,148,2021,4,26,2,80.2547770700637,Alta,18648
1184,2023-05-11,Ahuachapan,Rural,192,102,150,2023,5,11,2,53.125,Media,15300
1185,2021-11-06,La Paz,Ciudad,91,39,88,2021,11,6,4,42.857142857142854,Media,3432
1187,2022-10-10,La Libertad,Montaña,147,81,178,2022,10,10,4,55.10204081632652,Media,14418
1188,2022-04-29,Sonsonate,Rural,187,17,119,2022,4,29,2,9.090909090909092,Baja,2023
1189,2023-07-04,Sonsonate,Ciudad,128,47,216,2023,7,4,3,36.71875,Baja,10152
1192,2023-04-25,San Salvador,Playa,96,76,126,2023,4,25,2,79.16666666666666,Alta,9576
1194,2024-12-20,San Miguel,Montaña,111,57,69,2024,12,20,4,51.35135135135135,Media,3933
1195,2022-03-28,San Salvador,Ciudad,155,62,146,2022,3,28,1,40.0,Media,9052
1196,2023-02-18,Usulutan,Rural,149,32,85,2023,2,18,1,21.476510067114095,Baja,2720
1199,2024-10-17,Sonsonate,Playa,180,23,140,2024,10,17,4,12.777777777777777,Baja,3220
1200,2023-02-14,La Libertad,Playa,37,23,69,2023,2,14,1,62.16216216216216,Media,1587
1201,2023-04-02,San Miguel,Playa,61,51,140,2023,4,2,2,83.60655737704919,Alta,7140
1202,2022-02-02,Santa Ana,Rural,88,58,175,2022,2,2,1,65.9090909090909,Media,10150
1204,2021-09-06,Santa Ana,Playa,152,80,38,2021,9,6,3,52.63157894736842,Media,3040
1206,2023-04-19,Santa Ana,Playa,189,143,115,2023,4,19,2,75.66137566137566,Alta,16445
1207,2021-08-30,Ahuachapan,Ciudad,146,101,115,2021,8,30,3,69.17808219178082,Media,11615
1208,2024-08-26,Sonsonate,Rural,180,156,98,2024,8,26,3,86.66666666666667,Alta,15288
1209,2023-04-12,La Paz,Ciudad,194,128,62,2023,4,12,2,65.97938144329896,Media,7936
1210,2021-07-21,La Paz,Ciudad,195,57,143,2021,7,21,3,29.230769230769234,Baja,8151
1213,2023-10-03,San Miguel,Montaña,56,21,95,2023,10,3,4,37.5,Baja,1995
1214,2024-08-04,Usulutan,Montaña,148,119,164,2024,8,4,3,80.4054054054054,Alta,19516
1217,2023-04-17,San Miguel,Rural,161,34,187,2023,4,17,2,21.11801242236025,Baja,6358
1219,2023-07-08,La Libertad,Playa,132,62,158,2023,7,8,3,46.96969696969697,Media,9796
1220,2024-08-13,San Miguel,Montaña,64,19,176,2024,8,13,3,29.6875,Baja,3344
1222,2022-08-12,Sonsonate,Rural,164,36,186,2022,8,12,3,21.951219512195124,Baja,6696
1223,2021-01-14,San Salvador,Playa,170,115,134,2021,1,14,1,67.64705882352942,Media,15410
1224,2022-05-13,Ahuachapan,Rural,102,72,45,2022,5,13,2,70.58823529411765,Alta,3240
1225,2021-07-22,Usulutan,Rural,164,102,39,2021,7,22,3,62.19512195121951,Media,3978
1226,2024-08-13,La Paz,Rural,20,14,233,2024,8,13,3,70.0,Alta,3262
1228,2023-07-16,Sonsonate,Rural,124,123,89,2023,7,16,3,99.19354838709677,Alta,10947
1229,2024-04-10,San Miguel,Playa,183,119,219,2024,4,10,2,65.02732240437157,Media,26061
1231,2022-11-11,Santa Ana,Playa,110,95,130,2022,11,11,4,86.36363636363636,Alta,12350
1232,2024-08-20,San Salvador,Ciudad,128,19,35,2024,8,20,3,14.84375,Baja,665
1233,2024-08-14,La Paz,Playa,192,36,95,2024,8,14,3,18.75,Baja,3420
1234,2022-07-01,San Miguel,Playa,152,24,138,2022,7,1,3,15.789473684210526,Baja,3312
1235,2022-12-11,La Paz,Playa,71,57,166,2022,12,11,4,80.28169014084507,Alta,9462
1240,2024-01-30,Santa Ana,Rural,125,38,223,2024,1,30,1,30.4,Baja,8474
1241,2021-10-06,Sonsonate,Montaña,84,81,76,2021,10,6,4,96.42857142857143,Alta,6156
1244,2023-08-06,Ahuachapan,Rural,107,74,53,2023,8,6,3,69.1588785046729,Media,3922
1246,2023-04-28,La Paz,Montaña,181,42,36,2023,4,28,2,23.204419889502763,Baja,1512
1247,2021-11-25,Santa Ana,Montaña,161,101,113,2021,11,25,4,62.732919254658384,Media,11413
1249,2024-01-27,La Libertad,Rural,43,26,83,2024,1,27,1,60.46511627906976,Media,2158
1251,2024-03-09,La Paz,Playa,118,21,231,2024,3,9,1,17.796610169491526,Baja,4851
1252,2024-03-25,San Salvador,Playa,170,165,59,2024,3,25,1,97.05882352941177,Alta,9735
1253,2023-04-10,Usulutan,Montaña,38,26,240,2023,4,10,2,68.42105263157895,Media,6240
1255,2024-03-27,Usulutan,Playa,96,77,135,2024,3,27,1,80.20833333333334,Alta,10395
1256,2024-02-21,San Salvador,Ciudad,187,64,149,2024,2,21,1,34.22459893048128,Baja,9536
1259,2024-02-18,San Miguel,Rural,80,43,115,2024,2,18,1,53.75,Media,4945
1262,2021-05-19,Sonsonate,Montaña,190,25,215,2021,5,19,2,13.157894736842104,Baja,5375
1263,2024-10-06,Usulutan,Playa,145,61,73,2024,10,6,4,42.06896551724138,Media,4453
1266,2023-10-09,Ahuachapan,Ciudad,149,115,80,2023,10,9,4,77.18120805369128,Alta,9200
1267,2022-09-26,Santa Ana,Montaña,139,126,214,2022,9,26,3,90.64748201438849,Alta,26964
1269,2021-12-25,Usulutan,Montaña,160,35,168,2021,12,25,4,21.875,Baja,5880
1273,2022-01-28,Santa Ana,Montaña,193,6,166,2022,1,28,1,3.1088082901554404,Baja,996
1275,2021-07-02,Ahuachapan,Ciudad,78,32,117,2021,7,2,3,41.02564102564102,Media,3744
1278,2021-10-21,San Salvador,Ciudad,72,37,77,2021,10,21,4,51.388888888888886,Media,2849
1279,2023-09-17,La Libertad,Playa,191,59,234,2023,9,17,3,30.89005235602094,Baja,13806
1283,2021-01-01,San Miguel,Montaña,91,42,111,2021,1,1,1,46.15384615384615,Media,4662
1284,2022-02-02,Sonsonate,Montaña,142,136,145,2022,2,2,1,95.77464788732394,Alta,19720
1285,2024-11-09,La Libertad,Rural,141,32,48,2024,11,9,4,22.69503546099291,Baja,1536
1288,2021-05-16,San Miguel,Montaña,152,121,116,2021,5,16,2,79.60526315789474,Alta,14036
1295,2021-06-05,La Libertad,Ciudad,178,62,243,2021,6,5,2,34.831460674157306,Baja,15066
1296,2024-03-30,Santa Ana,Montaña,155,13,227,2024,3,30,1,8.38709677419355,Baja,2951
1297,2021-01-26,La Libertad,Ciudad,168,18,102,2021,1,26,1,10.714285714285714,Baja,1836
1298,2024-03-30,Ahuachapan,Playa,140,44,63,2024,3,30,1,31.428571428571427,Baja,2772
1299,2022-06-09,Ahuachapan,Rural,134,132,249,2022,6,9,2,98.50746268656717,Alta,32868
1300,2022-08-30,Santa Ana,Ciudad,75,32,103,2022,8,30,3,42.66666666666667,Media,3296
1304,2022-01-16,San Salvador,Rural,102,33,240,2022,1,16,1,32.35294117647059,Baja,7920
1309,2023-06-06,Sonsonate,Montaña,22,9,186,2023,6,6,2,40.909090909090914,Media,1674
1310,2024-05-22,Ahuachapan,Playa,137,122,142,2024,5,22,2,89.05109489051095,Alta,17324
1311,2022-09-15,La Libertad,Ciudad,155,29,178,2022,9,15,3,18.70967741935484,Baja,5162
1312,2023-06-03,La Libertad,Ciudad,75,13,71,2023,6,3,2,17.333333333333336,Baja,923
1313,2023-04-12,San Miguel,Montaña,109,50,157,2023,4,12,2,45.87155963302752,Media,7850
1314,2023-05-30,Santa Ana,Rural,133,55,113,2023,5,30,2,41.35338345864661,Media,6215
1315,2021-01-31,Sonsonate,Ciudad,166,76,48,2021,1,31,1,45.78313253012048,Media,3648
1319,2023-04-06,La Paz,Montaña,152,88,188,2023,4,6,2,57.89473684210527,Media,16544
1321,2022-03-25,Ahuachapan,Rural,166,41,228,2022,3,25,1,24.69879518072289,Baja,9348
1325,2022-07-19,Sonsonate,Playa,181,54,207,2022,7,19,3,29.83425414364641,Baja,11178
1327,2022-07-18,Ahuachapan,Playa,144,67,241,2022,7,18,3,46.52777777777778,Media,16147
1328,2021-07-05,Sonsonate,Playa,143,13,108,2021,7,5,3,9.090909090909092,Baja,1404
1329,2024-01-24,San Miguel,Rural,184,82,145,2024,1,24,1,44.565217391304344,Media,11890
1330,2022-11-18,San Miguel,Montaña,87,27,152,2022,11,18,4,31.03448275862069,Baja,4104
1333,2023-01-06,Santa Ana,Rural,124,91,218,2023,1,6,1,73.38709677419355,Alta,19838
1334,2021-07-13,La Libertad,Playa,170,156,161,2021,7,13,3,91.76470588235294,Alta,25116
1335,2024-04-15,Usulutan,Playa,101,42,159,2024,4,15,2,41.584158415841586,Media,6678
1336,2023-01-14,La Libertad,Rural,196,154,179,2023,1,14,1,78.57142857142857,Alta,27566
1339,2024-04-28,San Miguel,Montaña,129,82,77,2024,4,28,2,63.565891472868216,Media,6314
1340,2023-07-03,La Paz,Montaña,172,26,248,2023,7,3,3,15.11627906976744,Baja,6448
1346,2024-11-12,Usulutan,Ciudad,84,12,238,2024,11,12,4,14.285714285714285,Baja,2856
1347,2023-03-17,Usulutan,Rural,175,102,237,2023,3,17,1,58.285714285714285,Media,24174
1349,2022-09-14,Usulutan,Montaña,197,141,131,2022,9,14,3,71.57360406091371,Alta,18471
1350,2022-01-13,Santa Ana,Rural,179,30,132,2022,1,13,1,16.75977653631285,Baja,3960
1353,2022-10-09,La Paz,Playa,161,44,35,2022,10,9,4,27.32919254658385,Baja,1540
1355,2021-05-21,La Paz,Montaña,92,65,195,2021,5,21,2,70.65217391304348,Alta,12675
1357,2022-08-23,Ahuachapan,Playa,144,36,129,2022,8,23,3,25.0,Baja,4644
1358,2024-03-31,Ahuachapan,Rural,110,30,96,2024,3,31,1,27.27272727272727,Baja,2880
1359,2024-03-13,San Miguel,Montaña,168,126,155,2024,3,13,1,75.0,Alta,19530
1360,2023-07-26,Ahuachapan,Rural,65,53,68,2023,7,26,3,81.53846153846153,Alta,3604
1364,2021-09-03,La Libertad,Playa,175,171,133,2021,9,3,3,97.71428571428571,Alta,22743
1365,2024-06-17,La Libertad,Playa,187,87,186,2024,6,17,2,46.524064171122994,Media,16182
1368,2023-12-14,San Miguel,Ciudad,125,67,197,2023,12,14,4,53.6,Media,13199
1369,2021-01-10,Usulutan,Playa,48,6,150,2021,1,10,1,12.5,Baja,900
1370,2023-01-29,La Paz,Montaña,133,124,162,2023,1,29,1,93.23308270676691,Alta,20088
1371,2024-03-27,Santa Ana,Rural,136,110,138,2024,3,27,1,80.88235294117648,Alta,15180
1373,2022-12-21,Usulutan,Playa,68,48,129,2022,12,21,4,70.58823529411765,Alta,6192
1374,2022-11-26,San Miguel,Montaña,118,75,183,2022,11,26,4,63.559322033898304,Media,13725
1375,2023-02-13,San Salvador,Playa,98,69,79,2023,2,13,1,70.40816326530613,Alta,5451
1379,2022-11-02,La Paz,Playa,179,120,70,2022,11,2,4,67.0391061452514,Media,8400
1381,2023-09-13,Ahuachapan,Ciudad,175,134,123,2023,9,13,3,76.57142857142857,Alta,16482
1382,2021-09-27,Sonsonate,Playa,194,151,131,2021,9,27,3,77.83505154639175,Alta,19781
1383,2021-05-05,La Libertad,Playa,98,80,52,2021,5,5,2,81.63265306122449,Alta,4160
1384,2021-05-06,Santa Ana,Playa,102,97,131,2021,5,6,2,95.09803921568627,Alta,12707
1385,2023-11-19,Ahuachapan,Ciudad,134,99,223,2023,11,19,4,73.88059701492537,Alta,22077
1386,2021-10-08,Sonsonate,Montaña,197,66,85,2021,10,8,4,33.50253807106599,Baja,5610
1387,2021-04-09,Usulutan,Ciudad,109,29,207,2021,4,9,2,26.605504587155966,Baja,6003
1388,2023-03-21,La Libertad,Playa,165,128,44,2023,3,21,1,77.57575757575758,Alta,5632
1389,2024-12-13,La Libertad,Ciudad,68,14,186,2024,12,13,4,20.588235294117645,Baja,2604
1390,2024-02-14,La Paz,Rural,136,42,235,2024,2,14,1,30.88235294117647,Baja,9870
1392,2021-02-25,Ahuachapan,Playa,118,57,239,2021,2,25,1,48.30508474576271,Media,13623
1393,2023-09-27,San Salvador,Rural,114,8,133,2023,9,27,3,7.017543859649122,Baja,1064
1396,2022-02-14,Santa Ana,Rural,127,46,196,2022,2,14,1,36.22047244094488,Baja,9016
1397,2021-02-16,La Paz,Montaña,52,11,114,2021,2,16,1,21.153846153846153,Baja,1254
1398,2023-02-28,Santa Ana,Ciudad,176,118,144,2023,2,28,1,67.04545454545455,Media,16992
1399,2023-07-20,Sonsonate,Rural,81,39,176,2023,7,20,3,48.148148148148145,Media,6864
1400,2022-11-13,Sonsonate,Ciudad,133,29,84,2022,11,13,4,21.804511278195488,Baja,2436
1401,2024-06-06,Ahuachapan,Ciudad,64,20,131,2024,6,6,2,31.25,Baja,2620
1404,2022-03-19,Sonsonate,Ciudad,62,55,205,2022,3,19,1,88.70967741935483,Alta,11275
1405,2023-03-12,Sonsonate,Playa,144,19,200,2023,3,12,1,13.194444444444445,Baja,3800
1406,2021-03-18,Santa Ana,Playa,187,109,173,2021,3,18,1,58.288770053475936,Media,18857
1407,2024-06-10,La Paz,Montaña,172,76,82,2024,6,10,2,44.18604651162791,Media,6232
1409,2023-06-01,San Salvador,Playa,26,23,174,2023,6,1,2,88.46153846153845,Alta,4002
1411,2023-01-31,Santa Ana,Rural,160,69,39,2023,1,31,1,43.125,Media,2691
1415,2023-07-31,La Paz,Rural,184,26,107,2023,7,31,3,14.130434782608695,Baja,2782
1416,2021-05-12,San Salvador,Montaña,58,31,35,2021,5,12,2,53.44827586206896,Media,1085
1419,2021-12-10,Ahuachapan,Montaña,198,73,120,2021,12,10,4,36.868686868686865,Baja,8760
1420,2023-09-10,Sonsonate,Playa,96,72,121,2023,9,10,3,75.0,Alta,8712
1421,2021-02-28,San Salvador,Ciudad,183,137,96,2021,2,28,1,74.86338797814209,Alta,13152
1424,2021-05-29,Ahuachapan,Ciudad,58,26,122,2021,5,29,2,44.827586206896555,Media,3172
1426,2022-11-28,San Miguel,Ciudad,196,171,212,2022,11,28,4,87.24489795918367,Alta,36252
1427,2021-04-11,Usulutan,Playa,144,86,222,2021,4,11,2,59.72222222222222,Media,19092
1428,2021-07-02,San Miguel,Rural,102,70,190,2021,7,2,3,68.62745098039215,Media,13300
1429,2022-09-14,San Salvador,Ciudad,43,41,97,2022,9,14,3,95.34883720930233,Alta,3977
1433,2022-10-07,Usulutan,Playa,148,148,192,2022,10,7,4,100.0,Alta,28416
1434,2021-06-30,Santa Ana,Rural,111,65,71,2021,6,30,2,58.55855855855856,Media,4615
1436,2023-11-10,San Salvador,Montaña,103,93,104,2023,11,10,4,90.29126213592234,Alta,9672
1438,2021-05-30,San Salvador,Rural,158,58,221,2021,5,30,2,36.708860759493675,Baja,12818
1439,2021-07-04,Ahuachapan,Playa,189,38,132,2021,7,4,3,20.105820105820104,Baja,5016
1440,2023-11-09,La Paz,Playa,186,114,165,2023,11,9,4,61.29032258064516,Media,18810
1441,2021-02-11,Santa Ana,Rural,189,54,86,2021,2,11,1,28.57142857142857,Baja,4644
1444,2022-09-06,La Libertad,Ciudad,193,74,153,2022,9,6,3,38.34196891191709,Baja,11322
1445,2023-06-20,La Libertad,Montaña,100,15,147,2023,6,20,2,15.0,Baja,2205
1446,2021-07-20,San Salvador,Rural,189,123,105,2021,7,20,3,65.07936507936508,Media,12915
1448,2023-01-11,San Salvador,Playa,73,45,177,2023,1,11,1,61.64383561643836,Media,7965
1449,2021-09-24,Usulutan,Rural,106,43,85,2021,9,24,3,40.56603773584906,Media,3655
1453,2023-05-22,San Miguel,Montaña,154,78,143,2023,5,22,2,50.649350649350644,Media,11154
1454,2022-07-03,San Miguel,Ciudad,93,66,101,2022,7,3,3,70.96774193548387,Alta,6666
1455,2022-05-03,San Miguel,Rural,84,13,41,2022,5,3,2,15.476190476190476,Baja,533
1456,2022-10-25,Santa Ana,Rural,49,22,128,2022,10,25,4,44.89795918367347,Media,2816
1457,2022-07-19,San Miguel,Rural,145,101,48,2022,7,19,3,69.6551724137931,Media,4848
1459,2023-08-22,Usulutan,Ciudad,102,69,94,2023,8,22,3,67.64705882352942,Media,6486
1460,2022-08-13,La Libertad,Rural,133,31,177,2022,8,13,3,23.308270676691727,Baja,5487
1461,2023-04-13,San Salvador,Montaña,79,72,158,2023,4,13,2,91.13924050632912,Alta,11376
1462,2021-10-02,Santa Ana,Playa,107,31,64,2021,10,2,4,28.971962616822427,Baja,1984
1464,2023-04-25,Usulutan,Rural,151,112,129,2023,4,25,2,74.17218543046357,Alta,14448
1465,2024-05-28,Ahuachapan,Ciudad,126,86,47,2024,5,28,2,68.25396825396825,Media,4042
1468,2023-12-04,Usulutan,Rural,21,19,215,2023,12,4,4,90.47619047619048,Alta,4085
1471,2022-10-25,Santa Ana,Montaña,163,99,97,2022,10,25,4,60.73619631901841,Media,9603
1472,2024-11-22,Usulutan,Rural,116,16,62,2024,11,22,4,13.793103448275861,Baja,992
1473,2023-10-13,Usulutan,Ciudad,141,82,201,2023,10,13,4,58.156028368794324,Media,16482
1474,2022-01-25,La Paz,Playa,136,105,96,2022,1,25,1,77.20588235294117,Alta,10080
1476,2024-04-16,Ahuachapan,Playa,109,22,202,2024,4,16,2,20.18348623853211,Baja,4444
1477,2022-03-17,La Libertad,Montaña,195,173,52,2022,3,17,1,88.71794871794872,Alta,8996
1479,2024-10-02,Usulutan,Montaña,178,68,171,2024,10,2,4,38.20224719101123,Baja,11628
1481,2021-02-16,San Salvador,Ciudad,137,136,213,2021,2,16,1,99.27007299270073,Alta,28968
1483,2022-06-09,San Salvador,Ciudad,52,17,52,2022,6,9,2,32.69230769230769,Baja,884
1484,2024-06-16,San Miguel,Rural,105,14,93,2024,6,16,2,13.333333333333334,Baja,1302
1485,2022-02-25,Usulutan,Montaña,139,5,188,2022,2,25,1,3.597122302158273,Baja,940
1486,2024-08-08,La Libertad,Montaña,160,160,62,2024,8,8,3,100.0,Alta,9920
1487,2023-09-03,La Paz,Ciudad,181,25,36,2023,9,3,3,13.812154696132598,Baja,900
1488,2022-05-29,La Paz,Montaña,190,90,148,2022,5,29,2,47.368421052631575,Media,13320
1489,2022-04-18,La Libertad,Montaña,169,84,59,2022,4,18,2,49.70414201183432,Media,4956
1492,2023-11-07,Sonsonate,Ciudad,137,79,153,2023,11,7,4,57.66423357664233,Media,12087
1493,2021-12-12,Usulutan,Rural,188,117,193,2021,12,12,4,62.23404255319149,Media,22581
1494,2024-06-08,Usulutan,Rural,194,43,119,2024,6,8,2,22.164948453608247,Baja,5117
1495,2024-05-18,Ahuachapan,Rural,144,131,145,2024,5,18,2,90.97222222222221,Alta,18995
1496,2023-04-05,La Libertad,Montaña,104,53,132,2023,4,5,2,50.96153846153846,Media,6996
1497,2024-03-16,Usulutan,Ciudad,162,123,51,2024,3,16,1,75.92592592592592,Alta,6273
1498,2021-10-01,Sonsonate,Playa,90,35,158,2021,10,1,4,38.88888888888889,Baja,5530
1500,2022-03-17,La Paz,Rural,85,69,55,2022,3,17,1,81.17647058823529,Alta,3795
1502,2021-01-17,Usulutan,Montaña,124,77,174,2021,1,17,1,62.096774193548384,Media,13398
1503,2024-11-15,Sonsonate,Rural,98,84,192,2024,11,15,4,85.71428571428571,Alta,16128
1505,2021-02-03,San Salvador,Ciudad,180,23,156,2021,2,3,1,12.777777777777777,Baja,3588
1508,2021-01-21,Santa Ana,Playa,148,52,115,2021,1,21,1,35.13513513513514,Baja,5980
1509,2024-08-25,Sonsonate,Montaña,96,31,137,2024,8,25,3,32.29166666666667,Baja,4247
1512,2024-02-12,Sonsonate,Ciudad,187,173,134,2024,2,12,1,92.51336898395722,Alta,23182
1514,2021-10-09,La Paz,Rural,158,57,170,2021,10,9,4,36.075949367088604,Baja,9690
1515,2024-01-13,La Libertad,Rural,85,71,189,2024,1,13,1,83.52941176470588,Alta,13419
1516,2021-12-07,La Paz,Playa,121,81,158,2021,12,7,4,66.94214876033058,Media,12798
1518,2022-05-26,Sonsonate,Montaña,125,54,38,2022,5,26,2,43.2,Media,2052
1520,2024-09-01,Santa Ana,Ciudad,120,43,207,2024,9,1,3,35.833333333333336,Baja,8901
1522,2022-11-22,San Miguel,Playa,184,124,200,2022,11,22,4,67.3913043478261,Media,24800
1523,2024-05-29,Usulutan,Rural,66,66,179,2024,5,29,2,100.0,Alta,11814
1524,2024-07-18,San Miguel,Rural,167,142,87,2024,7,18,3,85.02994011976048,Alta,12354
1526,2024-01-08,Ahuachapan,Playa,132,57,204,2024,1,8,1,43.18181818181818,Media,11628
1529,2021-08-17,La Libertad,Rural,163,65,71,2021,8,17,3,39.87730061349693,Baja,4615
1532,2021-03-19,Santa Ana,Playa,186,6,119,2021,3,19,1,3.225806451612903,Baja,714
1539,2024-11-30,Sonsonate,Rural,144,21,89,2024,11,30,4,14.583333333333334,Baja,1869
1541,2023-02-09,Ahuachapan,Playa,117,112,247,2023,2,9,1,95.72649572649573,Alta,27664
1545,2022-09-06,Ahuachapan,Rural,198,164,132,2022,9,6,3,82.82828282828282,Alta,21648
1546,2022-05-15,Sonsonate,Rural,146,143,48,2022,5,15,2,97.94520547945206,Alta,6864
1547,2022-01-30,Sonsonate,Rural,134,49,149,2022,1,30,1,36.56716417910448,Baja,7301
1548,2024-01-27,Ahuachapan,Playa,159,146,240,2024,1,27,1,91.82389937106919,Alta,35040
1550,2023-04-20,La Libertad,Rural,142,70,177,2023,4,20,2,49.29577464788733,Media,12390
1553,2024-01-27,Usulutan,Rural,160,28,160,2024,1,27,1,17.5,Baja,4480
1555,2024-05-21,La Paz,Playa,82,39,222,2024,5,21,2,47.5609756097561,Media,8658
1558,2022-08-06,Santa Ana,Rural,167,88,95,2022,8,6,3,52.69461077844312,Media,8360
1559,2023-10-11,San Miguel,Playa,174,109,73,2023,10,11,4,62.643678160919535,Media,7957
